"","region_name","region_code","country_name","country_code","year","reporting_level","survey_acronym","survey_coverage","welfare_time","welfare_type","survey_comparability","comparable_spell","poverty_line","headcount","poverty_gap","poverty_severity","watts","mean","median","mld","gini","polarization","decile1","decile2","decile3","decile4","decile5","decile6","decile7","decile8","decile9","decile10","cpi","ppp","pop","gdp","hfce","is_interpolated","distribution_type","estimation_type"
"1","Sub-Saharan Africa","SSA","Angola","AGO",2000,"national","HBS","national",2000.21,"consumption",0,"2000",2.15,0.214088477653847,0.0914094901566698,0.0533323590042434,0.151031589880429,7.37436542684102,4.66452911102204,0.512576460898316,0.519568924911288,0.464340054630692,0.00983246014484904,0.0219530722498972,0.0334245547260442,0.0449530732349787,0.0566277415110651,0.0704875798792192,0.0880848503336878,0.113494559669167,0.158686952441043,0.402455155810115,0.0141996908339976,107.269989013672,16394062,1832.51410187734,NA,FALSE,"micro","survey"
"2","Sub-Saharan Africa","SSA","Angola","AGO",2008,"national","IBEP-MICS","national",2008.5,"consumption",1,"2008",2.15,0.146324872868809,0.04059523787556,0.0165563206204716,0.0536278598932837,6.51375180954865,4.69425473608008,0.31163150232154,0.427155149878257,0.391365249697666,0.0207196629553383,0.033566885996012,0.0431560641514521,0.0530457038441269,0.0654260196407007,0.079203564995829,0.0965144711280301,0.122916981319794,0.162333306988342,0.323117338980393,0.303449123140712,107.269989013672,21691522,3048.59400223225,1216.3124106018,FALSE,"micro","survey"
"3","Sub-Saharan Africa","SSA","Angola","AGO",2018,"national","IDREA","national",2018.17,"consumption",2,"2018",2.15,0.311220062314342,0.119325814220666,0.0625579065775338,0.180664568968842,5.48215072619814,3.42055053924026,0.477889647575166,0.512721111982492,0.470981918182327,0.0132954157835546,0.0242809070253117,0.0333286078531684,0.0434292946352793,0.0558426873422364,0.0698136252592609,0.088687618989236,0.115687375977757,0.159390207456917,0.396244259677314,1.23102388415087,107.269989013672,31273533,2677.17781589774,1548.15353460027,FALSE,"micro","survey"
"4","Europe & Central Asia","ECA","Albania","ALB",1996,"national","EWS","national",1996,"consumption",0,"1996",2.15,0.00534846035708281,0.000982145368407634,0.000304759078108362,0.00120312391638401,7.93315755040585,6.97210262913264,0.119104326584386,0.270103419750888,0.241293272375276,0.0386328600141627,0.0528934687872954,0.0637868340073468,0.0732204153448976,0.0837966192869594,0.0935490252453837,0.10823086967865,0.12473869500996,0.148995481367247,0.212155731258095,0.399635230944479,50.3573722839355,3168033,1633.55157205372,1716.3363514573,FALSE,"micro","survey"
"5","Europe & Central Asia","ECA","Albania","ALB",2002,"national","LSMS","national",2002,"consumption",1,"2002 - 2012",2.15,0.0109264739043891,0.0018943486490623,0.00059422985533343,0.0023828392668032,8.1082287916119,6.68814141071178,0.164811599638939,0.317389798335221,0.26898163891908,0.0349400177410065,0.0485944424737666,0.0584205903976233,0.06738203996386,0.0765310241006285,0.088394594866788,0.102285850593447,0.119844287334552,0.149250783032135,0.254356369496191,0.701637001510969,50.3573722839355,3051010,2247.49749129938,1685.20263673478,FALSE,"micro","survey"
"6","Europe & Central Asia","ECA","Albania","ALB",2005,"national","LSMS","national",2005,"consumption",1,"2002 - 2012",2.15,0.0059108568413212,0.000897233490593865,0.000228511913879863,0.00104239571675101,9.16597456946568,7.79979117214763,0.154412756482695,0.305956557281192,0.254528656816508,0.034825359604453,0.0492010896079826,0.0597728256929892,0.0692118250887093,0.0798815838140581,0.0903706853015439,0.103721440053666,0.121264076421868,0.148339433449105,0.243411680965624,0.753957831447932,50.3573722839355,3011487,2675.50793615524,2079.20292990644,FALSE,"micro","survey"
"7","Europe & Central Asia","ECA","Albania","ALB",2008,"national","LSMS","national",2008,"consumption",1,"2002 - 2012",2.15,0.00199925146222491,0.000396410988605439,8.69031349704737e-05,0.000448972677024006,10.038169339119,8.4001996735902,0.148893380953234,0.29984670422348,0.247311112607579,0.0373362535356766,0.0513678118509072,0.0608847215962694,0.0698358425000765,0.0791207853688934,0.0892413264193258,0.102987349994022,0.119290755226703,0.145352044523236,0.24458310898489,0.820114038486315,50.3573722839355,2947314,3298.47804428531,2820.27877456139,FALSE,"micro","survey"
"8","Europe & Central Asia","ECA","Albania","ALB",2012,"national","LSMS","national",2012,"consumption",1,"2002 - 2012",2.15,0.0062069088717049,0.00130892538589113,0.000452418140491169,0.00163772537608031,9.5172314611506,8.24038496488986,0.138417068042097,0.289604845585921,0.249987920799132,0.0365952700664343,0.0519309499670748,0.0614364383012784,0.0703072574268407,0.0808383255155048,0.0925694260687229,0.105154551765396,0.122933011464406,0.148891373011794,0.229343396412547,0.917182750351119,50.3573722839355,2900401,3736.33910071368,2990.39581457855,FALSE,"micro","survey"
"9","Europe & Central Asia","ECA","Albania","ALB",2014,"national","HBS","national",2014,"consumption",2,"2014 - 2017",2.15,0.0102310077401065,0.00138707926581792,0.000267282302276673,0.00154526468489701,10.1413098776558,8.29537549592724,0.198661566313415,0.345988964667899,0.324309701504341,0.0285300386868642,0.0417376718563254,0.052229128700452,0.0631159866084943,0.0751237324454566,0.0893285960276984,0.105937027312551,0.12724538119957,0.161309213149927,0.255443224012655,0.950155390384316,50.3573722839355,2889104,3855.75973394744,3143.25330183675,FALSE,"micro","survey"
"10","Europe & Central Asia","ECA","Albania","ALB",2015,"national","HBS","national",2015,"consumption",2,"2014 - 2017",2.15,0.00120621059456253,5.61468761909794e-05,4.12667560131783e-06,5.83409008448486e-05,12.0553727458931,9.88738289397923,0.175495470024134,0.327537317763862,0.300363766021324,0.0315447893546555,0.0454679809067791,0.0556642181708531,0.0657946473873904,0.0762002317817534,0.088862364949179,0.104740833163382,0.12523294419824,0.158698910962275,0.2477930791255,0.983422307029173,50.3573722839355,2880703,3952.80253807527,3189.70449019574,FALSE,"micro","survey"
"11","Europe & Central Asia","ECA","Albania","ALB",2016,"national","HBS","national",2016,"consumption",2,"2014 - 2017",2.15,0.00139303166229102,0.000105448173698536,1.36313018841939e-05,0.000113013771346493,12.5410931104605,10.2823719170753,0.187580582291876,0.337362987161354,0.314380353845906,0.0296940573328774,0.0435051562865695,0.0542241774974446,0.0642376683827063,0.0752443230508278,0.0889666292774495,0.105204963891212,0.127039856473368,0.161387621988126,0.25049554581942,0.979810025151433,50.3573722839355,2876101,4090.371656678,3262.75610406116,FALSE,"micro","survey"
