Entity,Year,reporting_level,welfare_type,median_40,median_50,median_60,headcount_40_median,headcount_50_median,headcount_60_median,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_severity_40_median,poverty_severity_50_median,poverty_severity_60_median,watts_40_median,watts_50_median,watts_60_median,headcount_stacked_below_40_median,headcount_stacked_below_50_median,headcount_stacked_below_60_median,headcount_stacked_above_60_median,headcount_ratio_stacked_below_40_median,headcount_ratio_stacked_below_50_median,headcount_ratio_stacked_below_60_median,headcount_ratio_stacked_above_60_median
Angola,2000,national,consumption,1.037461332503994,1.2968266656299925,1.556191998755991,2902624.026486855,3844096.743409281,4726988.028005249,17.70380957191337,23.44608054653903,28.83104912412886,7.54272613595472,10.18876856916668,12.838969799735981,1282993.082348337,2166345.3233401813,3275800.249266671,0.4420114595072746,0.5635511975744077,0.6929994808235282,42.60510205623234,43.45616978045691,44.53174681385762,0.0434359272439178,0.0598502900903458,0.0768728663488646,0.1232621438946042,0.1693692949155212,0.2167942507988021,2902624.026486855,941472.7169224261,882891.2845959677,11668488.97199475,17.70380957191337,5.7422709746256615,5.38496857758983,71.16895087587113
Angola,2008,national,consumption,1.0440727579765772,1.3050909474707213,1.5661091369648654,2283886.3528027697,3712685.459899011,5371975.971569096,10.52693893280091,17.1125910293619,24.76062914942478,2.81787618827846,5.03624922949104,7.71950973347395,638300.3128493339,1426002.796070009,2622914.4657328967,0.279479892712707,0.38408930987350537,0.4882587858945266,26.768239145932863,29.430079996943824,31.176549218068978,0.0110277603642822,0.021218634973934,0.0342385306178521,0.0366005556264423,0.0673766585824245,0.1056974515404665,2283886.3528027697,1428799.1070962413,1659290.5116700847,16323660.028430905,10.526938932800908,6.585652096560992,7.648038120062877,75.23937085057523
Angola,2018,national,consumption,0.7607818143855254,0.9509772679819066,1.1411727215782879,4842760.402110978,7021665.5412315605,8979548.156917863,15.718253430674409,22.79037353043551,29.1451159883639,5.296974945819151,8.05422785528879,11.068428841592869,1241585.8013478648,2359841.0055346633,3891580.8268446624,0.2563797706792706,0.33607995021659215,0.43338270020263553,33.69951355716166,35.34048200014245,37.976959316311884,0.0255715074637937,0.0404764987490228,0.0574443134235436,0.0769090622420515,0.1191986258821381,0.1666779475122085,4842760.402110978,2178905.1391205825,1957882.615686302,21830238.843082137,15.718253430674409,7.072120099761101,6.354742457928392,70.8548840116361
Albania,1996,national,consumption,2.3099219907405573,2.8874024884256966,3.464882986110836,87717.16670019926,239127.02876193525,468948.5346770943,2.7688211170843,7.54812303918347,14.802514199728801,0.41307688973946005,1.30214970037746,2.92436023725813,30228.591279835422,119112.66417826377,321003.03561947495,0.344614314586232,0.4981145995706211,0.684516555405188,14.918872410740988,17.251304643787606,19.755834703483732,0.0011085233407381,0.0036753400805769,0.0088959989607052,0.0049123933222114,0.0155688385582227,0.0354862472629712,87717.16670019926,151409.862061736,229821.50591515907,2699084.4653229057,2.7688211170843,4.779301922099171,7.254391160545332,85.1974858002712
Albania,2002,national,consumption,2.215842996223333,2.769803745279166,3.323764494334999,98007.08256560989,256479.27429335038,488788.691227454,3.21228322967181,8.406372784532019,16.02055356185178,0.55885168227612,1.5715125767019702,3.3062957561024002,37781.498484644224,132803.7964237732,335286.1198973245,0.38549763441179635,0.5177954311890235,0.6859531038972048,17.39733523850001,18.694300347869426,20.6378371592313,0.0016403474764687,0.0047262161526201,0.0106246085208653,0.0068235104421826,0.0191462089776923,0.0407792490750546,98007.08256560989,158472.1917277405,232309.41693410362,2562221.3087725462,3.21228322967181,5.194089554860209,7.614180777319761,83.97944643814823
Albania,2005,national,consumption,2.584142830042227,3.230178537552783,3.8762142450633394,123320.45016417977,270778.8327670903,502188.65569790255,4.0950019098266,8.99153251423932,16.67577033199554,0.69100451810105,1.8277130496019498,3.6639288571641697,53774.749246922576,177793.35800829777,427696.60050997155,0.43605703008163554,0.6565999128935838,0.8516651972466248,16.87433933651841,20.327047104678947,21.97157183278212,0.0018661965798544,0.0056193071127721,0.0121926935889759,0.0081675326937374,0.0221832675137952,0.0453902646080997,123320.45016417977,147458.3826029105,231409.82293081225,2509298.3443020973,4.0950019098266,4.896530604412721,7.6842378177562205,83.32422966800446
Albania,2008,national,consumption,2.783063689673376,3.4788296120917197,4.174595534510064,62439.8777529065,213023.4368327512,416666.32520283444,2.11853496956573,7.227714347122539,14.137154208979242,0.32700309474358996,1.19434510537268,2.7195816310028698,26822.633470053326,122458.6307940117,334613.0776108337,0.4295753681036758,0.5748598962383483,0.8030720443941396,15.435340904975527,16.524520035136234,19.23712220154974,0.0009274407121409644,0.0031460074764905,0.0080901702758141,0.0039075626683818,0.0140904292792878,0.0327823738239213,62439.8777529065,150583.5590798447,203642.88837008324,2530647.6747971657,2.11853496956573,5.10917937755681,6.9094398618567014,85.86284579102076
Albania,2012,national,consumption,2.730115641977655,3.4126445524720688,4.095173462966482,101293.97962900756,224871.33349038253,430501.38441723556,3.4924129328671296,7.75311184523735,14.84282292059738,0.69562436131764,1.6236873854759402,3.21998959324675,55082.52907459474,160713.18910022336,382458.93959336996,0.5437887747755223,0.7146895364815226,0.8884035067880209,19.918159011814236,20.942396006751192,21.693916382835585,0.0023562255676505,0.0055835163180532,0.0111666666344064,0.0087294722897172,0.0204602714906188,0.0406844114251093,101293.97962900756,123577.35386137497,205630.05092685303,2469899.6155827646,3.4924129328671296,4.260698912370219,7.08971107536003,85.15717707940263
Albania,2014,national,consumption,2.7483346982415515,3.435418372801939,4.122502047362326,217105.1426555885,415332.6142919855,641844.0344152048,7.514618464949289,14.37582774078003,22.21602387505624,1.43648612836698,3.26444310311874,5.72353892519808,114060.22738261776,324005.1498466498,681692.7831911978,0.5253686116664714,0.7801100580530594,1.0620847848376433,19.115889051017493,22.7078618496413,25.76311115520707,0.0040438179961628,0.0109372327441621,0.0213122272574743,0.0170705161442589,0.040374665042388,0.073014871183491,217105.1426555885,198227.471636397,226511.42012321926,2247259.965584795,7.514618464949289,6.861209275830742,7.840196134276206,77.78397612494375
Albania,2015,national,consumption,3.275781462923044,4.094726828653805,4.913672194384565,142896.93699263383,310488.94145288336,540540.5836531359,4.96048835970365,10.77823508542475,18.76418997908274,0.9516516120182,2.3188670291717397,4.36922383377466,89803.11338357949,273526.4093922578,618456.2160998046,0.6284467342236225,0.8809537889250892,1.1441439085296639,19.184635523971956,21.514348228565822,23.284905123243927,0.0026118984816732,0.0074469968853423,0.0153236096169152,0.0112119872546447,0.0283508833856119,0.0547989092870541,142896.93699263383,167592.00446024953,230051.64220025257,2340162.416346864,4.96048835970365,5.8177467257211015,7.985954893657992,81.23581002091726
Albania,2016,national,consumption,3.4066448793209356,4.258306099151169,5.109967318981403,189030.6264788383,365811.15212184127,577117.5708657535,6.57246134537133,12.71899533854483,20.06597024463861,1.23005207817312,2.8697896631759803,5.120276654504139,120518.71589569146,351472.2783225327,752515.9036534821,0.6375618498475608,0.9608025241545051,1.3039213180160287,18.715242487342838,22.56302158142241,25.517214428603165,0.0033497446441028,0.0094193629766416,0.0187248579817281,0.0145132054547859,0.0352847974620838,0.064935181986391,189030.6264788383,176780.52564300297,211306.4187439122,2298983.4291342464,6.57246134537133,6.146533993173501,7.346974906093777,79.9340297553614
Albania,2016,national,income,2.6969302981469796,3.3711628726837244,4.045395447220469,381117.7662492132,562921.5184187029,748041.7321257916,13.25119549867036,19.57238352960146,26.00888258534007,4.62965331232036,6.99234007835771,9.58516778369457,359105.7225111973,677963.6525915564,1115231.002242001,0.9422434594045606,1.2043662045395196,1.4908673598633697,34.937627422257144,35.725541898269206,36.85343940572541,0.0241283413232072,0.0364501480530194,0.0507117435755242,0.0701045134767952,0.1065574958713136,0.1474983879865095,381117.7662492132,181803.7521694897,185120.21370708873,2128059.2678742083,13.25119549867036,6.321188030931101,6.436499055738611,73.99111741465993
Albania,2017,national,consumption,3.375269057867496,4.21908632233437,5.0629035868012435,151468.83863765842,334884.35932806303,550929.255669523,5.27131043330937,11.654406498098389,19.17304680980168,1.10999504144079,2.50311612686524,4.67583343032544,107654.98364815056,303461.85753825476,680241.9191392564,0.7107401404567527,0.9061690971389147,1.2347173655038244,21.057288419720834,21.477851551459658,24.387534629785872,0.0035750018893227,0.0086464694195981,0.016935251769322,0.0135789455492249,0.0313369827774063,0.0594655155014314,151468.83863765842,183415.5206904046,216044.89634146,2322527.744330477,5.27131043330937,6.38309606478902,7.518640311703289,80.82695319019832
