Entity,region_name,region_code,country_code,Year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Angola,Sub-Saharan Africa,SSA,AGO,2000,national,HBS,national,2000.21,consumption,0,2000,1.9,0.3637447783780092,0.1636606188440904,0.0998111507131761,0.2810875289127708,4.100424072830768,2.593653331259985,0.5125764608983157,0.5195689249112876,0.4643400546306925,0.009832460144849,0.0219530722498972,0.0334245547260441,0.0449530732349785,0.056627741511065,0.0704875798792186,0.0880848503336883,0.1134945596691677,0.1586869524410422,0.4024551558101155,0.0338480614587559,80.9318008422852,16395477,2451.5098259912684,,False,micro,survey
Angola,Sub-Saharan Africa,SSA,AGO,2008,national,IBEP-MICS,national,2008.5,consumption,1,2008,1.9,0.3444685654028125,0.1164960222643625,0.0544078517717419,0.1635290227224032,3.621890586965346,2.6101818949414426,0.3116315023215391,0.427155149878257,0.3913652496976659,0.0207196629553383,0.0335668859960111,0.0431560641514504,0.0530457038441249,0.0654260196406975,0.0792035649958277,0.0965144711280278,0.1229169813197965,0.1623333069883333,0.3231173389803859,0.7233371972494439,80.9318008422852,21695636,4077.776844116432,1620.0656073918692,False,micro,survey
Angola,Sub-Saharan Africa,SSA,AGO,2018,national,IDREA,national,2018.17,consumption,2,2018,1.9,0.4990295419834461,0.226975972660709,0.1325413069631323,0.3671444001232359,3.048281649668525,1.9019545359638133,0.477889647575166,0.5127211119824917,0.4709819181823273,0.0132954157835545,0.0242809070253119,0.0333286078531677,0.0434292946352791,0.0558426873422371,0.0698136252592568,0.0886876189892265,0.1156873759777558,0.1593902074569103,0.3962442596773237,2.934414035844502,80.9318008422852,30809787,3595.106667087536,2093.4958483467835,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,1996,national,EWS,national,1996.0,consumption,0,1996,1.9,0.0092066900711367,0.0014005071250154,0.0004111227628392886,0.0016976386002076,6.570820904558197,5.774804976851393,0.1191043265843859,0.2701034197508885,0.2412932723752757,0.0386328600141626,0.0528934687872954,0.0637868340073467,0.0732204153448976,0.0837966192869598,0.0935490252453835,0.1082308696786507,0.1247386950099601,0.1489954813672473,0.2121557312580948,0.4445724803791886,54.6525840759277,3168033,1633.5515721775157,1714.8134160821303,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2002,national,LSMS,national,2002.0,consumption,1,2002 - 2012,1.9,0.0157084335862702,0.0026176108533902,0.0007940741902868746,0.0032506352866232,6.7158276404317006,5.539607490558332,0.1648115996389385,0.3173897983352209,0.2689816389190795,0.0349400177410064,0.0485944424737667,0.058420590397623,0.0673820399638601,0.0765310241006289,0.0883945948667871,0.1022858505934479,0.1198442873345533,0.149250783032135,0.2543563694961906,0.7805330481471504,54.6525840759277,3051010,2247.497491380291,1685.3681281993854,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2005,national,LSMS,national,2005.0,consumption,1,2002 - 2012,1.9,0.0086052711252553,0.0013132548830934,0.000334832253659578,0.0015296080676344,7.591930008528758,6.460357075105566,0.1544127564826952,0.3059565572811916,0.254528656816508,0.0348253596044529,0.0492010896079825,0.059772825692989,0.0692118250887091,0.079881583814058,0.090370685301544,0.1037214400536663,0.1212640764218682,0.1483394334491038,0.2434116809656245,0.8387371275999659,54.6525840759277,3011487,2675.507936057917,2079.2435007551608,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2008,national,LSMS,national,2008.0,consumption,1,2002 - 2012,1.9,0.0031364958127441,0.0005124111550864497,0.00013111891918550465,0.0005940981344543078,8.314345397742978,6.957659224183439,0.1488933809532339,0.2998467042234796,0.2473111126075791,0.0373362535356766,0.0513678118509071,0.0608847215962694,0.0698358425000761,0.0791207853688934,0.0892413264193258,0.1029873499940216,0.1192907552267035,0.1453520445232358,0.2445831089848894,0.9123323205860144,54.6525840759277,2947314,3298.4780443121795,2819.7360182371026,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2012,national,LSMS,national,2012.0,consumption,1,2002 - 2012,1.9,0.0084975444767885,0.0016910086297433,0.0005788051255221518,0.0021162346744502,7.882866695887549,6.8252891049441375,0.138417068042097,0.2896048455859209,0.2499879207991324,0.0365952700664343,0.0519309499670742,0.0614364383012781,0.0703072574268422,0.0808383255155063,0.0925694260687266,0.105154551765395,0.1229330114644084,0.1488913730117996,0.2293433964125377,1.0203159748029804,54.6525840759277,2900401,3736.339100768189,2989.865980686233,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2014,national,HBS,national,2014.0,consumption,2,2014 - 2017,1.9,0.0158089716965821,0.0021191932649665,0.00044486066082641127,0.0023888527532743,8.399774620228271,6.870836745603878,0.1986615663134147,0.3459889646678993,0.3243097015043411,0.0285300386868641,0.0417376718563257,0.0522291287004521,0.0631159866084925,0.0751237324454546,0.0893285960276969,0.1059370273125528,0.12724538119957,0.1613092131499349,0.2554432240126586,1.0569961739454743,54.6525840759277,2889104,3855.759734080398,3142.773438128063,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2015,national,HBS,national,2015.0,consumption,2,2014 - 2017,1.9,0.0024509790798944,0.00016856002485052886,1.638514589459832e-05,0.00017747813447538608,9.985141415346556,8.18945365730761,0.1754954700241345,0.3275373177638622,0.3003637660213239,0.0315447893546554,0.0454679809067797,0.0556642181708527,0.0657946473873899,0.076200231781753,0.0888623649491796,0.1047408331633816,0.1252329441982386,0.1586989109622737,0.2477930791254954,1.0940038169076378,54.6525840759277,2880703,3952.802538075274,3189.7056476725284,False,micro,survey
