Entity,region_name,region_code,country_code,Year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
Albania,Europe and Central Asia,ECA,ALB,2016,national,SILC-C,national,2016.0,income,4,2016 - 2018,1.9,0.0668160398486851,0.0246595210605949,0.0127842495820302,0.0365402335181414,8.242950169068417,6.742325745367449,0.2737398437318147,0.3856564270560207,0.3503600820347125,0.0183817645662554,0.0348336058824209,0.0479217877885017,0.0608139537595695,0.0735806519110927,0.0886265050989833,0.1057394615448653,0.1291291149727572,0.1663036676480018,0.2746694868275929,1.0899853826836436,54.6525840759277,2876101,4090.37165668632,3263.023370266404,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2017,national,SILC-C,national,2017.0,income,4,2016 - 2018,1.9,0.0607382074960833,0.02043394481616,0.0100235591372866,0.0294004436003344,8.623163821282038,7.210039570399997,0.2541749295129493,0.3709512668663945,0.3325366238409822,0.0189761390998658,0.0364301151374489,0.0501089473039904,0.0632918388766392,0.0764915345252187,0.09073750583123,0.1064866118434123,0.1290211633592221,0.1639225113727656,0.264533632650244,1.1124455649545562,54.6525840759277,2873457,4249.803733676922,3345.3715275329287,False,micro,survey
Albania,Europe and Central Asia,ECA,ALB,2018,national,SILC-C,national,2018.0,income,4,2016 - 2018,1.9,0.0456624285943177,0.0132410068845313,0.0059648607768574,0.0183134227206091,9.025892178681692,7.619804815775243,0.2330512870273139,0.3598875190138543,0.3192450327926285,0.0214871393775762,0.0385490622354636,0.0514069195604832,0.0639403794324092,0.0772960167148603,0.0913501370460215,0.1067252557514689,0.1267871145041622,0.1624392870836301,0.2600186882939324,1.1350066580489215,54.6525840759277,2866376,4431.539181012876,3465.617258318251,False,micro,survey
United Arab Emirates,Other high Income,OHI,ARE,2013,national,HIES,national,2013.42,income,0,2013 - 2018,1.9,0.0,0.0,0.0,0.0,76.29931064973754,68.60425516292128,0.1953335860079464,0.325104208912459,0.3232930512922744,0.0234973267131566,0.0386428406533612,0.0530662282591765,0.0673831532785409,0.0821863958893127,0.0981766199856032,0.1163550909375439,0.1384275797935722,0.1679116098834341,0.2143531546062984,1.0277355773579535,2.396653175354,9197908,35495.76526893221,15170.147711221134,False,group,survey
United Arab Emirates,Other high Income,OHI,ARE,2018,national,HIES,national,2018.0,income,0,2013 - 2018,1.9,0.0,0.0,0.0,0.0,82.96022387900527,75.9522711448457,0.1114268537391022,0.2596627908793754,0.2397065377660637,0.0397593580811383,0.0524125466141621,0.0632955568001681,0.0742224211149215,0.0856143089206326,0.0978387290562651,0.1114222858668819,0.1273832552367519,0.1484860569152661,0.1995654813938119,1.1576411361622532,2.396653175354,9630966,39670.93152734067,15531.338403909876,False,group,survey
Argentina - urban,Latin America and the Caribbean,LAC,ARG,1980,urban,EPH,urban,1980.0,income,0,1980 - 1987,1.9,0.0047987670898437,0.0022156625851627,0.0020544611246087,0.0009043910332852366,22.94324651235494,17.543811149745625,0.2918472108158794,0.4083086045604474,0.372898642354651,0.0200985636134807,0.0328643547615283,0.0449298769605954,0.0569785851116955,0.0696890334315033,0.0839456404455205,0.1012246268393446,0.1246799815365763,0.1638356300868708,0.3017537072128842,0.2656343033591105,3.1611635684967,23122598,10318.182985208405,,False,group,survey
Argentina - urban,Latin America and the Caribbean,LAC,ARG,1986,urban,EPH,urban,1986.0,income,0,1980 - 1987,1.9,0.0122444789693584,0.0112193382175898,0.0110923408623599,0.0002548721532602527,24.84716358484572,17.922938837467083,0.3275993037285602,0.4280888699353999,0.3846365361296679,0.0176754066146738,0.0335861439614964,0.0435259478792443,0.0551864787906853,0.0666602410525076,0.0797980475383723,0.0973869874976169,0.1208750684227351,0.1632248506860248,0.3220808275566321,0.0680853382547445,3.1611635684967,26230730,9412.994813331816,,False,micro,survey
Argentina - urban,Latin America and the Caribbean,LAC,ARG,1987,urban,EPH,urban,1987.0,income,0,1980 - 1987,1.9,0.0143037465156472,0.0097013761826165,0.0085880539681229,0.0023316929166385,22.71202192820593,15.797886635848345,0.3672331828132438,0.4527636607696199,0.4103199721174235,0.0156144945519672,0.0301452747053512,0.0411889542976019,0.0519357856312331,0.0634263314332321,0.0772362009494258,0.0951351736612849,0.1194848592334395,0.163314028555163,0.3425188969813041,0.1575050079009827,3.1611635684967,26769634,9517.108609624447,,False,micro,survey
Argentina - urban,Latin America and the Caribbean,LAC,ARG,1991,urban,EPH,urban,1991.0,income,1,1991 - 2002,1.9,0.0128159837452375,0.0074024462263071,0.0058880282370392,0.00398470369854,16.116835528571066,10.679038562034735,0.3808575988923443,0.4676173910594,0.4057901345723679,0.0174414651044115,0.0305242394038836,0.0405915038737343,0.0500231117209885,0.0605857170080022,0.0723835697263853,0.0889094850835218,0.1140743602532212,0.1593736349470653,0.3660929128787888,1591.612174936857,3.1611635684967,28887231,8769.750399720164,,False,micro,survey
Argentina - urban,Latin America and the Caribbean,LAC,ARG,1992,urban,EPH,urban,1992.0,income,1,1991 - 2002,1.9,0.0246197792338322,0.0130743400909493,0.0105568014762749,0.0070861181391928,16.253492738345674,11.16858960665832,0.3664761847556108,0.4546809298082466,0.4275383694307265,0.016000676801643,0.0300040433036441,0.0406968264109754,0.0512403147586935,0.0621135638039371,0.0765194383259074,0.0941884234146137,0.1206207356388146,0.1657447610011723,0.3428712165405976,0.1877920536696228,3.1611635684967,29352237,9338.699517016435,,False,micro,survey
