,region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type
0,Sub-Saharan Africa,SSA,Angola,AGO,2000,national,HBS,national,2000.21,consumption,0,2000,30.01,0.9907764923342076,0.8695356889112342,0.7789402171505752,2.50686713031982,4.100424072830768,2.593653331259985,0.5125764608983157,0.5195689249112876,0.4643400546306925,0.009832460144849,0.0219530722498972,0.0334245547260441,0.0449530732349785,0.056627741511065,0.0704875798792186,0.0880848503336883,0.1134945596691677,0.1586869524410422,0.4024551558101155,0.0338480614587559,80.9318008422852,16395477,2451.5098259912684,,False,micro,survey
1,Sub-Saharan Africa,SSA,Angola,AGO,2008,national,IBEP-MICS,national,2008.5,consumption,1,2008,30.01,0.9971062656435812,0.8802075895103562,0.7878478234853911,2.426847065404825,3.621890586965346,2.6101818949414426,0.3116315023215391,0.427155149878257,0.3913652496976659,0.0207196629553383,0.0335668859960111,0.0431560641514504,0.0530457038441249,0.0654260196406975,0.0792035649958277,0.0965144711280278,0.1229169813197965,0.1623333069883333,0.3231173389803859,0.7233371972494439,80.9318008422852,21695636,4077.776844116432,1620.0656073918692,False,micro,survey
2,Sub-Saharan Africa,SSA,Angola,AGO,2018,national,IDREA,national,2018.17,consumption,2,2018,30.01,0.9964931395418476,0.9044779050717296,0.8301497837792206,2.767145174377609,3.048281649668525,1.9019545359638133,0.477889647575166,0.5127211119824917,0.4709819181823273,0.0132954157835545,0.0242809070253119,0.0333286078531677,0.0434292946352791,0.0558426873422371,0.0698136252592568,0.0886876189892265,0.1156873759777558,0.1593902074569103,0.3962442596773237,2.934414035844502,80.9318008422852,30809787,3595.106667087536,2093.4958483467835,False,micro,survey
3,Europe and Central Asia,ECA,Albania,ALB,1996,national,EWS,national,1996.0,consumption,0,1996,30.01,0.9991246507775932,0.7813601146405605,0.622934841115945,1.638250650345464,6.570820904558197,5.774804976851393,0.1191043265843859,0.2701034197508885,0.2412932723752757,0.0386328600141626,0.0528934687872954,0.0637868340073467,0.0732204153448976,0.0837966192869598,0.0935490252453835,0.1082308696786507,0.1247386950099601,0.1489954813672473,0.2121557312580948,0.4445724803791886,54.6525840759277,3168033,1633.5515721775157,1714.8134160821303,False,micro,survey
4,Europe and Central Asia,ECA,Albania,ALB,2002,national,LSMS,national,2002.0,consumption,1,2002 - 2012,30.01,0.9963838560500016,0.7779961426650945,0.6254425661732049,1.663086742374968,6.7158276404317006,5.539607490558332,0.1648115996389385,0.3173897983352209,0.2689816389190795,0.0349400177410064,0.0485944424737667,0.058420590397623,0.0673820399638601,0.0765310241006289,0.0883945948667871,0.1022858505934479,0.1198442873345533,0.149250783032135,0.2543563694961906,0.7805330481471504,54.6525840759277,3051010,2247.497491380291,1685.3681281993854,False,micro,survey
5,Europe and Central Asia,ECA,Albania,ALB,2005,national,LSMS,national,2005.0,consumption,1,2002 - 2012,30.01,0.994344584351572,0.7495386009916832,0.5839959303616287,1.5307015604667809,7.591930008528758,6.460357075105566,0.1544127564826952,0.3059565572811916,0.254528656816508,0.0348253596044529,0.0492010896079825,0.059772825692989,0.0692118250887091,0.079881583814058,0.090370685301544,0.1037214400536663,0.1212640764218682,0.1483394334491038,0.2434116809656245,0.8387371275999659,54.6525840759277,3011487,2675.507936057917,2079.2435007551608,False,micro,survey
6,Europe and Central Asia,ECA,Albania,ALB,2008,national,LSMS,national,2008.0,consumption,1,2002 - 2012,30.01,0.990158642448724,0.7285054741605349,0.5544985191812115,1.4356903373906502,8.314345397742978,6.957659224183439,0.1488933809532339,0.2998467042234796,0.2473111126075791,0.0373362535356766,0.0513678118509071,0.0608847215962694,0.0698358425000761,0.0791207853688934,0.0892413264193258,0.1029873499940216,0.1192907552267035,0.1453520445232358,0.2445831089848894,0.9123323205860144,54.6525840759277,2947314,3298.4780443121795,2819.7360182371026,False,micro,survey
7,Europe and Central Asia,ECA,Albania,ALB,2012,national,LSMS,national,2012.0,consumption,1,2002 - 2012,30.01,0.9961829859921708,0.7387992543024243,0.5670513960140233,1.476318526395296,7.882866695887549,6.8252891049441375,0.138417068042097,0.2896048455859209,0.2499879207991324,0.0365952700664343,0.0519309499670742,0.0614364383012781,0.0703072574268422,0.0808383255155063,0.0925694260687266,0.105154551765395,0.1229330114644084,0.1488913730117996,0.2293433964125377,1.0203159748029804,54.6525840759277,2900401,3736.339100768189,2989.865980686233,False,micro,survey
8,Europe and Central Asia,ECA,Albania,ALB,2014,national,HBS,national,2014.0,consumption,2,2014 - 2017,30.01,0.9912648854074302,0.7219927652033733,0.5545946485828351,1.4735404430863217,8.399774620228271,6.870836745603878,0.1986615663134147,0.3459889646678993,0.3243097015043411,0.0285300386868641,0.0417376718563257,0.0522291287004521,0.0631159866084925,0.0751237324454546,0.0893285960276969,0.1059370273125528,0.12724538119957,0.1613092131499349,0.2554432240126586,1.0569961739454743,54.6525840759277,2889104,3855.759734080398,3142.773438128063,False,micro,survey
9,Europe and Central Asia,ECA,Albania,ALB,2015,national,HBS,national,2015.0,consumption,2,2014 - 2017,30.01,0.9835724035400422,0.670635476020208,0.4901625667030412,1.2788459559971208,9.985141415346556,8.18945365730761,0.1754954700241345,0.3275373177638622,0.3003637660213239,0.0315447893546554,0.0454679809067797,0.0556642181708527,0.0657946473873899,0.076200231781753,0.0888623649491796,0.1047408331633816,0.1252329441982386,0.1586989109622737,0.2477930791254954,1.0940038169076378,54.6525840759277,2880703,3952.802538075274,3189.7056476725284,False,micro,survey
10,Europe and Central Asia,ECA,Albania,ALB,2016,national,HBS,national,2016.0,consumption,2,2014 - 2017,30.01,0.9788663753216648,0.6586110744103161,0.4782785406928065,1.2525638183864645,10.387450232881111,8.516612198302338,0.187580582291876,0.3373629871613542,0.3143803538459065,0.0296940573328772,0.0435051562865691,0.0542241774974442,0.0642376683827052,0.0752443230508284,0.0889666292774477,0.1052049638912124,0.1270398564733761,0.1613876219881249,0.2504955458194222,1.0899853826836436,54.6525840759277,2876101,4090.37165668632,3263.023370266404,False,micro,survey
11,Europe and Central Asia,ECA,Albania,ALB,2016,national,SILC-C,national,2016.0,income,4,2016 - 2018,30.01,0.98795395175234,0.7286750040197151,0.5695128959880276,1.5685796276625663,8.242950169068417,6.742325745367449,0.2737398437318147,0.3856564270560207,0.3503600820347125,0.0183817645662554,0.0348336058824209,0.0479217877885017,0.0608139537595695,0.0735806519110927,0.0886265050989833,0.1057394615448653,0.1291291149727572,0.1663036676480018,0.2746694868275929,1.0899853826836436,54.6525840759277,2876101,4090.37165668632,3263.023370266404,False,micro,survey
12,Europe and Central Asia,ECA,Albania,ALB,2017,national,HBS,national,2017.0,consumption,2,2014 - 2017,30.01,0.98275043101787,0.6611787518569435,0.4797293918324956,1.25444246275403,10.27987957587708,8.43817264466874,0.1799084650483843,0.330556627406811,0.3085222648395366,0.0309052861189147,0.0445994268194487,0.0547760516529175,0.0650812296116071,0.0760497601605473,0.0890839714576123,0.1053926208033492,0.1271788691017349,0.1608084829449996,0.2461243013288668,1.1124455649545562,54.6525840759277,2873457,4249.803733676922,3345.3715275329287,False,micro,survey
13,Europe and Central Asia,ECA,Albania,ALB,2017,national,SILC-C,national,2017.0,income,4,2016 - 2018,30.01,0.9888538169159876,0.7157779208095204,0.5507607305510066,1.5036837880453342,8.623163821282038,7.210039570399997,0.2541749295129493,0.3709512668663945,0.3325366238409822,0.0189761390998658,0.0364301151374489,0.0501089473039904,0.0632918388766392,0.0764915345252187,0.09073750583123,0.1064866118434123,0.1290211633592221,0.1639225113727656,0.264533632650244,1.1124455649545562,54.6525840759277,2873457,4249.803733676922,3345.3715275329287,False,micro,survey
14,Europe and Central Asia,ECA,Albania,ALB,2018,national,HBS,national,2018.0,consumption,3,2018 - 2019,30.01,0.9834705795318144,0.6355541078998895,0.4437292078953413,1.1560214345244348,11.029704635032212,9.6410791639456,0.1524044142302725,0.3014828173658325,0.2659301163784707,0.0316982582929225,0.0476817502487478,0.0597204022185388,0.0707326201340137,0.0813516256607458,0.0934527834400207,0.1074729673207191,0.1259714119515417,0.1544950574241729,0.2274231233085815,1.1350066580489215,54.6525840759277,2866376,4431.539181012876,3465.617258318251,False,micro,survey
15,Europe and Central Asia,ECA,Albania,ALB,2018,national,SILC-C,national,2018.0,income,4,2016 - 2018,30.01,0.9875253873077536,0.7023443218272419,0.5328747405487844,1.4369630368574764,9.025892178681692,7.619804815775243,0.2330512870273139,0.3598875190138543,0.3192450327926285,0.0214871393775762,0.0385490622354636,0.0514069195604832,0.0639403794324092,0.0772960167148603,0.0913501370460215,0.1067252557514689,0.1267871145041622,0.1624392870836301,0.2600186882939324,1.1350066580489215,54.6525840759277,2866376,4431.539181012876,3465.617258318251,False,micro,survey
16,Europe and Central Asia,ECA,Albania,ALB,2019,national,HBS,national,2019.0,consumption,3,2018 - 2019,30.01,0.9580728326378272,0.5802917469037312,0.3873012017370103,1.0069865983520137,12.9056410819085,10.83164622096564,0.1546262875496765,0.3077173903513968,0.274892301306853,0.0339493354213913,0.0486186968573625,0.0589326590734794,0.0683726827603635,0.0786127598184784,0.0901354097324365,0.1051461323814199,0.1244741389563295,0.1541793846717977,0.2375788003269408,1.151022636776212,54.6525840759277,2854191,4544.515005327383,,False,micro,survey
17,Other high Income,OHI,United Arab Emirates,ARE,2013,national,HIES,national,2013.42,income,0,2013 - 2018,30.01,0.1545091952818736,0.0458317982902866,0.0183023035680419,0.0623246977164714,76.29931064973754,68.60425516292128,0.1953335860079464,0.325104208912459,0.3232930512922744,0.0234973267131566,0.0386428406533612,0.0530662282591765,0.0673831532785409,0.0821863958893127,0.0981766199856032,0.1163550909375439,0.1384275797935722,0.1679116098834341,0.2143531546062984,1.0277355773579535,2.396653175354,9197908,35495.76526893221,15170.147711221134,False,group,survey
18,Other high Income,OHI,United Arab Emirates,ARE,2018,national,HIES,national,2018.0,income,0,2013 - 2018,30.01,0.0230446289062499,0.0022516274690406,0.0003854865176761424,0.0024795963973201,82.96022387900527,75.9522711448457,0.1114268537391022,0.2596627908793754,0.2397065377660637,0.0397593580811383,0.0524125466141621,0.0632955568001681,0.0742224211149215,0.0856143089206326,0.0978387290562651,0.1114222858668819,0.1273832552367519,0.1484860569152661,0.1995654813938119,1.1576411361622532,2.396653175354,9630966,39670.93152734067,15531.338403909876,False,group,survey
19,Latin America and the Caribbean,LAC,Argentina,ARG,1980,urban,EPH,urban,1980.0,income,0,1980 - 1987,30.01,0.772509801697009,0.3923847488191481,0.243677067493623,0.6730463963631904,22.94324651235494,17.543811149745625,0.2918472108158794,0.4083086045604474,0.372898642354651,0.0200985636134807,0.0328643547615283,0.0449298769605954,0.0569785851116955,0.0696890334315033,0.0839456404455205,0.1012246268393446,0.1246799815365763,0.1638356300868708,0.3017537072128842,0.2656343033591105,3.1611635684967,23122598,10318.182985208405,,False,group,survey
20,Latin America and the Caribbean,LAC,Argentina,ARG,1986,urban,EPH,urban,1986.0,income,0,1980 - 1987,30.01,0.751824764671713,0.3770738682289801,0.232043101985139,0.6004253324064744,24.84716358484572,17.922938837467083,0.3275993037285602,0.4280888699353999,0.3846365361296679,0.0176754066146738,0.0335861439614964,0.0435259478792443,0.0551864787906853,0.0666602410525076,0.0797980475383723,0.0973869874976169,0.1208750684227351,0.1632248506860248,0.3220808275566321,0.0680853382547445,3.1611635684967,26230730,9412.994813331816,,False,micro,survey
21,Latin America and the Caribbean,LAC,Argentina,ARG,1987,urban,EPH,urban,1987.0,income,0,1980 - 1987,30.01,0.790447653083701,0.4261801057394417,0.2758340620316032,0.7242868878857539,22.71202192820593,15.797886635848345,0.3672331828132438,0.4527636607696199,0.4103199721174235,0.0156144945519672,0.0301452747053512,0.0411889542976019,0.0519357856312331,0.0634263314332321,0.0772362009494258,0.0951351736612849,0.1194848592334395,0.163314028555163,0.3425188969813041,0.1575050079009827,3.1611635684967,26769634,9517.108609624447,,False,micro,survey
22,Latin America and the Caribbean,LAC,Argentina,ARG,1991,urban,EPH,urban,1991.0,income,1,1991 - 2002,30.01,0.8947569954547941,0.5596486660391572,0.3953551997390165,1.038465593833358,16.116835528571066,10.679038562034735,0.3808575988923443,0.4676173910594,0.4057901345723679,0.0174414651044115,0.0305242394038836,0.0405915038737343,0.0500231117209885,0.0605857170080022,0.0723835697263853,0.0889094850835218,0.1140743602532212,0.1593736349470653,0.3660929128787888,1591.612174936857,3.1611635684967,28887231,8769.750399720164,,False,micro,survey
23,Latin America and the Caribbean,LAC,Argentina,ARG,1992,urban,EPH,urban,1992.0,income,1,1991 - 2002,30.01,0.8766574768413712,0.5453118250458654,0.3836614059458001,1.0061824461091886,16.253492738345674,11.16858960665832,0.3664761847556108,0.4546809298082466,0.4275383694307265,0.016000676801643,0.0300040433036441,0.0406968264109754,0.0512403147586935,0.0621135638039371,0.0765194383259074,0.0941884234146137,0.1206207356388146,0.1657447610011723,0.3428712165405976,0.1877920536696228,3.1611635684967,29352237,9338.699517016435,,False,micro,survey
24,Latin America and the Caribbean,LAC,Argentina,ARG,1993,urban,EPH,urban,1993.0,income,1,1991 - 2002,30.01,0.8814374217033543,0.5382793729691153,0.3777073685330429,0.9972710266695808,16.287674958188088,11.414919848189877,0.363405307807058,0.4485628585171292,0.4218626773141354,0.0148361585552164,0.0296691113398144,0.0409680221327666,0.0521736048842162,0.0642146257804841,0.0789791747753662,0.0967069265545764,0.1234048700476334,0.167033613926567,0.3320138920033442,0.2044520115502586,3.1611635684967,29809445,9974.004418710028,6149.761557751256,False,micro,survey
25,Latin America and the Caribbean,LAC,Argentina,ARG,1994,urban,EPH,urban,1994.0,income,1,1991 - 2002,30.01,0.884107367450551,0.5492065120551968,0.3885858355002859,1.0125029456761312,16.09094655163961,11.03778898801034,0.3762980447288254,0.4591680359255017,0.4271963241218011,0.0149552515716591,0.0288199746978329,0.039552961327588,0.0506835518709463,0.0631642811055509,0.0771603039490036,0.0950164124517847,0.1210339835056388,0.1651473099034212,0.3444659696165836,0.2120029207550541,3.1611635684967,30260588,10423.37887916618,6440.93738506535,False,micro,survey
26,Latin America and the Caribbean,LAC,Argentina,ARG,1995,urban,EPH,urban,1995.0,income,1,1991 - 2002,30.01,0.8873520946482243,0.5796440640985075,0.4245127582594352,1.1127418254777013,15.28513358962214,10.203255210114715,0.4354325099379763,0.4890440325027265,0.4476412303927695,0.0113221350493558,0.0262997140176979,0.0368587052214233,0.0473449230332246,0.0591179482001325,0.0735717410797604,0.090748398911598,0.1168468783191776,0.1681335218878167,0.3697560342798075,0.2166015689824996,3.1611635684967,30705906,10003.091689298246,6083.728960497891,False,micro,survey
27,Latin America and the Caribbean,LAC,Argentina,ARG,1996,urban,EPH,urban,1996.0,income,1,1991 - 2002,30.01,0.8864941114070429,0.5854460825648874,0.433509808646272,1.1348540176537154,14.973600555752492,9.788808750546515,0.4534730126146179,0.4952442938019692,0.4711066306978619,0.0103439691884566,0.0248060080099219,0.0355579591979961,0.0464174362189584,0.0583434046685718,0.0730271711076896,0.0919311538667974,0.1198757941381757,0.170891038208047,0.3688060653953652,0.2170448978746416,3.1611635684967,31145813,10430.682492713648,6344.256450151182,False,micro,survey
28,Latin America and the Caribbean,LAC,Argentina,ARG,1997,urban,EPH,urban,1997.0,income,1,1991 - 2002,30.01,0.8770408789340028,0.5687941367355083,0.4170741769695061,1.0997588724450185,15.689876667853364,10.481951041648808,0.4444083806379692,0.4911047521919294,0.4738088960947477,0.010825282439848,0.0246507459485889,0.0351918821833576,0.0468461566911407,0.0593835340170333,0.073079845690362,0.0927434863946254,0.1207551113217267,0.1727812618839966,0.3637426934293088,0.2182840320744024,3.1611635684967,31579653,11146.721033655484,6834.050397076817,False,micro,survey
29,Latin America and the Caribbean,LAC,Argentina,ARG,1998,urban,EPH,urban,1998.0,income,1,1991 - 2002,30.01,0.8831414685290938,0.586156875250791,0.4362383700781277,1.166407084481259,15.23561021715455,9.58972768298127,0.4733172438138264,0.507336437789718,0.495062075115203,0.010650697277596,0.0234293904516278,0.0336498024259928,0.0443507140919228,0.0563556035358343,0.0706493765843557,0.0905473385793827,0.1195870154689718,0.1702666657649334,0.3805133958193823,0.2206985867628206,3.1611635684967,32009558,11445.564938468156,6991.925485320825,False,micro,survey
