Entity,Year,reporting_level,welfare_type,headcount_ratio,poverty_gap_index,poverty_severity,watts,headcount,total_shortfall,avg_shortfall,income_gap_ratio,poverty line,ent_type
Angola,2000,national,consumption,16.796767924832732,7.1762843951449895,0.0411336938038337,0.1168918226044994,2753910.0,1176586.0574605858,0.4272420149752845,42.724201497528455,_100,country
Angola,2008,national,consumption,9.506262235166881,2.4993965022560403,0.0096259050896588,0.0322699973723484,2062444.0,542259.9673262023,0.2629210622573036,26.29210622573036,_100,country
Angola,2018,national,consumption,24.64790274700133,8.82313164245507,0.0446779440840992,0.1311270655644043,7593966.0,2718388.0657700086,0.35796684706910836,35.79668470691084,_100,country
Albania,1996,national,consumption,0.05741581265349356,0.011726158317417993,2.3948592300693435e-05,0.00013116519360124412,1819.0,371.4885651280468,0.2042268087564853,20.42268087564853,_100,country
Albania,2002,national,consumption,0.04637062332571041,0.024816417800509125,0.00013281136812063569,0.0003552431154538976,1415.0,757.1513887353134,0.5350893206609989,53.50893206609989,_100,country
Albania,2005,national,consumption,0.02762022403073165,0.00023008719294528968,1.916715675388408e-08,2.3105090658759256e-06,832.0,6.929045904212315,0.00832818017333211,0.832818017333211,_100,country
Albania,2008,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2012,national,consumption,0.11132099775901,0.011958644859017249,2.6225879846006304e-05,0.00013595744211140434,3229.0,346.8486550773849,0.10741674050089342,10.741674050089342,_100,country
Albania,2014,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2015,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2016,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2016,national,income,2.29844856600608,0.73289868153035,0.0031308521451321,0.0098054567308572,66106.0,21078.90630848121,0.31886525139142,31.886525139142,_100,country
Albania,2017,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2017,national,income,1.86024318374902,0.51528930195053,0.0020505035537168,0.0067384694142798,53453.0,14806.61651714864,0.27700253525805174,27.700253525805174,_100,country
Albania,2018,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2018,national,income,1.1511556811174302,0.28917730240061,0.0010107154859326,0.0035974951492725,32996.0,8288.908793458508,0.25120950398407405,25.120950398407405,_100,country
