pip_welfare_WID: Gini – pretax,year1980_WID: Gini – pretax,country,value1980_WID: Gini – pretax,year2018_WID: Gini – pretax,value2018_WID: Gini – pretax,region,pop1980_WID: Gini – pretax,pop2018_WID: Gini – pretax,change_WID: Gini – pretax,absolute_tolerance_WID: Gini – pretax,relative_tolerance_WID: Gini – pretax,absolute_fall_WID: Gini – pretax,absolute_stable_WID: Gini – pretax,absolute_rise_WID: Gini – pretax,relative_fall_WID: Gini – pretax,relative_stable_WID: Gini – pretax,relative_rise_WID: Gini – pretax,proportional_change_WID: Gini – pretax,pip_welfare_PIP: Gini,year1980_PIP: Gini,value1980_PIP: Gini,year2018_PIP: Gini,value2018_PIP: Gini,pop1980_PIP: Gini,pop2018_PIP: Gini,change_PIP: Gini,absolute_tolerance_PIP: Gini,relative_tolerance_PIP: Gini,absolute_fall_PIP: Gini,absolute_stable_PIP: Gini,absolute_rise_PIP: Gini,relative_fall_PIP: Gini,relative_stable_PIP: Gini,relative_rise_PIP: Gini,proportional_change_PIP: Gini,year
,1980.0,Argentina,63.865039772344105,2018.0,58.6629653950498,LAC,28024808.0,44413592.0,-5.202074377294302,2.0,3.1932519886172055,1.0,0.0,0.0,1.0,0.0,0.0,-0.08145417893479479,Income,1980.0,40.83086045604474,2018.0,41.3424983747329,28024808.0,44413592.0,0.5116379186881588,2.0,2.041543022802237,0.0,1.0,0.0,0.0,1.0,0.0,0.012530667073228778,2020
,1980.0,Australia,41.8851173410195,2018.0,48.632459463262,W. Offshoots,14706329.0,24979228.0,6.7473421222425,2.0,2.094255867050975,0.0,0.0,1.0,0.0,0.0,1.0,0.16109163709169322,Income,1981.0,31.32578703020214,2018.0,34.33376217623682,14706329.0,24979228.0,3.0079751460346777,2.0,1.566289351510107,0.0,0.0,1.0,0.0,0.0,1.0,0.09602233275526638,2020
,1983.0,Bangladesh,47.31696106938181,2016.0,52.983736602934094,S & SE Asia,83929768.0,163683952.0,5.666775533552283,2.0,2.3658480534690907,0.0,0.0,1.0,0.0,0.0,1.0,0.11976203470131938,Consumption,1983.0,25.87648986599902,2016.0,32.38527251961526,83929768.0,163683952.0,6.508782653616244,2.0,1.293824493299951,0.0,0.0,1.0,0.0,0.0,1.0,0.2515326726044324,2020
,1985.0,Belgium,42.9444232175597,2017.0,43.628281546083706,W. Europe,9828989.0,11448598.0,0.6838583285240034,2.0,2.147221160877985,0.0,1.0,0.0,0.0,1.0,0.0,0.01592426390405863,Income,1985.0,25.20385152739536,2018.0,27.214413739767977,9828989.0,11448598.0,2.0105622123726157,2.0,1.2601925763697681,0.0,0.0,1.0,0.0,0.0,1.0,0.07977202254930094,2020
,1980.0,Bosnia and Herzegovina,38.9002817302986,2015.0,48.305522736948696,EE & CA,4199816.0,3400132.0,9.405241006650094,2.0,1.9450140865149301,0.0,0.0,1.0,0.0,0.0,1.0,0.24177822340357374,,,,,,,,,,,,,,,,,,2020
,1985.0,Botswana,70.4636971362298,2015.0,70.0338383995962,SS Africa,938582.0,2451411.0,-0.42985873663359087,2.0,3.52318485681149,0.0,1.0,0.0,0.0,1.0,0.0,-0.006100428363878364,Consumption,1985.0,54.21210548710371,2015.0,53.32502673276544,938582.0,2451411.0,-0.8870787543382761,2.0,2.710605274355186,0.0,1.0,0.0,0.0,1.0,0.0,-0.016363112009167388,2020
,1980.0,Brazil,70.3332456573794,2018.0,68.089873903608,LAC,122288384.0,210166592.0,-2.243371753771399,2.0,3.5166622828689698,1.0,0.0,0.0,0.0,1.0,0.0,-0.031896320620546016,Income,1981.0,57.93085113621365,2018.0,53.87094736890694,122288384.0,210166592.0,-4.059903767306707,2.0,2.8965425568106826,1.0,0.0,0.0,1.0,0.0,0.0,-0.07008189397667569,2020
,1980.0,Bulgaria,33.2959274018499,2018.0,54.7216666320608,EE & CA,8980602.0,7117424.0,21.4257392302109,2.0,1.6647963700924953,0.0,0.0,1.0,0.0,0.0,1.0,0.6434942920082322,,,,,,,,,,,,,,,,,,2020
,1980.0,Canada,50.2549119959799,2018.0,52.48655873049231,W. Offshoots,24511512.0,37035260.0,2.2316467345124096,2.0,2.512745599798995,0.0,0.0,1.0,0.0,1.0,0.0,0.04440653949788885,Income,1981.0,32.4386360480684,2017.0,33.30820627166964,24511512.0,37035260.0,0.8695702236012366,2.0,1.6219318024034202,0.0,1.0,0.0,0.0,1.0,0.0,0.026806621040190628,2020
,1980.0,China,38.2153174688597,2016.0,55.371358091414905,East Asia,982372480.0,1417069440.0,17.156040622555203,2.0,1.910765873442985,0.0,0.0,1.0,0.0,0.0,1.0,0.4489309983237755,Mixed,1981.0,28.16409669780766,2018.0,38.49764207266088,982372480.0,1417069440.0,10.33354537485322,2.0,1.408204834890383,0.0,0.0,1.0,0.0,0.0,1.0,0.3669049103803709,2020
,1980.0,Colombia,70.5809471415982,2018.0,66.04703932828609,LAC,26176206.0,49276968.0,-4.533907813312112,2.0,3.5290473570799104,1.0,0.0,0.0,1.0,0.0,0.0,-0.06423699308279711,Income,1980.0,59.12672682099516,2018.0,50.41870410395841,26176206.0,49276968.0,-8.708022717036748,2.0,2.956336341049758,1.0,0.0,0.0,1.0,0.0,0.0,-0.14727726673252337,2020
,1985.0,Cote d'Ivoire,64.2348560730825,2015.0,60.1206895444214,SS Africa,8303818.0,25493990.0,-4.1141665286610944,2.0,3.211742803654125,1.0,0.0,0.0,1.0,0.0,0.0,-0.06404881679784954,Consumption,1985.0,45.52626809927137,2018.0,37.183563557452445,8303818.0,25493990.0,-8.342704541818925,2.0,2.2763134049635685,1.0,0.0,0.0,1.0,0.0,0.0,-0.18325034952628694,2020
,1984.0,Croatia,40.8472892201299,2018.0,47.2079559079372,EE & CA,4680144.0,4160488.0,6.360666687807296,2.0,2.0423644610064953,0.0,0.0,1.0,0.0,0.0,1.0,0.155718208215215,,,,,,,,,,,,,,,,,,2020
,1980.0,Czechia,27.6608720581909,2018.0,38.0284032005967,EE & CA,10270060.0,10534598.0,10.367531142405799,2.0,1.3830436029095452,0.0,0.0,1.0,0.0,0.0,1.0,0.3748085425721703,,,,,,,,,,,,,,,,,,2020
,1980.0,Denmark,37.0272548702324,2017.0,44.0461282547574,W. Europe,5125397.0,5766689.0,7.018873384525001,2.0,1.85136274351162,0.0,0.0,1.0,0.0,0.0,1.0,0.1895596475926639,,,,,,,,,,,,,,,,,,2020
,1980.0,Egypt,54.780482203458206,2016.0,58.56021776875549,MENA,43748552.0,103740768.0,3.779735565297287,2.0,2.7390241101729105,0.0,0.0,1.0,0.0,0.0,1.0,0.06899785130147464,,,,,,,,,,,,,,,,,,2020
,1981.0,Ethiopia,54.691967138196894,2015.0,55.4313418098136,SS Africa,34945472.0,111129440.0,0.7393746716167087,2.0,2.734598356909845,0.0,1.0,0.0,0.0,1.0,0.0,0.01351888970730272,Consumption,1981.0,32.42495626626984,2015.0,34.99312323123417,34945472.0,111129440.0,2.568166964964334,2.0,1.621247813313492,0.0,0.0,1.0,0.0,0.0,1.0,0.07920340566922761,2020
,1980.0,Finland,39.3338344285828,2017.0,44.480968724983,W. Europe,4779423.0,5515465.0,5.147134296400203,2.0,1.96669172142914,0.0,0.0,1.0,0.0,0.0,1.0,0.1308576794297971,,,,,,,,,,,,,,,,,,2020
,1980.0,France,42.9374418405701,2018.0,42.4623964434705,W. Europe,53713836.0,64277812.0,-0.47504539709959914,2.0,2.1468720920285054,0.0,1.0,0.0,0.0,1.0,0.0,-0.011063663244388844,Income,1978.0,35.16750482328107,2018.0,32.38068846338816,53713836.0,64277812.0,-2.78681635989291,2.0,1.7583752411640536,1.0,0.0,0.0,1.0,0.0,0.0,-0.07924407415018034,2020
,1980.0,Germany,40.3384847975005,2017.0,49.2620471781791,W. Europe,77786696.0,82896696.0,8.923562380678604,2.0,2.016924239875025,0.0,0.0,1.0,0.0,0.0,1.0,0.22121709393585196,,,,,,,,,,,,,,,,,,2020
,1980.0,Greece,49.0613622729834,2017.0,46.1731462461891,W. Europe,9307159.0,10633275.0,-2.8882160267943036,2.0,2.45306811364917,1.0,0.0,0.0,1.0,0.0,0.0,-0.058869462505421626,,,,,,,,,,,,,,,,,,2020
