source_var,pip_welfare,year1980,country,value1980,year2018,value2018,region,pop1980,pop2018,change,absolute_tolerance,relative_tolerance,absolute_fall,absolute_stable,absolute_rise,relative_fall,relative_stable,relative_rise
PIP: Gini,Income,1980,Argentina,40.83086045604474,2018,41.3424983747329,LAC,28024808.0,44413592.0,0.5116379186881588,2.0,2.041543022802237,0,1,0,0,1,0
PIP: Gini,Income,1981,Australia,31.32578703020214,2018,34.33376217623682,W. Offshoots,14706329.0,24979228.0,3.0079751460346777,2.0,1.566289351510107,0,0,1,0,0,1
PIP: Gini,Income,1985,Belgium,25.20385152739536,2018,27.214413739767977,W. Europe,9828989.0,11448598.0,2.0105622123726157,2.0,1.2601925763697681,0,0,1,0,0,1
PIP: Gini,Income,1981,Brazil,57.93085113621365,2018,53.87094736890694,LAC,122288384.0,210166592.0,-4.059903767306707,2.0,2.8965425568106826,1,0,0,1,0,0
PIP: Gini,Income,1981,Canada,32.4386360480684,2017,33.30820627166964,W. Offshoots,24511512.0,37035260.0,0.8695702236012366,2.0,1.6219318024034202,0,1,0,0,1,0
PIP: Gini,Income,1980,Colombia,59.12672682099516,2018,50.41870410395841,LAC,26176206.0,49276968.0,-8.708022717036748,2.0,2.956336341049758,1,0,0,1,0,0
PIP: Gini,Income,1981,Costa Rica,47.494762226075046,2018,47.96854727902833,LAC,2414306.0,5040738.0,0.4737850529532821,2.0,2.3747381113037522,0,1,0,0,1,0
PIP: Gini,Income,1978,France,35.16750482328107,2018,32.38068846338816,W. Europe,53713836.0,64277812.0,-2.78681635989291,2.0,1.7583752411640536,1,0,0,1,0,0
PIP: Gini,Income,1979,Israel,36.3299757619656,2018,38.57717384665088,MENA,3744612.0,8456487.0,2.24719808468528,2.0,1.8164987880982801,0,0,1,0,0,1
PIP: Gini,Income,1985,Luxembourg,26.66724759342306,2018,35.36809440930619,W. Europe,363745.0,607920.0,8.700846815883128,2.0,1.3333623796711531,0,0,1,0,0,1
PIP: Gini,Income,1984,Malaysia,48.624814852696055,2015,41.06639837531249,S & SE Asia,13215709.0,32399270.0,-7.558416477383567,2.0,2.431240742634803,1,0,0,1,0,0
PIP: Gini,Income,1984,Mexico,48.52701241671631,2018,46.70695530062811,LAC,67705184.0,124013864.0,-1.8200571160882006,2.0,2.426350620835816,0,1,0,0,1,0
PIP: Gini,Income,1983,Netherlands,28.3660517601025,2018,28.12108040445857,W. Europe,14130383.0,17286042.0,-0.2449713556439299,2.0,1.4183025880051252,0,1,0,0,1,0
PIP: Gini,Income,1979,Norway,26.89475873487844,2018,27.56086233181646,W. Europe,4085778.0,5312321.0,0.6661035969380187,2.0,1.344737936743922,0,1,0,0,1,0
PIP: Gini,Income,1979,Panama,48.74014232833994,2018,49.21247336244875,LAC,1956989.0,4165258.0,0.47233103410880517,2.0,2.4370071164169973,0,1,0,0,1,0
