source_var,pip_welfare,year1993,country,value1993,year2015,value2015,region,pop1993,pop2015,change,absolute_tolerance,relative_tolerance,absolute_fall,absolute_stable,absolute_rise,relative_fall,relative_stable,relative_rise
PIP: Gini,Income,1993,Argentina,44.85628585171292,2016,42.03252890095214,LAC,34027240.0,43257064.0,-2.8237569507607816,2.0,2.242814292585646,1,0,0,1,0,0
PIP: Gini,Income,1995,Australia,32.5819904320173,2016,33.68581054524752,W. Offshoots,17631514.0,23820240.0,1.1038201132302206,2.0,1.629099521600865,0,1,0,0,1,0
PIP: Gini,Income,1994,Austria,31.32234231243466,2015,30.532775035077268,W. Europe,7905280.0,8642422.0,-0.7895672773573921,2.0,1.566117115621733,0,1,0,0,1,0
PIP: Gini,Income,1992,Belgium,24.95187729242224,2015,27.729462531859877,W. Europe,10043738.0,11248306.0,2.777585239437638,2.0,1.247593864621112,0,0,1,0,0,1
PIP: Gini,Income,1992,Bolivia,49.1100534350699,2015,46.739953061109176,LAC,7544494.0,11090090.0,-2.3701003739607245,2.0,2.455502671753495,1,0,0,0,1,0
PIP: Gini,Income,1993,Brazil,60.11882146405485,2015,51.930828730557074,LAC,158440864.0,205188208.0,-8.187992733497772,2.0,3.0059410732027425,1,0,0,1,0,0
PIP: Gini,Income,1992,Bulgaria,30.7143080005277,2015,38.56734715099758,EE & CA,8611541.0,7309255.0,7.8530391504698756,2.0,1.535715400026385,0,0,1,0,0,1
PIP: Gini,Income,1994,Canada,31.25573609717015,2015,33.74648246255682,W. Offshoots,28668168.0,35732120.0,2.49074636538667,2.0,1.5627868048585076,0,0,1,0,0,1
PIP: Gini,Income,1992,Chile,54.81448929154452,2015,44.37132767263289,LAC,13998387.0,17870122.0,-10.443161618911631,2.0,2.740724464577226,1,0,0,1,0,0
PIP: Gini,Income,1992,Colombia,51.45367251067533,2015,50.99042092389902,LAC,34614732.0,47119728.0,-0.46325158677630895,2.0,2.5726836255337666,0,1,0,0,1,0
PIP: Gini,Income,1993,Costa Rica,46.00316399243697,2015,48.37614136964541,LAC,3405376.0,4895241.0,2.372977377208443,2.0,2.3001581996218485,0,0,1,0,0,1
PIP: Gini,Income,1993,Czechia,26.60479338599628,2015,25.86743298006773,EE & CA,10318915.0,10523801.0,-0.7373604059285519,2.0,1.3302396692998142,0,1,0,0,1,0
PIP: Gini,Income,1992,Denmark,24.69381040965999,2015,28.17744646029746,W. Europe,5193776.0,5677795.0,3.4836360506374717,2.0,1.2346905204829994,0,0,1,0,0,1
PIP: Gini,Income,1992,Dominican Republic,51.359760900231336,2015,45.1816363982718,LAC,7576083.0,10405832.0,-6.178124501959537,2.0,2.567988045011567,1,0,0,1,0,0
