country,year,indicator_code,value,welfare,unit_resource_sharing,indicator_name
Australia,1981,gini,0.28200000524520874,Disposable income,eq,Gini
Australia,1985,gini,0.2930000126361847,Disposable income,eq,Gini
Australia,1989,gini,0.30399999022483826,Disposable income,eq,Gini
Australia,1995,gini,0.3109999895095825,Disposable income,eq,Gini
Australia,2001,gini,0.3199999928474426,Disposable income,eq,Gini
Australia,2003,gini,0.3160000145435333,Disposable income,eq,Gini
Australia,2004,gini,0.3109999895095825,Disposable income,eq,Gini
Australia,2008,gini,0.33500000834465027,Disposable income,eq,Gini
Australia,2010,gini,0.3330000042915344,Disposable income,eq,Gini
Australia,2014,gini,0.32899999618530273,Disposable income,eq,Gini
Australia,2016,gini,0.32600000500679016,Disposable income,eq,Gini
Australia,2018,gini,0.32899999618530273,Disposable income,eq,Gini
Austria,1994,gini,0.27799999713897705,Disposable income,eq,Gini
Austria,1995,gini,0.26600000262260437,Disposable income,eq,Gini
Austria,1996,gini,0.257999986410141,Disposable income,eq,Gini
Austria,1997,gini,0.2549999952316284,Disposable income,eq,Gini
Austria,1998,gini,0.2750000059604645,Disposable income,eq,Gini
Austria,1999,gini,0.2619999945163727,Disposable income,eq,Gini
Austria,2000,gini,0.2540000081062317,Disposable income,eq,Gini
Austria,2003,gini,0.26499998569488525,Disposable income,eq,Gini
Austria,2004,gini,0.2680000066757202,Disposable income,eq,Gini
Austria,2005,gini,0.25999999046325684,Disposable income,eq,Gini
Austria,2006,gini,0.2680000066757202,Disposable income,eq,Gini
Austria,2007,gini,0.2840000092983246,Disposable income,eq,Gini
Austria,2008,gini,0.2800000011920929,Disposable income,eq,Gini
Austria,2009,gini,0.289000004529953,Disposable income,eq,Gini
Austria,2010,gini,0.2800000011920929,Disposable income,eq,Gini
Austria,2011,gini,0.28200000524520874,Disposable income,eq,Gini
Austria,2012,gini,0.2770000100135803,Disposable income,eq,Gini
Austria,2013,gini,0.2800000011920929,Disposable income,eq,Gini
Austria,2014,gini,0.2750000059604645,Disposable income,eq,Gini
Austria,2015,gini,0.2759999930858612,Disposable income,eq,Gini
Austria,2016,gini,0.2849999964237213,Disposable income,eq,Gini
Austria,2017,gini,0.2770000100135803,Disposable income,eq,Gini
Austria,2018,gini,0.2800000011920929,Disposable income,eq,Gini
Austria,2019,gini,0.27399998903274536,Disposable income,eq,Gini
Austria,2020,gini,0.2720000147819519,Disposable income,eq,Gini
Belgium,1985,gini,0.2280000001192093,Disposable income,eq,Gini
Belgium,1988,gini,0.23499999940395355,Disposable income,eq,Gini
Belgium,1992,gini,0.2280000001192093,Disposable income,eq,Gini
Belgium,1995,gini,0.2680000066757202,Disposable income,eq,Gini
Belgium,1997,gini,0.25099998712539673,Disposable income,eq,Gini
Belgium,2000,gini,0.289000004529953,Disposable income,eq,Gini
Belgium,2003,gini,0.26100000739097595,Disposable income,eq,Gini
Belgium,2004,gini,0.2709999978542328,Disposable income,eq,Gini
Belgium,2005,gini,0.27000001072883606,Disposable income,eq,Gini
Belgium,2006,gini,0.2720000147819519,Disposable income,eq,Gini
Belgium,2007,gini,0.2750000059604645,Disposable income,eq,Gini
Belgium,2008,gini,0.2619999945163727,Disposable income,eq,Gini
Belgium,2009,gini,0.2669999897480011,Disposable income,eq,Gini
Belgium,2010,gini,0.2630000114440918,Disposable income,eq,Gini
Belgium,2011,gini,0.2680000066757202,Disposable income,eq,Gini
Belgium,2012,gini,0.26600000262260437,Disposable income,eq,Gini
Belgium,2013,gini,0.2639999985694885,Disposable income,eq,Gini
Belgium,2014,gini,0.2619999945163727,Disposable income,eq,Gini
Belgium,2015,gini,0.26600000262260437,Disposable income,eq,Gini
Belgium,2016,gini,0.26499998569488525,Disposable income,eq,Gini
Belgium,2017,gini,0.25999999046325684,Disposable income,eq,Gini
Brazil,2006,gini,0.5049999952316284,Disposable income,eq,Gini
Brazil,2009,gini,0.47699999809265137,Disposable income,eq,Gini
Brazil,2011,gini,0.4690000116825104,Disposable income,eq,Gini
Brazil,2013,gini,0.46000000834465027,Disposable income,eq,Gini
Brazil,2016,gini,0.4819999933242798,Disposable income,eq,Gini
Canada,1971,gini,0.3230000138282776,Disposable income,eq,Gini
Canada,1973,gini,0.30399999022483826,Disposable income,eq,Gini
Canada,1975,gini,0.30300000309944153,Disposable income,eq,Gini
Canada,1977,gini,0.29899999499320984,Disposable income,eq,Gini
Canada,1979,gini,0.30000001192092896,Disposable income,eq,Gini
Canada,1981,gini,0.29499998688697815,Disposable income,eq,Gini
Canada,1982,gini,0.29600000381469727,Disposable income,eq,Gini
Canada,1984,gini,0.3070000112056732,Disposable income,eq,Gini
Canada,1985,gini,0.3050000071525574,Disposable income,eq,Gini
Canada,1986,gini,0.28700000047683716,Disposable income,eq,Gini
Canada,1987,gini,0.289000004529953,Disposable income,eq,Gini
Canada,1988,gini,0.28600001335144043,Disposable income,eq,Gini
Canada,1989,gini,0.28299999237060547,Disposable income,eq,Gini
Canada,1990,gini,0.28700000047683716,Disposable income,eq,Gini
Canada,1991,gini,0.2930000126361847,Disposable income,eq,Gini
Canada,1992,gini,0.28600001335144043,Disposable income,eq,Gini
Canada,1993,gini,0.2879999876022339,Disposable income,eq,Gini
Canada,1994,gini,0.2849999964237213,Disposable income,eq,Gini
Canada,1995,gini,0.28700000047683716,Disposable income,eq,Gini
Canada,1996,gini,0.30300000309944153,Disposable income,eq,Gini
Canada,1997,gini,0.30799999833106995,Disposable income,eq,Gini
Canada,1998,gini,0.31200000643730164,Disposable income,eq,Gini
Canada,1999,gini,0.3100000023841858,Disposable income,eq,Gini
Canada,2000,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2001,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2002,gini,0.31700000166893005,Disposable income,eq,Gini
Canada,2003,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2004,gini,0.3199999928474426,Disposable income,eq,Gini
Canada,2005,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2006,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2007,gini,0.3160000145435333,Disposable income,eq,Gini
Canada,2008,gini,0.32199999690055847,Disposable income,eq,Gini
Canada,2009,gini,0.32100000977516174,Disposable income,eq,Gini
Canada,2010,gini,0.3179999887943268,Disposable income,eq,Gini
Canada,2011,gini,0.31299999356269836,Disposable income,eq,Gini
Canada,2012,gini,0.31700000166893005,Disposable income,eq,Gini
Canada,2013,gini,0.32100000977516174,Disposable income,eq,Gini
Canada,2014,gini,0.31200000643730164,Disposable income,eq,Gini
Canada,2015,gini,0.3199999928474426,Disposable income,eq,Gini
Canada,2016,gini,0.30799999833106995,Disposable income,eq,Gini
Canada,2017,gini,0.31299999356269836,Disposable income,eq,Gini
Canada,2018,gini,0.3059999942779541,Disposable income,eq,Gini
Canada,2019,gini,0.30000001192092896,Disposable income,eq,Gini
Chile,1990,gini,0.5070000290870667,Disposable income,eq,Gini
Chile,1992,gini,0.5080000162124634,Disposable income,eq,Gini
Chile,1994,gini,0.5059999823570251,Disposable income,eq,Gini
Chile,1996,gini,0.5040000081062317,Disposable income,eq,Gini
Chile,1998,gini,0.5099999904632568,Disposable income,eq,Gini
Chile,2000,gini,0.5260000228881836,Disposable income,eq,Gini
Chile,2003,gini,0.503000020980835,Disposable income,eq,Gini
Chile,2006,gini,0.47600001096725464,Disposable income,eq,Gini
Chile,2009,gini,0.4779999852180481,Disposable income,eq,Gini
Chile,2011,gini,0.46700000762939453,Disposable income,eq,Gini
Chile,2013,gini,0.46000000834465027,Disposable income,eq,Gini
Chile,2015,gini,0.453000009059906,Disposable income,eq,Gini
Chile,2017,gini,0.45899999141693115,Disposable income,eq,Gini
China,2002,gini,0.41499999165534973,Disposable income,eq,Gini
China,2013,gini,0.39899998903274536,Disposable income,eq,Gini
China,2018,gini,0.4129999876022339,Disposable income,eq,Gini
Colombia,2001,gini,0.5090000033378601,Disposable income,eq,Gini
Colombia,2002,gini,0.5260000228881836,Disposable income,eq,Gini
Colombia,2003,gini,0.5040000081062317,Disposable income,eq,Gini
Colombia,2004,gini,0.5130000114440918,Disposable income,eq,Gini
Colombia,2005,gini,0.5130000114440918,Disposable income,eq,Gini
Colombia,2006,gini,0.5019999742507935,Disposable income,eq,Gini
Colombia,2007,gini,0.5400000214576721,Disposable income,eq,Gini
Colombia,2008,gini,0.5260000228881836,Disposable income,eq,Gini
Colombia,2009,gini,0.5099999904632568,Disposable income,eq,Gini
Colombia,2010,gini,0.5109999775886536,Disposable income,eq,Gini
Colombia,2011,gini,0.5,Disposable income,eq,Gini
Colombia,2012,gini,0.4909999966621399,Disposable income,eq,Gini
Colombia,2013,gini,0.4909999966621399,Disposable income,eq,Gini
Colombia,2014,gini,0.48899999260902405,Disposable income,eq,Gini
Colombia,2015,gini,0.4729999899864197,Disposable income,eq,Gini
Colombia,2016,gini,0.4699999988079071,Disposable income,eq,Gini
Colombia,2017,gini,0.460999995470047,Disposable income,eq,Gini
Colombia,2018,gini,0.4650000035762787,Disposable income,eq,Gini
Colombia,2019,gini,0.47999998927116394,Disposable income,eq,Gini
Colombia,2020,gini,0.503000020980835,Disposable income,eq,Gini
Cote d'Ivoire,2002,gini,0.5659999847412109,Disposable income,eq,Gini
Cote d'Ivoire,2008,gini,0.5379999876022339,Disposable income,eq,Gini
Cote d'Ivoire,2015,gini,0.5789999961853027,Disposable income,eq,Gini
Czechia,1992,gini,0.20499999821186066,Disposable income,eq,Gini
Czechia,1996,gini,0.25699999928474426,Disposable income,eq,Gini
Czechia,2002,gini,0.25600001215934753,Disposable income,eq,Gini
Czechia,2004,gini,0.2669999897480011,Disposable income,eq,Gini
Czechia,2007,gini,0.25200000405311584,Disposable income,eq,Gini
Czechia,2010,gini,0.25600001215934753,Disposable income,eq,Gini
Czechia,2013,gini,0.2590000033378601,Disposable income,eq,Gini
Czechia,2016,gini,0.2540000081062317,Disposable income,eq,Gini
Denmark,1987,gini,0.25699999928474426,Disposable income,eq,Gini
Denmark,1992,gini,0.2409999966621399,Disposable income,eq,Gini
Denmark,1995,gini,0.2199999988079071,Disposable income,eq,Gini
Denmark,2000,gini,0.22599999606609344,Disposable income,eq,Gini
Denmark,2004,gini,0.23000000417232513,Disposable income,eq,Gini
Denmark,2007,gini,0.2409999966621399,Disposable income,eq,Gini
Denmark,2010,gini,0.25099998712539673,Disposable income,eq,Gini
Denmark,2013,gini,0.25099998712539673,Disposable income,eq,Gini
Denmark,2016,gini,0.25699999928474426,Disposable income,eq,Gini
Dominican Republic,2007,gini,0.5149999856948853,Disposable income,eq,Gini
Egypt,2012,gini,0.5049999952316284,Disposable income,eq,Gini
Estonia,2000,gini,0.36399999260902405,Disposable income,eq,Gini
Estonia,2004,gini,0.3490000069141388,Disposable income,eq,Gini
Estonia,2007,gini,0.31299999356269836,Disposable income,eq,Gini
Estonia,2010,gini,0.3199999928474426,Disposable income,eq,Gini
Estonia,2013,gini,0.3540000021457672,Disposable income,eq,Gini
Estonia,2016,gini,0.3140000104904175,Disposable income,eq,Gini
Finland,1987,gini,0.2070000022649765,Disposable income,eq,Gini
Finland,1991,gini,0.20900000631809235,Disposable income,eq,Gini
Finland,1995,gini,0.21699999272823334,Disposable income,eq,Gini
Finland,2000,gini,0.2540000081062317,Disposable income,eq,Gini
Finland,2004,gini,0.2619999945163727,Disposable income,eq,Gini
Finland,2007,gini,0.2669999897480011,Disposable income,eq,Gini
Finland,2010,gini,0.2630000114440918,Disposable income,eq,Gini
Finland,2013,gini,0.26100000739097595,Disposable income,eq,Gini
Finland,2016,gini,0.257999986410141,Disposable income,eq,Gini
France,1970,gini,0.3400000035762787,Disposable income,eq,Gini
France,1975,gini,0.3230000138282776,Disposable income,eq,Gini
France,1979,gini,0.3009999990463257,Disposable income,eq,Gini
France,1984,gini,0.29899999499320984,Disposable income,eq,Gini
France,1990,gini,0.289000004529953,Disposable income,eq,Gini
France,1996,gini,0.2849999964237213,Disposable income,eq,Gini
France,1997,gini,0.2849999964237213,Disposable income,eq,Gini
France,1998,gini,0.28200000524520874,Disposable income,eq,Gini
France,1999,gini,0.29100000858306885,Disposable income,eq,Gini
France,2000,gini,0.2939999997615814,Disposable income,eq,Gini
France,2001,gini,0.2919999957084656,Disposable income,eq,Gini
France,2002,gini,0.289000004529953,Disposable income,eq,Gini
France,2003,gini,0.2879999876022339,Disposable income,eq,Gini
France,2004,gini,0.289000004529953,Disposable income,eq,Gini
France,2005,gini,0.29499998688697815,Disposable income,eq,Gini
France,2006,gini,0.296999990940094,Disposable income,eq,Gini
France,2007,gini,0.296999990940094,Disposable income,eq,Gini
France,2008,gini,0.29899999499320984,Disposable income,eq,Gini
France,2009,gini,0.30000001192092896,Disposable income,eq,Gini
France,2010,gini,0.3070000112056732,Disposable income,eq,Gini
France,2011,gini,0.31299999356269836,Disposable income,eq,Gini
France,2012,gini,0.31200000643730164,Disposable income,eq,Gini
France,2013,gini,0.29899999499320984,Disposable income,eq,Gini
France,2014,gini,0.2980000078678131,Disposable income,eq,Gini
France,2015,gini,0.29899999499320984,Disposable income,eq,Gini
France,2016,gini,0.29600000381469727,Disposable income,eq,Gini
France,2017,gini,0.296999990940094,Disposable income,eq,Gini
France,2018,gini,0.30300000309944153,Disposable income,eq,Gini
Georgia,2009,gini,0.4659999907016754,Disposable income,eq,Gini
Georgia,2010,gini,0.453000009059906,Disposable income,eq,Gini
Georgia,2011,gini,0.45500001311302185,Disposable income,eq,Gini
Georgia,2012,gini,0.41100001335144043,Disposable income,eq,Gini
Georgia,2013,gini,0.4020000100135803,Disposable income,eq,Gini
Georgia,2014,gini,0.39100000262260437,Disposable income,eq,Gini
Georgia,2015,gini,0.38999998569488525,Disposable income,eq,Gini
Georgia,2016,gini,0.39100000262260437,Disposable income,eq,Gini
Georgia,2017,gini,0.4090000092983246,Disposable income,eq,Gini
Georgia,2018,gini,0.3700000047683716,Disposable income,eq,Gini
Georgia,2019,gini,0.3790000081062317,Disposable income,eq,Gini
Germany,1973,gini,0.2709999978542328,Disposable income,eq,Gini
Germany,1978,gini,0.2630000114440918,Disposable income,eq,Gini
Germany,1981,gini,0.24400000274181366,Disposable income,eq,Gini
Germany,1983,gini,0.25999999046325684,Disposable income,eq,Gini
Germany,1984,gini,0.2549999952316284,Disposable income,eq,Gini
Germany,1985,gini,0.25099998712539673,Disposable income,eq,Gini
Germany,1986,gini,0.2460000067949295,Disposable income,eq,Gini
Germany,1987,gini,0.25099998712539673,Disposable income,eq,Gini
Germany,1988,gini,0.2540000081062317,Disposable income,eq,Gini
Germany,1989,gini,0.25600001215934753,Disposable income,eq,Gini
Germany,1990,gini,0.257999986410141,Disposable income,eq,Gini
Germany,1991,gini,0.2680000066757202,Disposable income,eq,Gini
Germany,1992,gini,0.2630000114440918,Disposable income,eq,Gini
Germany,1993,gini,0.25600001215934753,Disposable income,eq,Gini
Germany,1994,gini,0.2619999945163727,Disposable income,eq,Gini
Germany,1995,gini,0.25600001215934753,Disposable income,eq,Gini
Germany,1996,gini,0.25099998712539673,Disposable income,eq,Gini
Germany,1997,gini,0.25099998712539673,Disposable income,eq,Gini
Germany,1998,gini,0.25099998712539673,Disposable income,eq,Gini
Germany,1999,gini,0.26100000739097595,Disposable income,eq,Gini
Germany,2000,gini,0.2590000033378601,Disposable income,eq,Gini
Germany,2001,gini,0.27000001072883606,Disposable income,eq,Gini
Germany,2002,gini,0.27000001072883606,Disposable income,eq,Gini
Germany,2003,gini,0.2680000066757202,Disposable income,eq,Gini
Germany,2004,gini,0.27000001072883606,Disposable income,eq,Gini
Germany,2005,gini,0.2879999876022339,Disposable income,eq,Gini
Germany,2006,gini,0.28600001335144043,Disposable income,eq,Gini
Germany,2007,gini,0.28600001335144043,Disposable income,eq,Gini
Germany,2008,gini,0.28700000047683716,Disposable income,eq,Gini
Germany,2009,gini,0.2840000092983246,Disposable income,eq,Gini
Germany,2010,gini,0.28700000047683716,Disposable income,eq,Gini
Germany,2011,gini,0.2879999876022339,Disposable income,eq,Gini
Germany,2012,gini,0.28999999165534973,Disposable income,eq,Gini
Germany,2013,gini,0.2939999997615814,Disposable income,eq,Gini
Germany,2014,gini,0.289000004529953,Disposable income,eq,Gini
Germany,2015,gini,0.2930000126361847,Disposable income,eq,Gini
Germany,2016,gini,0.29499998688697815,Disposable income,eq,Gini
Germany,2017,gini,0.29600000381469727,Disposable income,eq,Gini
Germany,2018,gini,0.2980000078678131,Disposable income,eq,Gini
Germany,2019,gini,0.29600000381469727,Disposable income,eq,Gini
Greece,1995,gini,0.35499998927116394,Disposable income,eq,Gini
Greece,2000,gini,0.33500000834465027,Disposable income,eq,Gini
Greece,2004,gini,0.32899999618530273,Disposable income,eq,Gini
Greece,2007,gini,0.32199999690055847,Disposable income,eq,Gini
Greece,2010,gini,0.3269999921321869,Disposable income,eq,Gini
Greece,2013,gini,0.33500000834465027,Disposable income,eq,Gini
Greece,2016,gini,0.3230000138282776,Disposable income,eq,Gini
Guatemala,2006,gini,0.48899999260902405,Disposable income,eq,Gini
Guatemala,2011,gini,0.5180000066757202,Disposable income,eq,Gini
Guatemala,2014,gini,0.41100001335144043,Disposable income,eq,Gini
Hungary,1991,gini,0.2939999997615814,Disposable income,eq,Gini
Hungary,1994,gini,0.32600000500679016,Disposable income,eq,Gini
Hungary,1999,gini,0.28999999165534973,Disposable income,eq,Gini
Hungary,2005,gini,0.2840000092983246,Disposable income,eq,Gini
Hungary,2007,gini,0.27000001072883606,Disposable income,eq,Gini
Hungary,2009,gini,0.26499998569488525,Disposable income,eq,Gini
Hungary,2012,gini,0.2879999876022339,Disposable income,eq,Gini
Hungary,2015,gini,0.2639999985694885,Disposable income,eq,Gini
Iceland,2004,gini,0.25600001215934753,Disposable income,eq,Gini
Iceland,2007,gini,0.2800000011920929,Disposable income,eq,Gini
Iceland,2010,gini,0.24500000476837158,Disposable income,eq,Gini
India,2004,gini,0.48899999260902405,Disposable income,eq,Gini
India,2011,gini,0.5009999871253967,Disposable income,eq,Gini
Ireland,1987,gini,0.32899999618530273,Disposable income,eq,Gini
Ireland,1994,gini,0.3370000123977661,Disposable income,eq,Gini
Ireland,1995,gini,0.34299999475479126,Disposable income,eq,Gini
Ireland,1996,gini,0.3310000002384186,Disposable income,eq,Gini
Ireland,2000,gini,0.3140000104904175,Disposable income,eq,Gini
Ireland,2002,gini,0.3070000112056732,Disposable income,eq,Gini
Ireland,2003,gini,0.3240000009536743,Disposable income,eq,Gini
Ireland,2004,gini,0.3240000009536743,Disposable income,eq,Gini
