source_var,pip_welfare,year1993,country,value1993,year2015,value2015,region,pop1993,pop2015,change,absolute_tolerance,relative_tolerance,absolute_fall,absolute_stable,absolute_rise,relative_fall,relative_stable,relative_rise
PIP: Top 1pc share,Income,1993,Argentina,7.50358048693691,2016,6.17665211179959,LAC,34027240.0,43257064.0,-1.32692837513732,1.0,0.3751790243468455,1,0,0,1,0,0
PIP: Top 1pc share,Income,1995,Australia,4.57024421203998,2016,5.65783112396257,W. Offshoots,17631514.0,23820240.0,1.0875869119225898,1.0,0.228512210601999,0,0,1,0,0,1
PIP: Top 1pc share,Income,1994,Austria,4.70457090110135,2015,5.23138555819697,W. Europe,7905280.0,8642422.0,0.5268146570956196,1.0,0.23522854505506752,0,1,0,0,0,1
PIP: Top 1pc share,Income,1992,Belgium,3.21333727026496,2015,4.3773745187897,W. Europe,10043738.0,11248306.0,1.1640372485247399,1.0,0.160666863513248,0,0,1,0,0,1
PIP: Top 1pc share,Income,1992,Bolivia,10.66956512781969,2015,9.6960070200893,LAC,7544494.0,11090090.0,-0.9735581077303888,1.0,0.5334782563909845,0,1,0,1,0,0
PIP: Top 1pc share,Income,1993,Brazil,15.10398642343517,2015,10.74483815577829,LAC,158440864.0,205188208.0,-4.359148267656881,1.0,0.7551993211717586,1,0,0,1,0,0
PIP: Top 1pc share,Income,1992,Bulgaria,4.70559790379763,2015,6.950027604714499,EE & CA,8611541.0,7309255.0,2.2444297009168697,1.0,0.2352798951898815,0,0,1,0,0,1
PIP: Top 1pc share,Income,1994,Canada,4.0898021713884205,2015,4.85988070085998,W. Offshoots,28668168.0,35732120.0,0.7700785294715597,1.0,0.20449010856942104,0,1,0,0,0,1
PIP: Top 1pc share,Income,1992,Chile,14.13865380236505,2015,9.19542247945916,LAC,13998387.0,17870122.0,-4.943231322905891,1.0,0.7069326901182525,1,0,0,1,0,0
PIP: Top 1pc share,Income,1992,Colombia,9.82709025013761,2015,11.12603171152787,LAC,34614732.0,47119728.0,1.2989414613902603,1.0,0.49135451250688056,0,0,1,0,0,1
PIP: Top 1pc share,Income,1993,Costa Rica,7.45828431677929,2015,8.06751219070822,LAC,3405376.0,4895241.0,0.6092278739289299,1.0,0.3729142158389645,0,1,0,0,0,1
PIP: Top 1pc share,Income,1993,Czechia,5.11104779673359,2015,4.52147751531937,EE & CA,10318915.0,10523801.0,-0.5895702814142201,1.0,0.25555238983667955,0,1,0,1,0,0
PIP: Top 1pc share,Income,1992,Denmark,4.1493010351910495,2015,6.89826704929062,W. Europe,5193776.0,5677795.0,2.7489660140995706,1.0,0.2074650517595525,0,0,1,0,0,1
PIP: Top 1pc share,Income,1992,Dominican Republic,16.47575312829411,2015,8.799095659388941,LAC,7576083.0,10405832.0,-7.676657468905168,1.0,0.8237876564147055,1,0,0,1,0,0
PIP: Top 1pc share,Income,1994,Ecuador,12.865414766013918,2015,8.80923106768838,LAC,11132833.0,16195904.0,-4.056183698325539,1.0,0.6432707383006959,1,0,0,1,0,0
PIP: Top 1pc share,Income,1991,El Salvador,12.622381010509228,2015,7.9857241473478195,LAC,5630994.0,6231072.0,-4.6366568631614085,1.0,0.6311190505254615,1,0,0,1,0,0
PIP: Top 1pc share,Income,1993,Estonia,8.2783121962653,2015,3.86342739682578,EE & CA,1504446.0,1314658.0,-4.414884799439521,1.0,0.41391560981326503,1,0,0,1,0,0
PIP: Top 1pc share,Income,1991,Finland,3.1601657492849897,2015,4.35935493040205,W. Europe,5066609.0,5479457.0,1.1991891811170605,1.0,0.1580082874642495,0,0,1,0,0,1
