pip_welfare_WID: Top 1pc share – pretax,year1993_WID: Top 1pc share – pretax,country,value1993_WID: Top 1pc share – pretax,year2015_WID: Top 1pc share – pretax,value2015_WID: Top 1pc share – pretax,region,pop1993_WID: Top 1pc share – pretax,pop2015_WID: Top 1pc share – pretax,change_WID: Top 1pc share – pretax,absolute_tolerance_WID: Top 1pc share – pretax,relative_tolerance_WID: Top 1pc share – pretax,absolute_fall_WID: Top 1pc share – pretax,absolute_stable_WID: Top 1pc share – pretax,absolute_rise_WID: Top 1pc share – pretax,relative_fall_WID: Top 1pc share – pretax,relative_stable_WID: Top 1pc share – pretax,relative_rise_WID: Top 1pc share – pretax,proportional_change_WID: Top 1pc share – pretax,pip_welfare_PIP: Top 1pc share,year1993_PIP: Top 1pc share,value1993_PIP: Top 1pc share,year2015_PIP: Top 1pc share,value2015_PIP: Top 1pc share,pop1993_PIP: Top 1pc share,pop2015_PIP: Top 1pc share,change_PIP: Top 1pc share,absolute_tolerance_PIP: Top 1pc share,relative_tolerance_PIP: Top 1pc share,absolute_fall_PIP: Top 1pc share,absolute_stable_PIP: Top 1pc share,absolute_rise_PIP: Top 1pc share,relative_fall_PIP: Top 1pc share,relative_stable_PIP: Top 1pc share,relative_rise_PIP: Top 1pc share,proportional_change_PIP: Top 1pc share,year
,1996.0,Albania,8.14,2015.0,9.62,EE & CA,3300715.0,2882482.0,1.4799999999999986,1.0,0.40700000000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.18181818181818163,Consumption,1996.0,3.27914699000027,2015.0,3.91395232866633,3300715.0,2882482.0,0.6348053386660597,1.0,0.1639573495000135,0.0,1.0,0.0,0.0,0.0,1.0,0.19358855842750966,2020
,1995.0,Angola,21.98,2018.0,25.98,SS Africa,13038277.0,28127724.0,4.0,1.0,1.099,0.0,0.0,1.0,0.0,0.0,1.0,0.18198362147406733,,,,,,,,,,,,,,,,,,2020
,1993.0,Argentina,13.98,2015.0,15.6,LAC,34027240.0,43257064.0,1.6199999999999992,1.0,0.6990000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.1158798283261802,Income,1993.0,7.50358048693691,2016.0,6.17665211179959,34027240.0,43257064.0,-1.32692837513732,1.0,0.3751790243468455,1.0,0.0,0.0,1.0,0.0,0.0,-0.17683936054892574,2020
,1996.0,Armenia,18.97,2015.0,15.04,EE & CA,3457344.0,2878598.0,-3.9299999999999997,1.0,0.9485,1.0,0.0,0.0,1.0,0.0,0.0,-0.20716921454928836,Mixed,1996.0,9.99062323430586,2015.0,6.36207207789318,3457344.0,2878598.0,-3.628551156412679,1.0,0.499531161715293,1.0,0.0,0.0,1.0,0.0,0.0,-0.3631956757164998,2020
,1993.0,Australia,8.16,2015.0,11.82,W. Offshoots,17631514.0,23820240.0,3.66,1.0,0.40800000000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.4485294117647059,Income,1995.0,4.57024421203998,2016.0,5.65783112396257,17631514.0,23820240.0,1.0875869119225898,1.0,0.228512210601999,0.0,0.0,1.0,0.0,0.0,1.0,0.23797129025565422,2020
,1995.0,Bahrain,20.83,2015.0,24.34,MENA,573762.0,1362157.0,3.5100000000000016,1.0,1.0414999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.1685069611137783,,,,,,,,,,,,,,,,,,2020
,1991.0,Bangladesh,12.58,2016.0,16.150000000000002,S & SE Asia,113418760.0,157830000.0,3.570000000000002,1.0,0.629,0.0,0.0,1.0,0.0,0.0,1.0,0.28378378378378394,Consumption,1991.0,4.70635074384799,2016.0,6.406799370837719,113418760.0,157830000.0,1.7004486269897292,1.0,0.2353175371923995,0.0,0.0,1.0,0.0,0.0,1.0,0.3613093710052333,2020
,1993.0,Belarus,8.66,2015.0,9.03,EE & CA,10480485.0,9700609.0,0.3699999999999992,1.0,0.43300000000000005,0.0,1.0,0.0,0.0,1.0,0.0,0.042725173210161574,Mixed,1993.0,2.9567625993747,2015.0,3.50538289250446,10480485.0,9700609.0,0.5486202931297601,1.0,0.147838129968735,0.0,1.0,0.0,0.0,0.0,1.0,0.18554763011605432,2020
,1993.0,Belgium,7.56,2015.0,8.48,W. Europe,10043738.0,11248306.0,0.9200000000000008,1.0,0.378,0.0,1.0,0.0,0.0,0.0,1.0,0.12169312169312181,Income,1992.0,3.21333727026496,2015.0,4.3773745187897,10043738.0,11248306.0,1.1640372485247399,1.0,0.160666863513248,0.0,0.0,1.0,0.0,0.0,1.0,0.36225181193904293,2020
,1990.0,Bosnia and Herzegovina,6.4,2015.0,9.86,EE & CA,3942985.0,3524328.0,3.459999999999999,1.0,0.32000000000000006,0.0,0.0,1.0,0.0,0.0,1.0,0.5406249999999998,,,,,,,,,,,,,,,,,,2020
