pip_welfare_WID: Gini – pretax,year1993_WID: Gini – pretax,country,value1993_WID: Gini – pretax,year2015_WID: Gini – pretax,value2015_WID: Gini – pretax,region,pop1993_WID: Gini – pretax,pop2015_WID: Gini – pretax,change_WID: Gini – pretax,absolute_tolerance_WID: Gini – pretax,relative_tolerance_WID: Gini – pretax,absolute_fall_WID: Gini – pretax,absolute_stable_WID: Gini – pretax,absolute_rise_WID: Gini – pretax,relative_fall_WID: Gini – pretax,relative_stable_WID: Gini – pretax,relative_rise_WID: Gini – pretax,proportional_change_WID: Gini – pretax,pip_welfare_PIP: Gini,year1993_PIP: Gini,value1993_PIP: Gini,year2015_PIP: Gini,value2015_PIP: Gini,pop1993_PIP: Gini,pop2015_PIP: Gini,change_PIP: Gini,absolute_tolerance_PIP: Gini,relative_tolerance_PIP: Gini,absolute_fall_PIP: Gini,absolute_stable_PIP: Gini,absolute_rise_PIP: Gini,relative_fall_PIP: Gini,relative_stable_PIP: Gini,relative_rise_PIP: Gini,proportional_change_PIP: Gini,year
,1996.0,Albania,46.76298354621549,2015.0,49.3067210753804,EE & CA,3300715.0,2882482.0,2.5437375291649147,2.0,2.3381491773107745,0.0,0.0,1.0,0.0,0.0,1.0,0.05439639082589671,Consumption,1996.0,27.01034197508885,2015.0,32.75373177638622,3300715.0,2882482.0,5.7433898012973685,2.0,1.3505170987544426,0.0,0.0,1.0,0.0,0.0,1.0,0.21263669325602738,2020
,1995.0,Angola,68.2465771714575,2018.0,68.559671704061,SS Africa,13038277.0,28127724.0,0.3130945326035004,2.0,3.4123288585728755,0.0,1.0,0.0,0.0,1.0,0.0,0.004587695758234226,,,,,,,,,,,,,,,,,,2020
,1993.0,Argentina,63.865039772344105,2015.0,56.288186944950304,LAC,34027240.0,43257064.0,-7.5768528273938,2.0,3.1932519886172055,1.0,0.0,0.0,1.0,0.0,0.0,-0.11863850479703067,Income,1993.0,44.85628585171292,2016.0,42.03252890095214,34027240.0,43257064.0,-2.8237569507607816,2.0,2.242814292585646,1.0,0.0,0.0,1.0,0.0,0.0,-0.0629511984138774,2020
,1996.0,Armenia,58.8422260781208,2015.0,51.1253043202704,EE & CA,3457344.0,2878598.0,-7.7169217578504,2.0,2.9421113039060405,1.0,0.0,0.0,1.0,0.0,0.0,-0.13114598600680352,Mixed,1996.0,44.41862299727733,2015.0,32.356771796160224,3457344.0,2878598.0,-12.061851201117108,2.0,2.220931149863867,1.0,0.0,0.0,1.0,0.0,0.0,-0.27154941750122347,2020
,1993.0,Australia,45.3540099396387,2015.0,49.2815894823785,W. Offshoots,17631514.0,23820240.0,3.9275795427397995,2.0,2.267700496981935,0.0,0.0,1.0,0.0,0.0,1.0,0.08659828641319664,Income,1995.0,32.5819904320173,2016.0,33.68581054524752,17631514.0,23820240.0,1.1038201132302206,2.0,1.629099521600865,0.0,1.0,0.0,0.0,1.0,0.0,0.03387822838918801,2020
,1995.0,Bahrain,65.0637410955198,2015.0,66.2817736568158,MENA,573762.0,1362157.0,1.218032561295999,2.0,3.2531870547759905,0.0,1.0,0.0,0.0,1.0,0.0,0.01872060445322089,,,,,,,,,,,,,,,,,,2020
,1991.0,Bangladesh,49.2511561387563,2016.0,52.983736602934094,S & SE Asia,113418760.0,157830000.0,3.7325804641777935,2.0,2.462557806937815,0.0,0.0,1.0,0.0,0.0,1.0,0.07578665673678639,Consumption,1991.0,27.5708056020332,2016.0,32.38527251961526,113418760.0,157830000.0,4.814466917582063,2.0,1.3785402801016602,0.0,0.0,1.0,0.0,0.0,1.0,0.17462191664167484,2020
,1993.0,Belarus,38.858884696165,2015.0,42.2784828448364,EE & CA,10480485.0,9700609.0,3.4195981486713976,2.0,1.94294423480825,0.0,0.0,1.0,0.0,0.0,1.0,0.08800041934834221,Mixed,1993.0,21.60371933908537,2015.0,25.63322626514249,10480485.0,9700609.0,4.02950692605712,2.0,1.0801859669542686,0.0,0.0,1.0,0.0,0.0,1.0,0.18651912954483496,2020
,1993.0,Belgium,44.2370695856958,2015.0,43.8432164811568,W. Europe,10043738.0,11248306.0,-0.3938531045389979,2.0,2.21185347928479,0.0,1.0,0.0,0.0,1.0,0.0,-0.008903236770148799,Income,1992.0,24.95187729242224,2015.0,27.729462531859877,10043738.0,11248306.0,2.777585239437638,2.0,1.247593864621112,0.0,0.0,1.0,0.0,0.0,1.0,0.11131768591540712,2020
,1990.0,Bosnia and Herzegovina,38.8557487956013,2015.0,48.305522736948696,EE & CA,3942985.0,3524328.0,9.449773941347395,2.0,1.942787439780065,0.0,0.0,1.0,0.0,0.0,1.0,0.24320143696258312,,,,,,,,,,,,,,,,,,2020
