pip_welfare_WID: Top 1pc share – pretax,year1980_WID: Top 1pc share – pretax,country,value1980_WID: Top 1pc share – pretax,year2018_WID: Top 1pc share – pretax,value2018_WID: Top 1pc share – pretax,region,pop1980_WID: Top 1pc share – pretax,pop2018_WID: Top 1pc share – pretax,change_WID: Top 1pc share – pretax,absolute_tolerance_WID: Top 1pc share – pretax,relative_tolerance_WID: Top 1pc share – pretax,absolute_fall_WID: Top 1pc share – pretax,absolute_stable_WID: Top 1pc share – pretax,absolute_rise_WID: Top 1pc share – pretax,relative_fall_WID: Top 1pc share – pretax,relative_stable_WID: Top 1pc share – pretax,relative_rise_WID: Top 1pc share – pretax,proportional_change_WID: Top 1pc share – pretax,pip_welfare_PIP: Top 1pc share,year1980_PIP: Top 1pc share,value1980_PIP: Top 1pc share,year2018_PIP: Top 1pc share,value2018_PIP: Top 1pc share,pop1980_PIP: Top 1pc share,pop2018_PIP: Top 1pc share,change_PIP: Top 1pc share,absolute_tolerance_PIP: Top 1pc share,relative_tolerance_PIP: Top 1pc share,absolute_fall_PIP: Top 1pc share,absolute_stable_PIP: Top 1pc share,absolute_rise_PIP: Top 1pc share,relative_fall_PIP: Top 1pc share,relative_stable_PIP: Top 1pc share,relative_rise_PIP: Top 1pc share,proportional_change_PIP: Top 1pc share,year
,1980.0,Argentina,13.98,2018.0,14.499999999999998,LAC,28024808.0,44413592.0,0.5199999999999978,1.0,0.6990000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.03719599427753918,,,,,,,,,,,,,,,,,,2020
,1980.0,Australia,5.800000000000001,2018.0,11.23,W. Offshoots,14706329.0,24979228.0,5.43,1.0,0.29000000000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.936206896551724,Income,1981.0,3.610855096747681,2018.0,6.35645567193189,14706329.0,24979228.0,2.745600575184209,1.0,0.18054275483738405,0.0,0.0,1.0,0.0,0.0,1.0,0.760374066978536,2020
,1983.0,Bangladesh,11.64,2016.0,16.150000000000002,S & SE Asia,83929768.0,163683952.0,4.510000000000002,1.0,0.5820000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.38745704467353964,Consumption,1983.0,3.81305074489213,2016.0,6.406799370837719,83929768.0,163683952.0,2.5937486259455893,1.0,0.1906525372446065,0.0,0.0,1.0,0.0,0.0,1.0,0.680229244108569,2020
,1985.0,Belgium,7.5,2017.0,8.5,W. Europe,9828989.0,11448598.0,1.0,1.0,0.375,0.0,1.0,0.0,0.0,0.0,1.0,0.13333333333333333,Income,1985.0,3.5021789294381898,2018.0,4.866594579833531,9828989.0,11448598.0,1.3644156503953409,1.0,0.1751089464719095,0.0,0.0,1.0,0.0,0.0,1.0,0.38959050290848984,2020
,1980.0,Bosnia and Herzegovina,6.9,2015.0,9.86,EE & CA,4199816.0,3400132.0,2.959999999999999,1.0,0.34500000000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.42898550724637663,,,,,,,,,,,,,,,,,,2020
,1985.0,Botswana,21.8,2015.0,22.74,SS Africa,938582.0,2451411.0,0.9399999999999977,1.0,1.09,0.0,1.0,0.0,0.0,1.0,0.0,0.04311926605504576,Consumption,1985.0,13.39880766755918,2015.0,12.291384682700633,938582.0,2451411.0,-1.1074229848585464,1.0,0.669940383377959,1.0,0.0,0.0,1.0,0.0,0.0,-0.08265086060902331,2020
,1980.0,Brazil,23.74,2018.0,20.68,LAC,122288384.0,210166592.0,-3.0599999999999987,1.0,1.187,1.0,0.0,0.0,1.0,0.0,0.0,-0.1288963774220724,Income,1981.0,12.47653868998215,2018.0,11.68311560705175,122288384.0,210166592.0,-0.7934230829303992,1.0,0.6238269344991075,0.0,1.0,0.0,1.0,0.0,0.0,-0.06359320502628396,2020
,1980.0,Bulgaria,3.29,2018.0,19.06,EE & CA,8980602.0,7117424.0,15.77,1.0,0.1645,0.0,0.0,1.0,0.0,0.0,1.0,4.793313069908814,,,,,,,,,,,,,,,,,,2020
,1980.0,Canada,9.66,2018.0,13.95,W. Offshoots,24511512.0,37035260.0,4.289999999999999,1.0,0.48300000000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.44409937888198747,Income,1981.0,4.1491715245873095,2017.0,5.02244707022162,24511512.0,37035260.0,0.8732755456343106,1.0,0.20745857622936548,0.0,1.0,0.0,0.0,0.0,1.0,0.21046985897291134,2020
,1980.0,China,6.569999999999999,2016.0,14.05,East Asia,982372480.0,1417069440.0,7.480000000000001,1.0,0.3285,0.0,0.0,1.0,0.0,0.0,1.0,1.138508371385084,,,,,,,,,,,,,,,,,,2020
,1980.0,Colombia,19.93,2018.0,17.669999999999998,LAC,26176206.0,49276968.0,-2.2600000000000016,1.0,0.9965,1.0,0.0,0.0,1.0,0.0,0.0,-0.1133968891118917,,,,,,,,,,,,,,,,,,2020
,1985.0,Cote d'Ivoire,21.03,2015.0,17.21,SS Africa,8303818.0,25493990.0,-3.8200000000000003,1.0,1.0515,1.0,0.0,0.0,1.0,0.0,0.0,-0.1816452686638136,Consumption,1985.0,9.90953940594714,2018.0,5.89583124047849,8303818.0,25493990.0,-4.01370816546865,1.0,0.495476970297357,1.0,0.0,0.0,1.0,0.0,0.0,-0.405034785275676,2020
