Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,1996,3.06,,,,,,,,,,,,
Albania,2002,,2.91,,,,,,,,,,,
Albania,2005,,3.3,,,,,,,,,,,
Albania,2008,,3.81,,,,,,,,,,,
Albania,2012,,3.65,,,,,,,,,,,
Albania,2014,,,3.05,,,,,,,,,,
Albania,2015,,,3.97,,,,,,,,,,
Albania,2016,,,3.89,,,,,,,,,,
Albania,2017,,,4.06,,,,,,,,,,
Albania,2018,,,,4.53,,,,,,,,,
Albania,2019,,,,5.51,,,,,,,,,
Algeria,1988,2.19,,,,,,,,,,,,
Algeria,1995,,2.26,,,,,,,,,,,
Algeria,2011,,,4.0,,,,,,,,,,
Angola,2000,0.66,,,,,,,,,,,,
Angola,2008,,1.02,,,,,,,,,,,
Angola,2018,,,0.6,,,,,,,,,,
Argentina - urban,1980,,,,,,,6.23,,,,,,
Argentina - urban,1986,,,,,,,6.96,,,,,,
Argentina - urban,1987,,,,,,,5.41,,,,,,
Argentina - urban,1991,,,,,,,,4.06,,,,,
Argentina - urban,1992,,,,,,,,4.15,,,,,
Argentina - urban,1993,,,,,,,,3.91,,,,,
Argentina - urban,1994,,,,,,,,3.78,,,,,
Argentina - urban,1995,,,,,,,,3.19,,,,,
Argentina - urban,1996,,,,,,,,2.89,,,,,
Argentina - urban,1997,,,,,,,,3.06,,,,,
Argentina - urban,1998,,,,,,,,2.75,,,,,
Argentina - urban,1999,,,,,,,,2.65,,,,,
Argentina - urban,2000,,,,,,,,2.43,,,,,
Argentina - urban,2001,,,,,,,,1.79,,,,,
Argentina - urban,2002,,,,,,,,1.32,,,,,
Argentina - urban,2003,,,,,,,,,2.27,,,,
Argentina - urban,2004,,,,,,,,,2.65,,,,
Argentina - urban,2005,,,,,,,,,2.98,,,,
Argentina - urban,2006,,,,,,,,,3.47,,,,
Argentina - urban,2007,,,,,,,,,3.77,,,,
Argentina - urban,2008,,,,,,,,,3.91,,,,
Argentina - urban,2009,,,,,,,,,4.17,,,,
Argentina - urban,2010,,,,,,,,,4.53,,,,
Argentina - urban,2011,,,,,,,,,5.08,,,,
Argentina - urban,2012,,,,,,,,,5.3,,,,
Argentina - urban,2013,,,,,,,,,5.3,,,,
Argentina - urban,2014,,,,,,,,,5.04,,,,
Argentina - urban,2016,,,,,,,,,5.14,,,,
Argentina - urban,2017,,,,,,,,,5.55,,,,
Argentina - urban,2018,,,,,,,,,4.95,,,,
Argentina - urban,2019,,,,,,,,,4.54,,,,
Argentina - urban,2020,,,,,,,,,4.01,,,,
Armenia,1996,,,,,,,1.65,,,,,,
Armenia,1999,,1.78,,,,,,,,,,,
Armenia,2001,,1.68,,,,,,,,,,,
Armenia,2002,,1.88,,,,,,,,,,,
Armenia,2003,,2.04,,,,,,,,,,,
Armenia,2004,,2.27,,,,,,,,,,,
Armenia,2005,,2.66,,,,,,,,,,,
Armenia,2006,,2.8,,,,,,,,,,,
Armenia,2007,,2.94,,,,,,,,,,,
Armenia,2008,,3.28,,,,,,,,,,,
Armenia,2009,,2.97,,,,,,,,,,,
Armenia,2010,,2.95,,,,,,,,,,,
Armenia,2011,,2.96,,,,,,,,,,,
Armenia,2012,,3.08,,,,,,,,,,,
Armenia,2013,,3.07,,,,,,,,,,,
Armenia,2014,,3.08,,,,,,,,,,,
Armenia,2015,,3.24,,,,,,,,,,,
Armenia,2016,,3.24,,,,,,,,,,,
Armenia,2017,,3.37,,,,,,,,,,,
Armenia,2018,,3.24,,,,,,,,,,,
Armenia,2019,,,3.21,,,,,,,,,,
Armenia,2020,,,3.51,,,,,,,,,,
Australia,1981,,,,,,,14.16,,,,,,
Australia,1985,,,,,,,,14.34,,,,,
Australia,1989,,,,,,,,,14.38,,,,
Australia,1995,,,,,,,,,13.66,,,,
Australia,2001,,,,,,,,,15.52,,,,
Australia,2003,,,,,,,,,16.0,,,,
Australia,2004,,,,,,,,,,18.12,,,
Australia,2008,,,,,,,,,21.4,,,,
Australia,2010,,,,,,,,,,21.48,,,
Australia,2014,,,,,,,,,23.48,,,,
Australia,2016,,,,,,,,,22.68,,,,
Australia,2018,,,,,,,,,22.42,,,,
Austria,1987,,,,,,,23.12,,,,,,
Austria,1994,,,,,,,,20.54,,,,,
Austria,1995,,,,,,,15.2,,,,,,
Austria,1997,,,,,,,,19.74,,,,,
Austria,2000,,,,,,,,21.7,,,,,
Austria,2003,,,,,,,,,22.06,,,,
Austria,2004,,,,,,,,,23.34,,,,
Austria,2005,,,,,,,,,22.96,,,,
Austria,2006,,,,,,,,,23.22,,,,
Austria,2007,,,,,,,,,22.54,,,,
Austria,2008,,,,,,,,,23.1,,,,
Austria,2009,,,,,,,,,22.92,,,,
Austria,2010,,,,,,,,,23.96,,,,
Austria,2011,,,,,,,,,23.58,,,,
Austria,2012,,,,,,,,,22.46,,,,
Austria,2013,,,,,,,,,24.36,,,,
Austria,2014,,,,,,,,,23.8,,,,
Austria,2015,,,,,,,,,23.44,,,,
Austria,2016,,,,,,,,,24.52,,,,
Austria,2017,,,,,,,,,24.64,,,,
Austria,2018,,,,,,,,,24.64,,,,
Austria,2019,,,,,,,,,25.14,,,,
Azerbaijan,1995,2.16,,,,,,,,,,,,
Azerbaijan,2001,,2.69,,,,,,,,,,,
Azerbaijan,2002,,5.0,,,,,,,,,,,
Azerbaijan,2003,,4.86,,,,,,,,,,,
Azerbaijan,2004,,5.15,,,,,,,,,,,
Azerbaijan,2005,,5.82,,,,,,,,,,,
Bangladesh,1983,1.22,,,,,,,,,,,,
Bangladesh,1985,1.36,,,,,,,,,,,,
Bangladesh,1988,1.15,,,,,,,,,,,,
Bangladesh,1991,,1.18,,,,,,,,,,,
Bangladesh,1995,,1.31,,,,,,,,,,,
Bangladesh,2000,,,1.33,,,,,,,,,,
Bangladesh,2005,,,1.49,,,,,,,,,,
Bangladesh,2010,,,1.61,,,,,,,,,,
Bangladesh,2016,,,1.73,,,,,,,,,,
Belarus,1993,,,,,,,3.87,,,,,,
Belarus,1995,,,,,,,4.58,,,,,,
Belarus,1998,,1.8,,,,,,,,,,,
Belarus,1999,,1.85,,,,,,,,,,,
Belarus,2000,,2.13,,,,,,,,,,,
Belarus,2001,,2.74,,,,,,,,,,,
Belarus,2002,,3.06,,,,,,,,,,,
Belarus,2003,,3.26,,,,,,,,,,,
Belarus,2004,,3.95,,,,,,,,,,,
Belarus,2005,,4.64,,,,,,,,,,,
Belarus,2006,,5.24,,,,,,,,,,,
Belarus,2007,,5.99,,,,,,,,,,,
Belarus,2008,,6.44,,,,,,,,,,,
Belarus,2009,,6.64,,,,,,,,,,,
Belarus,2010,,7.17,,,,,,,,,,,
Belarus,2011,,7.62,,,,,,,,,,,
Belarus,2012,,8.89,,,,,,,,,,,
Belarus,2013,,9.98,,,,,,,,,,,
Belarus,2014,,10.2,,,,,,,,,,,
Belarus,2015,,9.46,,,,,,,,,,,
Belarus,2016,,9.34,,,,,,,,,,,
Belarus,2017,,9.65,,,,,,,,,,,
Belarus,2018,,10.54,,,,,,,,,,,
Belarus,2019,,11.1,,,,,,,,,,,
Belarus,2020,,11.36,,,,,,,,,,,
Belgium,1985,,,,,,,15.5,,,,,,
Belgium,1988,,,,,,,16.3,,,,,,
Belgium,1992,,,,,,,17.56,,,,,,
Belgium,1995,,,,,,,,18.86,,,,,
Belgium,1997,,,,,,,19.32,,,,,,
Belgium,2000,,,,,,,,21.56,,,,,
Belgium,2003,,,,,,,,,19.78,,,,
Belgium,2004,,,,,,,,,20.52,,,,
Belgium,2005,,,,,,,,,21.28,,,,
Belgium,2006,,,,,,,,,20.98,,,,
Belgium,2007,,,,,,,,,21.18,,,,
Belgium,2008,,,,,,,,,21.72,,,,
Belgium,2009,,,,,,,,,21.54,,,,
Belgium,2010,,,,,,,,,21.7,,,,
Belgium,2011,,,,,,,,,20.86,,,,
Belgium,2012,,,,,,,,,22.22,,,,
Belgium,2013,,,,,,,,,21.48,,,,
Belgium,2014,,,,,,,,,21.78,,,,
Belgium,2015,,,,,,,,,21.82,,,,
Belgium,2016,,,,,,,,,21.74,,,,
Belgium,2017,,,,,,,,,22.22,,,,
Belgium,2018,,,,,,,,,22.88,,,,
Belgium,2019,,,,,,,,,24.42,,,,
Belize,1993,,,,,,,1.86,,,,,,
Belize,1994,,,,,,,1.93,,,,,,
Belize,1995,,1.65,,,,,,,,,,,
Belize,1996,,,,,,,,,1.61,,,,
Belize,1997,,,,,,,1.37,,,,,,
Belize,1998,,,,,,,1.5,,,,,,
Belize,1999,,,,,,,1.53,,,,,,
Benin,2003,0.9,,,,,,,,,,,,
Benin,2011,,0.85,,,,,,,,,,,
Benin,2015,,0.41,,,,,,,,,,,
Benin,2018,,,1.54,,,,,,,,,,
Bhutan,2003,1.66,,,,,,,,,,,,
Bhutan,2007,,2.0,,,,,,,,,,,
Bhutan,2012,,2.8,,,,,,,,,,,
Bhutan,2017,,3.02,,,,,,,,,,,
Bolivia,1997,,,,,,,,0.9,,,,,
Bolivia,1999,,,,,,,,,0.44,,,,
