dataset,percentile,value
at00,40,15697.3330078125
at00,41,15927.849609375
at00,42,16094.7802734375
at00,43,16256.8408203125
at00,44,16404.78125
at00,45,16623.841796875
at00,46,16768.166015625
at00,47,16983.142578125
at00,48,17187.70703125
at00,49,17359.068359375
at00,50,17533.31640625
at00,51,17679.373046875
at00,52,17826.560546875
at00,53,18092.90625
at00,54,18160.326171875
at00,55,18344.94921875
at00,56,18582.0078125
at00,57,18756.421875
at00,58,18944.962890625
at00,59,19141.59765625
at00,60,19439.875
at00,61,19732.783203125
at00,62,19945.859375
at00,63,20205.546875
at00,64,20366.998046875
at00,65,20554.982421875
at00,66,20736.365234375
at00,67,20914.693359375
at00,68,21216.18359375
at00,69,21521.06640625
at00,70,21813.974609375
at00,71,22037.8203125
at00,72,22269.646484375
at00,73,22502.07421875
at00,74,22691.65625
at00,75,22908.5859375
at00,76,23195.44921875
at00,77,23574.6796875
at00,78,24049.328125
at00,79,24472.76171875
at00,80,24824.60546875
at00,81,25387.5859375
at00,82,25812.833984375
at00,83,26209.658203125
at00,84,26692.67578125
at00,85,27043.236328125
at00,86,27587.357421875
at00,87,28036.1953125
at00,88,28646.439453125
at00,89,29404.447265625
at00,90,30199.779296875
at00,91,30811.916015625
at00,92,31549.576171875
at00,93,32519.720703125
at00,94,34111.0078125
at00,95,36021.37109375
at00,96,37886.9296875
at00,97,40389.46484375
at00,98,46917.91796875
at00,99,54630.3359375
at03,1,3491.562744140625
at03,2,5525.68896484375
at03,3,6717.86376953125
at03,4,7454.515625
at03,5,8042.06201171875
at03,6,8558.7822265625
at03,7,9123.34765625
at03,8,9543.455078125
at03,9,9899.4951171875
at03,10,10391.1865234375
at03,11,10681.9794921875
at03,12,10960.1552734375
at03,13,11182.908203125
at03,14,11506.8056640625
at03,15,11789.640625
at03,16,12027.7080078125
at03,17,12209.39453125
at03,18,12470.4921875
at03,19,12659.02734375
at03,20,12898.0869140625
at03,21,13139.1064453125
at03,22,13395.099609375
at03,23,13569.7373046875
at03,24,13775.3466796875
at03,25,13940.099609375
at03,26,14161.787109375
at03,27,14345.779296875
at03,28,14549.73828125
at03,29,14701.8056640625
at03,30,14961.8349609375
at03,31,15200.490234375
at03,32,15404.0029296875
at03,33,15546.435546875
at03,34,15792.765625
at03,35,16018.1142578125
at03,36,16217.6474609375
at03,37,16404.48828125
at03,38,16613.599609375
at03,39,16838.28125
at03,40,17025.4140625
at03,41,17242.55078125
at03,42,17417.623046875
at03,43,17643.82421875
at03,44,17869.73046875
at03,45,18042.486328125
at03,46,18253.275390625
at03,47,18518.099609375
at03,48,18710.11328125
at03,49,18982.7265625
at03,50,19184.224609375
at03,51,19403.400390625
at03,52,19567.943359375
at03,53,19752.89453125
at03,54,19936.044921875
at03,55,20115.86328125
at03,56,20327.212890625
at03,57,20622.25390625
at03,58,20860.912109375
at03,59,21065.0234375
at03,60,21376.935546875
at03,61,21619.287109375
at03,62,21849.19921875
at03,63,22061.70703125
at03,64,22376.19921875
at03,65,22627.578125
at03,66,22855
at03,67,23135.779296875
at03,68,23361.099609375
at03,69,23705.26953125
at03,70,23952.322265625
at03,71,24276.515625
at03,72,24614.47265625
at03,73,24912.80078125
at03,74,25232.8515625
at03,75,25510.25
at03,76,25861.994140625
at03,77,26237.3515625
at03,78,26449.4609375
at03,79,26843.794921875
at03,80,27323.6796875
at03,81,27773.3203125
at03,82,28290.69921875
at03,83,28673.806640625
at03,84,29315.03515625
at03,85,29919.068359375
at03,86,30440.728515625
at03,87,31033.87890625
at03,88,31589.99609375
at03,89,32400.32421875
at03,90,33239.70703125
at03,91,34326.58984375
at03,92,35246.05078125
at03,93,36606.46875
at03,94,38132.234375
at03,95,39720.6015625
at03,96,41752.34375
at03,97,44984.26171875
at03,98,49811.87109375
at03,99,58546.6015625
at04,1,4188
at04,2,6209.08349609375
at04,3,7489.52099609375
at04,4,8560
at04,5,9145
at04,6,9775.8427734375
at04,7,10047.986328125
at04,8,10433.78125
at04,9,10753.546875
at04,10,11100
at04,11,11392.3544921875
at04,12,11724.59765625
at04,13,12000
at04,14,12256.5
at04,15,12535.5
at04,16,12764.7998046875
at04,17,13085.0595703125
at04,18,13345.38671875
at04,19,13538.5
at04,20,13789.2001953125
at04,21,14021.501953125
at04,22,14180.568359375
at04,23,14413.61328125
at04,24,14628.7998046875
at04,25,14947.9365234375
at04,26,15105.509765625
at04,27,15351.0654296875
at04,28,15574.4375
at04,29,15847.578125
at04,30,16001.9501953125
at04,31,16263.595703125
at04,32,16450
at04,33,16671.166015625
at04,34,16838.080078125
at04,35,16976.19921875
at04,36,17146.21875
at04,37,17331.576171875
at04,38,17503.546875
at04,39,17742.26953125
at04,40,17952.953125
at04,41,18183.427734375
at04,42,18391.212890625
at04,43,18583.69140625
at04,44,18804.861328125
at04,45,19061.796875
at04,46,19281.76953125
at04,47,19480.494140625
at04,48,19726.18359375
at04,49,19933.5546875
at04,50,20134.5
at04,51,20331.740234375
at04,52,20528.42578125
at04,53,20747.603515625
at04,54,20990.65625
at04,55,21186.69921875
at04,56,21416.205078125
at04,57,21625.935546875
at04,58,21828.546875
at04,59,22044.501953125
at04,60,22244.27734375
at04,61,22441.67578125
at04,62,22715.44140625
at04,63,22952.5859375
at04,64,23270.443359375
at04,65,23579.884765625
at04,66,23900.408203125
at04,67,24127.58984375
at04,68,24407.97265625
at04,69,24741.76953125
at04,70,25020.642578125
at04,71,25390.2890625
at04,72,25650.9453125
at04,73,26013.52734375
at04,74,26336.34375
at04,75,26772.052734375
at04,76,27162.3046875
at04,77,27780.65625
at04,78,28182.439453125
at04,79,28572.087890625
at04,80,29120.67578125
at04,81,29646.76953125
at04,82,30125.55859375
at04,83,30602.900390625
at04,84,31171.880859375
at04,85,31636.388671875
at04,86,32271.8046875
at04,87,32965.4140625
at04,88,33950
at04,89,34617.23046875
at04,90,36014.015625
at04,91,36988.71875
at04,92,38467.56640625
at04,93,40046.40234375
at04,94,41499.3515625
at04,95,44113.7890625
at04,96,46951.890625
at04,97,50048
at04,98,57341.26171875
at04,99,69574.59375
at05,1,4200
at05,2,5916
at05,3,7599.77734375
at05,4,8544.8818359375
at05,5,9187.376953125
at05,6,9320.375
at05,7,9800
at05,8,10097.484375
at05,9,10406
at05,10,10909.4267578125
at05,11,11152.916015625
at05,12,11455.7841796875
at05,13,11746.2490234375
at05,14,12014.6015625
at05,15,12350.4560546875
at05,16,12591.810546875
at05,17,12875.869140625
at05,18,13105.787109375
at05,19,13364.318359375
at05,20,13607.9658203125
at05,21,13896
at05,22,14077.4384765625
at05,23,14326.2001953125
at05,24,14600.4521484375
at05,25,14844.86328125
at05,26,15040.8154296875
at05,27,15251
at05,28,15442.0009765625
at05,29,15608.1572265625
at05,30,15785.3876953125
at05,31,16012.0498046875
at05,32,16264.7568359375
at05,33,16462.53515625
at05,34,16688.876953125
at05,35,16870.640625
at05,36,17043.62890625
at05,37,17253.40625
at05,38,17390
at05,39,17582.69921875
at05,40,17819.091796875
at05,41,18033.53515625
at05,42,18250
at05,43,18469.072265625
at05,44,18635.146484375
at05,45,18883.169921875
at05,46,19126.099609375
at05,47,19296.728515625
at05,48,19526.75390625
at05,49,19755.9765625
at05,50,19938
at05,51,20278.59375
at05,52,20495.6640625
at05,53,20728.72265625
at05,54,20974.201171875
at05,55,21230.80078125
at05,56,21406.876953125
at05,57,21634.08203125
at05,58,21784.486328125
at05,59,21973.45703125
at05,60,22247.46484375
at05,61,22504.6796875
at05,62,22810.712890625
at05,63,23060.890625
at05,64,23330
at05,65,23603.833984375
at05,66,23875.52734375
at05,67,24138.916015625
at05,68,24431.8125
at05,69,24754.189453125
at05,70,25162.974609375
at05,71,25525.666015625
at05,72,25826.26953125
at05,73,26106.98046875
at05,74,26399.19921875
at05,75,26887.658203125
at05,76,27241.05859375
at05,77,27616.859375
at05,78,28040.0546875
at05,79,28376.970703125
at05,80,28861.94140625
at05,81,29248.564453125
at05,82,29775
at05,83,30179.95703125
at05,84,30584.791015625
at05,85,31069.171875
at05,86,31690.779296875
at05,87,32300.638671875
at05,88,33161.72265625
at05,89,33852.24609375
at05,90,34603.203125
at05,91,35916.13671875
at05,92,36861.56640625
at05,93,37969.87890625
at05,94,39438.85546875
at05,95,41696.8828125
at05,96,43772.20703125
at05,97,47174.4453125
at05,98,51774.1640625
at05,99,63036.02734375
at06,1,4412.34423828125
at06,2,6487.1826171875
at06,3,7500.70556640625
at06,4,8420
at06,5,9211.7705078125
at06,6,9526.279296875
at06,7,9900.0009765625
at06,8,10217.296875
at06,9,10628.798828125
at06,10,11064.7978515625
at06,11,11385.267578125
at06,12,11731.5654296875
at06,13,12002.9892578125
at06,14,12388.08984375
at06,15,12689.3486328125
at06,16,12925.978515625
at06,17,13180.80078125
at06,18,13450.3203125
at06,19,13688.4658203125
at06,20,13901.7197265625
at06,21,14125.787109375
at06,22,14333.6787109375
at06,23,14551.8310546875
at06,24,14826.400390625
at06,25,15049.177734375
at06,26,15309.8505859375
at06,27,15443.4140625
at06,28,15646.400390625
at06,29,15886.833984375
at06,30,16086.130859375
at06,31,16287.5771484375
at06,32,16548.560546875
at06,33,16806
at06,34,17039.029296875
at06,35,17256.421875
at06,36,17444.73046875
at06,37,17677.19921875
at06,38,17851.865234375
at06,39,18002.705078125
at06,40,18209.626953125
at06,41,18400.46875
at06,42,18610.546875
at06,43,18834.970703125
at06,44,19016.79296875
at06,45,19300.001953125
at06,46,19494.68359375
at06,47,19732.2734375
at06,48,19940.412109375
at06,49,20155.982421875
at06,50,20359.76171875
at06,51,20588.634765625
at06,52,20804.30859375
at06,53,21069.876953125
at06,54,21349.19921875
at06,55,21562.271484375
at06,56,21827.93359375
at06,57,22109.583984375
at06,58,22335.568359375
at06,59,22558.919921875
at06,60,22817.806640625
at06,61,23114.34375
at06,62,23417.326171875
at06,63,23722.095703125
at06,64,24043.43359375
at06,65,24304.314453125
at06,66,24552.720703125
at06,67,24839.4296875
at06,68,25081.078125
at06,69,25298.822265625
at06,70,25605.044921875
at06,71,26005.5703125
at06,72,26345.85546875
at06,73,26690.109375
at06,74,27189.740234375
at06,75,27565.28125
at06,76,27945
at06,77,28234.01171875
at06,78,28723.17578125
at06,79,29183.4765625
at06,80,29666.462890625
at06,81,30062.501953125
at06,82,30416.345703125
at06,83,30973.27734375
at06,84,31507.169921875
at06,85,32081.12109375
at06,86,32626.591796875
at06,87,33224.5
at06,88,33957.41015625
at06,89,35021.90625
at06,90,35976.71875
at06,91,37078.95703125
at06,92,38244.05078125
at06,93,39299.12890625
at06,94,41040.85546875
at06,95,43353.578125
at06,96,45804.3828125
at06,97,49412.81640625
at06,98,55322.62890625
at06,99,69394.4921875
at07,1,3600
at07,2,5987.16845703125
at07,3,7253.072265625
at07,4,8187.75048828125
at07,5,8840.572265625
at07,6,9368.1044921875
at07,7,9786.30859375
at07,8,10255.794921875
at07,9,10563.142578125
at07,10,11010.3798828125
at07,11,11359.7412109375
at07,12,11692.416015625
at07,13,12053.5947265625
at07,14,12356.4404296875
at07,15,12709.8134765625
at07,16,13054.0703125
at07,17,13425.1279296875
at07,18,13727.93359375
at07,19,13919.541015625
at07,20,14230.859375
at07,21,14465.013671875
at07,22,14793.3369140625
at07,23,15018.4892578125
at07,24,15234.759765625
at07,25,15523.16796875
at07,26,15796.3447265625
at07,27,16066.478515625
at07,28,16334.515625
at07,29,16558.28515625
at07,30,16790.541015625
at07,31,17082.03125
at07,32,17301.33984375
at07,33,17566.1640625
at07,34,17789.5546875
at07,35,18025.865234375
at07,36,18237.0625
at07,37,18523.3125
at07,38,18696.474609375
at07,39,18989.4609375
at07,40,19259.943359375
at07,41,19452.69921875
at07,42,19658.49609375
at07,43,19913.59375
at07,44,20190.2578125
at07,45,20496.333984375
at07,46,20724.7578125
at07,47,21044.19921875
at07,48,21237.703125
at07,49,21464.19140625
at07,50,21810.595703125
at07,51,22024.44921875
at07,52,22236.560546875
at07,53,22597.818359375
at07,54,22891.150390625
at07,55,23156.3828125
at07,56,23368.810546875
at07,57,23661.177734375
at07,58,23970.25
at07,59,24207.669921875
at07,60,24493.943359375
at07,61,24679.330078125
at07,62,25063.171875
at07,63,25380.6796875
at07,64,25705.93359375
at07,65,26032.642578125
at07,66,26325
at07,67,26664.576171875
at07,68,26972.359375
at07,69,27320.919921875
at07,70,27703.935546875
at07,71,28219.08984375
at07,72,28671.61328125
at07,73,29020.421875
at07,74,29319.67578125
at07,75,29843.38671875
at07,76,30483.40625
at07,77,30955.42578125
at07,78,31453.453125
at07,79,31811.4609375
at07,80,32290.650390625
at07,81,32865.90234375
at07,82,33417.875
at07,83,34127.08984375
at07,84,34760.953125
at07,85,35423.71875
at07,86,36247.3671875
at07,87,37055.15625
at07,88,38209.78515625
at07,89,38945.08984375
at07,90,39904.3515625
at07,91,40833.296875
at07,92,42304.75
at07,93,43948.953125
at07,94,46034.73828125
at07,95,48276.31640625
at07,96,51655.453125
at07,97,54946.14453125
at07,98,62256.93359375
at07,99,73692.359375
at08,1,3066.390625
at08,2,5460
at08,3,7363.19482421875
at08,4,8508.2412109375
at08,5,9374.580078125
at08,6,10100.33203125
at08,7,10579.4453125
at08,8,10940.8798828125
at08,9,11428.1669921875
at08,10,11794.939453125
at08,11,12184.9599609375
at08,12,12561.33984375
at08,13,12992.966796875
at08,14,13370.0009765625
at08,15,13688.349609375
at08,16,13893.8095703125
at08,17,14216.205078125
at08,18,14531.6748046875
at08,19,14869.9326171875
at08,20,15228.1708984375
at08,21,15490.3125
at08,22,15702.5390625
at08,23,15947.8251953125
at08,24,16208.7060546875
at08,25,16441.908203125
at08,26,16613.650390625
at08,27,16894.10546875
at08,28,17197.431640625
at08,29,17425.76953125
at08,30,17735.22265625
at08,31,17920.947265625
at08,32,18234.59375
at08,33,18515.37890625
at08,34,18729.42578125
at08,35,19002.498046875
at08,36,19300.419921875
at08,37,19477.580078125
at08,38,19812.26171875
at08,39,20085.236328125
at08,40,20276.646484375
at08,41,20527.46484375
at08,42,20795.677734375
at08,43,21079.49609375
at08,44,21346.642578125
at08,45,21599.845703125
at08,46,21763.529296875
at08,47,22014.177734375
at08,48,22286.630859375
at08,49,22650.083984375
at08,50,22946.291015625
at08,51,23191.66015625
at08,52,23390.25390625
at08,53,23703.4296875
at08,54,23962.376953125
at08,55,24376.419921875
at08,56,24587.16796875
at08,57,24921.01171875
at08,58,25203.76953125
at08,59,25490.45703125
at08,60,25753.572265625
at08,61,26010.29296875
at08,62,26357.5625
at08,63,26757.615234375
at08,64,27125.419921875
at08,65,27366.509765625
at08,66,27657.505859375
at08,67,27992.12890625
at08,68,28322.25
at08,69,28701.7265625
at08,70,29007.23046875
at08,71,29377.248046875
at08,72,29845.59765625
at08,73,30177.1328125
at08,74,30559.95703125
at08,75,31147.634765625
at08,76,31415.31640625
at08,77,31946.140625
at08,78,32402.62890625
at08,79,32905.58203125
at08,80,33316.01953125
at08,81,33715.0234375
at08,82,34113.45703125
at08,83,34775.7421875
at08,84,35263.09765625
at08,85,36210.68359375
at08,86,36964.1015625
at08,87,37795.7109375
at08,88,38842.56640625
at08,89,39664.80859375
at08,90,40655.8828125
at08,91,41883.53515625
at08,92,43081.7109375
at08,93,44465.20703125
at08,94,45748.44921875
at08,95,48646.94140625
at08,96,52179.09765625
at08,97,56986.125
at08,98,64056.984375
at08,99,80986.171875
at09,1,2835.050048828125
at09,2,5810.63720703125
at09,3,6829.91552734375
at09,4,7948.09033203125
at09,5,8936.75
at09,6,9690.0283203125
at09,7,10282.91015625
at09,8,10752.58984375
at09,9,11347.259765625
at09,10,11891.3779296875
at09,11,12236.4677734375
at09,12,12720.7939453125
at09,13,13157.25
at09,14,13533.515625
at09,15,13892.9013671875
at09,16,14220.7236328125
at09,17,14477.5107421875
at09,18,14868.759765625
at09,19,15226.5048828125
at09,20,15588.40625
at09,21,15909.6142578125
at09,22,16155.1953125
at09,23,16512.89453125
at09,24,16811.060546875
at09,25,17125.84375
at09,26,17374.818359375
at09,27,17657.12890625
at09,28,17863.669921875
at09,29,18064.513671875
at09,30,18245.52734375
at09,31,18502.140625
at09,32,18832.3359375
at09,33,19068.24609375
at09,34,19284.80078125
at09,35,19554.244140625
at09,36,19788.525390625
at09,37,20030.19921875
at09,38,20274.0703125
at09,39,20487.76171875
at09,40,20759.501953125
at09,41,21039.92578125
at09,42,21302.94921875
at09,43,21641.552734375
at09,44,21872.580078125
at09,45,22110.546875
at09,46,22377.4140625
at09,47,22694.61328125
at09,48,22951.12109375
at09,49,23267.3671875
at09,50,23636.8984375
at09,51,23942.078125
at09,52,24233.595703125
at09,53,24456.318359375
at09,54,24760.76171875
at09,55,24958.005859375
at09,56,25237.662109375
at09,57,25576.087890625
at09,58,25902.5234375
at09,59,26265.197265625
at09,60,26550.212890625
at09,61,26890.109375
at09,62,27172.53515625
at09,63,27446.03125
at09,64,27740.623046875
at09,65,28077.71875
at09,66,28458.109375
at09,67,28864.189453125
at09,68,29211.919921875
at09,69,29647.158203125
at09,70,29989.318359375
at09,71,30340.744140625
at09,72,30845.958984375
at09,73,31233.3359375
at09,74,31720.4296875
at09,75,32068.244140625
