dataset,percentile,value
at00,40,15697.3330078125
at00,41,15927.849609375
at00,42,16094.7802734375
at00,43,16256.8408203125
at00,44,16404.78125
at00,45,16623.841796875
at00,46,16768.166015625
at00,47,16983.142578125
at00,48,17187.70703125
at00,49,17359.068359375
at00,50,17533.31640625
at00,51,17679.373046875
at00,52,17826.560546875
at00,53,18092.90625
at00,54,18160.326171875
at00,55,18344.94921875
at00,56,18582.0078125
at00,57,18756.421875
at00,58,18944.962890625
at00,59,19141.59765625
at00,60,19439.875
at00,61,19732.783203125
at00,62,19945.859375
at00,63,20205.546875
at00,64,20366.998046875
at00,65,20554.982421875
at00,66,20736.365234375
at00,67,20914.693359375
at00,68,21216.18359375
at00,69,21521.06640625
at00,70,21813.974609375
at00,71,22037.8203125
at00,72,22269.646484375
at00,73,22502.07421875
at00,74,22691.65625
at00,75,22908.5859375
at00,76,23195.44921875
at00,77,23574.6796875
at00,78,24049.328125
at00,79,24472.76171875
at00,80,24824.60546875
at00,81,25387.5859375
at00,82,25812.833984375
at00,83,26209.658203125
at00,84,26692.67578125
at00,85,27043.236328125
at00,86,27587.357421875
at00,87,28036.1953125
at00,88,28646.439453125
at00,89,29404.447265625
at00,90,30199.779296875
at00,91,30811.916015625
at00,92,31549.576171875
at00,93,32519.720703125
at00,94,34111.0078125
at00,95,36021.37109375
at00,96,37886.9296875
at00,97,40389.46484375
at00,98,46917.91796875
at00,99,54630.3359375
at03,1,3761.51171875
at03,2,6130.63330078125
at03,3,7440
at03,4,8155.6416015625
at03,5,8792.072265625
at03,6,9546.0205078125
at03,7,10374
at03,8,10991.2451171875
at03,9,11595.3271484375
at03,10,11916.7060546875
at03,11,12502
at03,12,12918.8408203125
at03,13,13276
at03,14,13756.2001953125
at03,15,14028.4345703125
at03,16,14424.978515625
at03,17,14795.291015625
at03,18,15152.86328125
at03,19,15522.408203125
at03,20,15839.1923828125
at03,21,16040.634765625
at03,22,16276.125
at03,23,16638.57421875
at03,24,17052.087890625
at03,25,17427.041015625
at03,26,17780
at03,27,18064.201171875
at03,28,18320.060546875
at03,29,18710.044921875
at03,30,18954.392578125
at03,31,19298.357421875
at03,32,19550.8125
at03,33,19798.990234375
at03,34,20097.79296875
at03,35,20426.2265625
at03,36,20708.2734375
at03,37,20939.61328125
at03,38,21238.583984375
at03,39,21600
at03,40,21950.916015625
at03,41,22311.119140625
at03,42,22563.041015625
at03,43,22900.736328125
at03,44,23306.529296875
at03,45,23647.5
at03,46,23995.80078125
at03,47,24324.427734375
at03,48,24518.099609375
at03,49,24779.736328125
at03,50,25092.302734375
at03,51,25484.86328125
at03,52,25782.578125
at03,53,26100
at03,54,26470.427734375
at03,55,26732.828125
at03,56,27075.921875
at03,57,27524.7421875
at03,58,28000
at03,59,28312.14453125
at03,60,28704.380859375
at03,61,29050
at03,62,29523.609375
at03,63,29968.400390625
at03,64,30364.37109375
at03,65,30800.75
at03,66,31290
at03,67,31678.384765625
at03,68,32041.580078125
at03,69,32536.19921875
at03,70,32883.85546875
at03,71,33238.05859375
at03,72,33658.28125
at03,73,34107.31640625
at03,74,34645.40234375
at03,75,35080.83203125
at03,76,35669.01953125
at03,77,36371.8984375
at03,78,36791.64453125
at03,79,37366.37109375
at03,80,38037.96875
at03,81,38551.71484375
at03,82,39456.09375
at03,83,40289.51171875
at03,84,41224.8984375
at03,85,42053.6484375
at03,86,42826.60546875
at03,87,44074.69140625
at03,88,45260.65234375
at03,89,46642
at03,90,47762.75
at03,91,49497.4765625
at03,92,51500.80859375
at03,93,53667.30078125
at03,94,56507.93359375
at03,95,58619.15234375
at03,96,62760.84765625
at03,97,68165.8671875
at03,98,76427.4921875
at03,99,90509.671875
at04,1,4789.74951171875
at04,2,7042.78369140625
at04,3,8421.34765625
at04,4,9512.4150390625
at04,5,10064.650390625
at04,6,10739.8359375
at04,7,11330.4990234375
at04,8,11991.7646484375
at04,9,12575.51171875
at04,10,13032.5
at04,11,13512.7880859375
at04,12,13891.4111328125
at04,13,14383.2998046875
at04,14,14852.583984375
at04,15,15219.0068359375
at04,16,15563.6884765625
at04,17,15860.8271484375
at04,18,16198.689453125
at04,19,16501.25
at04,20,16871.201171875
at04,21,17235.41015625
at04,22,17540.146484375
at04,23,17896.177734375
at04,24,18175.970703125
at04,25,18403.375
at04,26,18853.98828125
at04,27,19212.42578125
at04,28,19562.81640625
at04,29,19898.30078125
at04,30,20240
at04,31,20469.095703125
at04,32,20738.400390625
at04,33,21017.71875
at04,34,21287.654296875
at04,35,21580.376953125
at04,36,21831.14453125
at04,37,22143.93359375
at04,38,22429.580078125
at04,39,22730.44921875
at04,40,23101.998046875
at04,41,23321.419921875
at04,42,23662.46875
at04,43,23907.5
at04,44,24232.50390625
at04,45,24605.603515625
at04,46,25006.1953125
at04,47,25268.150390625
at04,48,25638.14453125
at04,49,26019.337890625
at04,50,26305.712890625
at04,51,26592.072265625
at04,52,26858.552734375
at04,53,27141.5
at04,54,27443.21875
at04,55,27824.798828125
at04,56,28130.291015625
at04,57,28515.779296875
at04,58,28801.125
at04,59,29170.7109375
at04,60,29583.427734375
at04,61,29945.9140625
at04,62,30259.55078125
at04,63,30710.7734375
at04,64,31009.337890625
at04,65,31510.78125
at04,66,31932.474609375
at04,67,32460
at04,68,32914.05859375
at04,69,33429.734375
at04,70,33752.8203125
at04,71,34215.34375
at04,72,34680.91015625
at04,73,35223.41015625
at04,74,35807.88671875
at04,75,36381.5390625
at04,76,36898.96875
at04,77,37726.08984375
at04,78,38425.2578125
at04,79,39212.109375
at04,80,39797.41796875
at04,81,40671.25
at04,82,41390.02734375
at04,83,42236.07421875
at04,84,43035.859375
at04,85,43925.3984375
at04,86,44953.57421875
at04,87,46045.34765625
at04,88,47388.421875
at04,89,48484.203125
at04,90,50265.49609375
at04,91,52433.23828125
at04,92,54440.28125
at04,93,56854.9765625
at04,94,59534.80078125
at04,95,62683.6953125
at04,96,66406.7421875
at04,97,74683.4609375
at04,98,84260.734375
at04,99,98101.5078125
at05,1,4474.484375
at05,2,5928.7001953125
at05,3,7959.8125
at05,4,9020.5517578125
at05,5,9667.7412109375
at05,6,10144.423828125
at05,7,10677.21875
at05,8,11200
at05,9,11765.224609375
at05,10,12183.4501953125
at05,11,12840.2001953125
at05,12,13303.93359375
at05,13,13634.58203125
at05,14,14036.4228515625
at05,15,14459.140625
at05,16,14878.1865234375
at05,17,15246.9306640625
at05,18,15650.1328125
at05,19,15952.52734375
at05,20,16317.1943359375
at05,21,16702
at05,22,16950.50390625
at05,23,17250.294921875
at05,24,17653.357421875
at05,25,18025.798828125
at05,26,18250
at05,27,18545.830078125
at05,28,18975.583984375
at05,29,19190.80078125
at05,30,19428
at05,31,19732.123046875
at05,32,20066.810546875
at05,33,20394.04296875
at05,34,20656.8515625
at05,35,21015.212890625
at05,36,21287.00390625
at05,37,21603.716796875
at05,38,21875
at05,39,22190.779296875
at05,40,22525.466796875
at05,41,22817.69921875
at05,42,23130
at05,43,23448.80078125
at05,44,23801.25
at05,45,24068.146484375
at05,46,24381.087890625
at05,47,24693.333984375
at05,48,24976.77734375
at05,49,25311.73828125
at05,50,25651.845703125
at05,51,25876.83984375
at05,52,26236.125
at05,53,26576.94921875
at05,54,26937.09765625
at05,55,27275
at05,56,27582.908203125
at05,57,27987.431640625
at05,58,28417.146484375
at05,59,28817.142578125
at05,60,29154.20703125
at05,61,29680.537109375
at05,62,30100
at05,63,30561.703125
at05,64,30960.0234375
at05,65,31404.380859375
at05,66,31709.39453125
at05,67,32135.0390625
at05,68,32493.2890625
at05,69,32954.47265625
at05,70,33440.109375
at05,71,33971.25
at05,72,34439.76953125
at05,73,35003.7265625
at05,74,35473.3984375
at05,75,36086.8984375
at05,76,36686.5625
at05,77,37325.8359375
at05,78,37843.48046875
at05,79,38543.37109375
at05,80,39161.3046875
at05,81,39877.0703125
at05,82,40615.00390625
at05,83,41407.15625
at05,84,42099.37109375
at05,85,42826.4453125
at05,86,43853.9765625
at05,87,45009.5234375
at05,88,45906.515625
at05,89,46914.4765625
at05,90,48503.91796875
at05,91,50010.12890625
at05,92,51949.05078125
at05,93,53348
at05,94,55955.40625
at05,95,58290.51171875
at05,96,61737.8359375
at05,97,66553.8828125
at05,98,73797.1015625
at05,99,88171.3671875
at06,1,4931
at06,2,6928.533203125
at06,3,8232
at06,4,9270.103515625
at06,5,9772.720703125
at06,6,10343.8154296875
at06,7,10907.0703125
at06,8,11485.017578125
at06,9,11998.3837890625
at06,10,12507.431640625
at06,11,12954.8212890625
at06,12,13385.6865234375
at06,13,13887.5771484375
at06,14,14313.8564453125
at06,15,14726.3623046875
at06,16,15154.4072265625
at06,17,15579.0263671875
at06,18,15958.8134765625
at06,19,16276.740234375
at06,20,16605.603515625
at06,21,16925
at06,22,17256.421875
at06,23,17679.7734375
at06,24,17952.73046875
at06,25,18237.845703125
at06,26,18617.212890625
at06,27,18976.41015625
at06,28,19309.974609375
at06,29,19543.181640625
at06,30,19885.12109375
at06,31,20303.4609375
at06,32,20626
at06,33,20920.052734375
at06,34,21169.44140625
at06,35,21476.53125
at06,36,21750.017578125
at06,37,22059.515625
at06,38,22409
at06,39,22686.25390625
at06,40,23049.94921875
at06,41,23329.35546875
at06,42,23758.787109375
at06,43,24000
at06,44,24331.705078125
at06,45,24659.05078125
at06,46,24997.658203125
at06,47,25295
at06,48,25590
at06,49,25881.275390625
at06,50,26230.14453125
at06,51,26600
at06,52,26911.69921875
at06,53,27301.34765625
at06,54,27657.728515625
at06,55,28075
at06,56,28368.580078125
at06,57,28795.11328125
at06,58,29191.474609375
at06,59,29544.236328125
at06,60,30036.12890625
at06,61,30507.123046875
at06,62,30934.107421875
at06,63,31327.025390625
at06,64,31885.28515625
at06,65,32354.359375
at06,66,32819.66796875
at06,67,33327.54296875
at06,68,33825.20703125
at06,69,34097.05078125
at06,70,34543.21484375
at06,71,35016.29296875
at06,72,35612.66796875
at06,73,36081.23828125
at06,74,36593.6484375
at06,75,37132.984375
at06,76,37735.45703125
at06,77,38246.76953125
at06,78,38824.0703125
at06,79,39577.98046875
at06,80,40288.08984375
at06,81,41196.04296875
at06,82,41979.26171875
at06,83,42649.2265625
at06,84,43502.86328125
at06,85,44618.5546875
at06,86,45651.01953125
at06,87,46805.41796875
at06,88,47981.49609375
at06,89,49252.55078125
at06,90,50832.10546875
at06,91,52600
at06,92,54464.890625
at06,93,56331.84765625
at06,94,58561.94921875
at06,95,62017.984375
at06,96,66468.0390625
at06,97,71728.84375
at06,98,79776.6640625
at06,99,99961.8671875
at07,1,4031.9580078125
at07,2,6436.85986328125
at07,3,7934.80322265625
at07,4,8986.3896484375
at07,5,9753.0205078125
at07,6,10285.0400390625
at07,7,10861.8583984375
at07,8,11313.5498046875
at07,9,11800.3798828125
at07,10,12303.3876953125
at07,11,12800.669921875
at07,12,13424.697265625
at07,13,13918.2236328125
at07,14,14370.8203125
at07,15,14835.42578125
at07,16,15277.16015625
at07,17,15710.462890625
at07,18,16071.0205078125
at07,19,16508.689453125
at07,20,16971.154296875
at07,21,17404.80859375
at07,22,17772.654296875
at07,23,18191.99609375
at07,24,18562.400390625
at07,25,18865.126953125
at07,26,19270.8671875
at07,27,19607.240234375
at07,28,19959.583984375
at07,29,20282.34375
at07,30,20707.599609375
at07,31,21063.759765625
at07,32,21348.3515625
at07,33,21803.181640625
at07,34,22162.890625
at07,35,22540.259765625
at07,36,22877.2109375
at07,37,23291.361328125
at07,38,23666.5
at07,39,23972.623046875
at07,40,24325.28125
at07,41,24681.384765625
at07,42,25063.85546875
at07,43,25344.501953125
at07,44,25738.505859375
at07,45,26166.59375
at07,46,26465.240234375
at07,47,26793.1015625
at07,48,27195.984375
at07,49,27621.193359375
at07,50,28110.421875
at07,51,28520.818359375
at07,52,28894.197265625
at07,53,29304.6640625
at07,54,29716.71484375
at07,55,30162.052734375
at07,56,30583.498046875
at07,57,31155.859375
at07,58,31576.173828125
at07,59,32080.125
at07,60,32418.2890625
at07,61,32866.78515625
at07,62,33488.85546875
at07,63,33906.26953125
at07,64,34545.14453125
at07,65,34900.24609375
at07,66,35349.80078125
at07,67,35888.328125
at07,68,36426.48828125
at07,69,37073.5625
at07,70,37794.90625
at07,71,38542.44140625
at07,72,39112.1953125
at07,73,39715.68359375
at07,74,40438.44140625
at07,75,41302.1796875
at07,76,42045.71875
at07,77,42584.5078125
at07,78,43483.84765625
at07,79,44295.796875
at07,80,45066.25
at07,81,45754.61328125
at07,82,46509.9765625
at07,83,47741.296875
at07,84,48775.21484375
at07,85,49864.5078125
at07,86,51026.5625
at07,87,52793.97265625
at07,88,54375.5703125
at07,89,55981.875
at07,90,57437.26171875
at07,91,59469.05078125
at07,92,61757.8671875
at07,93,64263.2890625
at07,94,67326.3828125
at07,95,71379.515625
at07,96,77046.3984375
at07,97,83779.5859375
at07,98,94932.96875
at07,99,113568.3359375
at08,1,3538.697265625
at08,2,6247.93212890625
at08,3,7781.630859375
at08,4,9431.20703125
at08,5,10302.0673828125
at08,6,11067.6845703125
at08,7,11567.455078125
at08,8,12243.703125
at08,9,12689.0400390625
at08,10,13421.63671875
at08,11,13838.9404296875
at08,12,14276.9599609375
at08,13,14789.587890625
at08,14,15260.3115234375
at08,15,15945.6884765625
at08,16,16328.2197265625
at08,17,16802.1484375
at08,18,17260.15234375
at08,19,17675.78125
at08,20,18060.75390625
at08,21,18403.375
at08,22,18806.7890625
at08,23,19210.734375
at08,24,19552.4296875
at08,25,19914.228515625
at08,26,20370.134765625
at08,27,20744.84375
at08,28,21132.70703125
at08,29,21450.51953125
at08,30,21981.12109375
at08,31,22429.0390625
at08,32,22782.0703125
at08,33,23164.650390625
at08,34,23490.95703125
at08,35,23923.412109375
at08,36,24283.453125
at08,37,24570.646484375
at08,38,25010.96875
at08,39,25388.572265625
at08,40,25684.94140625
at08,41,26020.669921875
at08,42,26503.5625
at08,43,26949.5234375
at08,44,27402.271484375
at08,45,27842.490234375
at08,46,28225.21875
at08,47,28530.486328125
at08,48,28958.041015625
at08,49,29353.322265625
at08,50,29870.4140625
at08,51,30307.634765625
at08,52,30693.419921875
at08,53,31092.029296875
at08,54,31678.765625
at08,55,32160.880859375
at08,56,32641.544921875
at08,57,32996.00390625
at08,58,33415.42578125
at08,59,33869.24609375
at08,60,34334.1953125
at08,61,34703.3515625
at08,62,35165.56640625
at08,63,35546.98828125
at08,64,36020.796875
at08,65,36577.484375
at08,66,37206.62890625
at08,67,37599.4453125
at08,68,38328.23046875
at08,69,38950.73828125
at08,70,39508.734375
at08,71,39944.08984375
at08,72,40722.1171875
at08,73,41185.46484375
at08,74,41741.75390625
at08,75,42246.40625
at08,76,42976.765625
at08,77,43808.44921875
at08,78,44453.21875
at08,79,45549.171875
at08,80,46657.10546875
at08,81,47469.41015625
at08,82,48258.68359375
at08,83,48965.36328125
at08,84,49966.3203125
at08,85,50874.6953125
at08,86,52289.6953125
at08,87,53481.3046875
at08,88,55072.58984375
at08,89,56809.84375
at08,90,58782.41796875
at08,91,60771.90625
at08,92,63319.35546875
at08,93,65270.82421875
at08,94,68696.1328125
at08,95,73464.640625
at08,96,77600
at08,97,85153.734375
at08,98,98607.09375
at08,99,126581.96875
at09,1,3437.2900390625
at09,2,6077.1162109375
at09,3,7430.67333984375
at09,4,8586.4501953125
at09,5,9797.41015625
at09,6,10559.275390625
at09,7,11122.7099609375
at09,8,11764.9404296875
at09,9,12219.4052734375
at09,10,12878.8193359375
at09,11,13484.58984375
at09,12,14130.58984375
at09,13,14635.4130859375
at09,14,15124.25
at09,15,15677.7998046875
at09,16,16288.0703125
at09,17,16720.953125
at09,18,17239.15234375
at09,19,17631.728515625
at09,20,18107.30859375
at09,21,18624.05859375
at09,22,19040.05859375
at09,23,19620.298828125
at09,24,20173.01953125
at09,25,20583.21875
at09,26,21004.919921875
at09,27,21341.091796875
at09,28,21624.58984375
at09,29,22008.283203125
at09,30,22396.919921875
at09,31,22675.775390625
at09,32,22963.744140625
at09,33,23337.962890625
at09,34,23755.865234375
at09,35,24119.7890625
at09,36,24459.607421875
at09,37,24761.69140625
at09,38,25141.830078125
at09,39,25614.587890625
at09,40,26097.361328125
at09,41,26462.66015625
at09,42,26784.861328125
at09,43,27174.2890625
at09,44,27553.162109375
at09,45,28023.111328125
at09,46,28329.271484375
at09,47,28751.73046875
at09,48,29204.56640625
at09,49,29621.685546875
at09,50,30069.677734375
at09,51,30503.27734375
at09,52,30863.541015625
at09,53,31260.76953125
at09,54,31786.189453125
at09,55,32292.083984375
at09,56,32802.33984375
at09,57,33281.375
at09,58,33673.7109375
at09,59,34090.00390625
at09,60,34460.4765625
at09,61,34864.67578125
at09,62,35399.16796875
at09,63,35968.671875
at09,64,36591.734375
at09,65,37047.86328125
at09,66,37579.23046875
at09,67,38282.3671875
at09,68,38820.4375
at09,69,39536.3984375
at09,70,40211.84765625
at09,71,40931.12890625
at09,72,41575.30078125
at09,73,42253.74609375
at09,74,42963.4609375
at09,75,43579.61328125
at09,76,44408.1953125
at09,77,45215.1875
at09,78,46429.01953125
at09,79,47458.1640625
at09,80,48223.296875
at09,81,49147.8203125
