entity,year,reporting_level,welfare_type,poverty_line,headcount,requested_p
Angola,1981,national,consumption,3.846152133132884,0.549666798727996,55
Angola,1982,national,consumption,3.711906683377815,0.549666798727996,55
Angola,1983,national,consumption,3.7322670954199486,0.549666798727996,55
Angola,1984,national,consumption,3.8176803189385327,0.549666798727996,55
Angola,1985,national,consumption,3.8135719259755865,0.549666798727996,55
Angola,1986,national,consumption,3.787991338636836,0.549666798727996,55
Angola,1987,national,consumption,3.806494408970869,0.549666798727996,55
Angola,1988,national,consumption,3.90152847646654,0.549666798727996,55
Angola,1989,national,consumption,3.771375284486036,0.549666798727996,55
Angola,1990,national,consumption,3.5202972097396645,0.549666798727996,55
Angola,1991,national,consumption,3.4389477881100468,0.549666798727996,55
Angola,1992,national,consumption,3.1336747591192364,0.549666798727996,55
Angola,1993,national,consumption,2.306015746747476,0.549666798727996,55
Angola,1994,national,consumption,2.2627111344562305,0.549666798727996,55
Angola,1995,national,consumption,2.519744680653527,0.549666798727996,55
Angola,1996,national,consumption,2.7705294913717204,0.549666798727996,55
Angola,1997,national,consumption,2.8779666936557278,0.549666798727996,55
Angola,1998,national,consumption,2.9172435719263645,0.549666798727996,55
Angola,1999,national,consumption,2.885582772623429,0.549666798727996,55
Angola,2000,national,consumption,2.87785067185036,0.549666798727996,55
Angola,2001,national,consumption,2.7929288929275864,0.5496728655009981,55
Angola,2002,national,consumption,2.9195385811460017,0.5496805449604946,55
Angola,2003,national,consumption,2.756471183810763,0.549688224419991,55
Angola,2004,national,consumption,2.793307038693838,0.5496959038794874,55
Angola,2005,national,consumption,2.9223674621321223,0.5497035833389837,55
Angola,2006,national,consumption,2.9513103210015283,0.5497112627984803,55
Angola,2007,national,consumption,3.031503778273714,0.5497189422579766,55
Angola,2008,national,consumption,3.02049287002772,0.5497266217174731,55
Angola,2009,national,consumption,2.790571133160459,0.5497421750609849,55
Angola,2010,national,consumption,2.780216381691606,0.5497656022885121,55
Angola,2011,national,consumption,2.7357155288373063,0.5497890295160395,55
Angola,2012,national,consumption,2.7895053196807926,0.5498124567435666,55
Angola,2013,national,consumption,2.773074374732898,0.549835883971094,55
Angola,2014,national,consumption,2.753791303864661,0.5498593111986211,55
Angola,2015,national,consumption,2.6340073405035045,0.5498827384261483,55
Angola,2016,national,consumption,2.5063825681214467,0.5499061656536757,55
Angola,2017,national,consumption,2.350480213221612,0.5499295928812029,55
Angola,2018,national,consumption,2.142939743790099,0.5499530201087302,55
Angola,2019,national,consumption,2.0499688083580847,0.5499570027374098,55
Albania,1981,national,consumption,6.767396371470727,0.5492354705536312,55
Albania,1982,national,consumption,6.821254023589726,0.5492354705536312,55
Albania,1983,national,consumption,6.751895364492516,0.5492354705536312,55
Albania,1984,national,consumption,6.528576614166048,0.5492354705536312,55
Albania,1985,national,consumption,6.509604874247125,0.5492354705536312,55
Albania,1986,national,consumption,6.744904667713707,0.5492354705536312,55
Albania,1987,national,consumption,6.559453758069231,0.5492354705536312,55
Albania,1988,national,consumption,6.345450114247264,0.5492354705536312,55
Albania,1989,national,consumption,6.784784795087657,0.5492354705536312,55
Albania,1990,national,consumption,6.0257094975047805,0.5492354705536312,55
Albania,1991,national,consumption,4.364612956161405,0.5492354705536312,55
Albania,1992,national,consumption,4.075564227858415,0.5492354705536312,55
Albania,1993,national,consumption,4.492492384608883,0.5492354705536312,55
Albania,1994,national,consumption,4.8954582437716105,0.5492354705536312,55
Albania,1995,national,consumption,5.58202158583879,0.5492354705536312,55
Albania,1996,national,consumption,6.127953338236305,0.5492354705536312,55
Albania,1997,national,consumption,5.046595424989291,0.5493150474427971,55
Albania,1998,national,consumption,4.795528865062964,0.549394624331963,55
Albania,1999,national,consumption,4.95933546459564,0.5494742012211289,55
Albania,2000,national,consumption,5.287998583175649,0.5495537781102948,55
Albania,2001,national,consumption,5.538366474947551,0.5496333549994606,55
Albania,2002,national,consumption,5.93930770434308,0.5497129318886266,55
Albania,2003,national,consumption,6.335980558590005,0.5496665107210523,55
Albania,2004,national,consumption,6.528237456956639,0.5496200895534781,55
Albania,2005,national,consumption,6.838277346262368,0.5495736683859038,55
Albania,2006,national,consumption,6.957152462944187,0.5496375920727193,55
Albania,2007,national,consumption,7.203015953086148,0.5497015157595347,55
Albania,2008,national,consumption,7.4255236845773185,0.5497654394463503,55
Albania,2009,national,consumption,7.394367076624414,0.5498049540833517,55
Albania,2010,national,consumption,7.417552582576582,0.5498444687203532,55
Albania,2011,national,consumption,7.428697311970428,0.5498839833573546,55
Albania,2012,national,consumption,7.30958252674337,0.549923497994356,55
Albania,2013,national,consumption,7.359680739981414,0.5499140909583153,55
Albania,2014,national,consumption,7.499003549407464,0.5499046839222745,55
Albania,2015,national,consumption,8.87371847055858,0.5499552216819379,55
Albania,2016,national,consumption,9.225882244740395,0.5499197614625247,55
Albania,2017,national,consumption,9.180672940388847,0.5499483234590496,55
Albania,2018,national,consumption,10.278608597787349,0.5498669166992654,55
Albania,2019,national,consumption,11.623769976896927,0.549696521604424,55
United Arab Emirates,1981,national,income,224.90758969637096,0.55,55
United Arab Emirates,1982,national,income,197.50929487892472,0.55,55
United Arab Emirates,1983,national,income,178.38935952195175,0.5500000000000002,55
