entity,year,reporting_level,welfare_type,poverty_line,headcount,requested_p
Angola,1981,national,consumption,5.732818848885106,0.7197094151720392,72
Angola,1982,national,consumption,5.532721500134099,0.7197094151720392,72
Angola,1983,national,consumption,5.563069377671417,0.7197094151720392,72
Angola,1984,national,consumption,5.690380654184166,0.7197094151720392,72
Angola,1985,national,consumption,5.6842569565764425,0.7197094151720392,72
Angola,1986,national,consumption,5.646128232546567,0.7197094151720392,72
Angola,1987,national,consumption,5.673707679927082,0.7197094151720392,72
Angola,1988,national,consumption,5.8153591473071895,0.7197094151720392,72
Angola,1989,national,consumption,5.621361446124052,0.7197094151720392,72
Angola,1990,national,consumption,5.247121148386446,0.7197094151720392,72
Angola,1991,national,consumption,5.125867104988974,0.7197094151720392,72
Angola,1992,national,consumption,4.670847408919582,0.7197094151720392,72
Angola,1993,national,consumption,3.4371938709588865,0.7197094151720392,72
Angola,1994,national,consumption,3.372646892838004,0.7197094151720392,72
Angola,1995,national,consumption,3.755764020666066,0.7197094151720392,72
Angola,1996,national,consumption,4.129567198526391,0.7197094151720392,72
Angola,1997,national,consumption,4.2897059546144245,0.7197094151720392,72
Angola,1998,national,consumption,4.348249459988422,0.7197094151720392,72
Angola,1999,national,consumption,4.301057975946216,0.7197094151720392,72
Angola,2000,national,consumption,4.289533020219301,0.7197094151720392,72
Angola,2001,national,consumption,4.152814200714592,0.7197256221623256,72
Angola,2002,national,consumption,4.326410039195699,0.7197461373399032,72
Angola,2003,national,consumption,4.069410783428589,0.7197666525174808,72
Angola,2004,national,consumption,4.106437629559996,0.7197871676950586,72
Angola,2005,national,consumption,4.275788046067368,0.7198076828726363,72
Angola,2006,national,consumption,4.29486500943439,0.7198281980502139,72
Angola,2007,national,consumption,4.384325151270955,0.7198487132277916,72
Angola,2008,national,consumption,4.337183704050375,0.7198692284053692,72
Angola,2009,national,consumption,4.003741926915846,0.7198698995729642,72
Angola,2010,national,consumption,4.014914165135941,0.7198507267305765,72
Angola,2011,national,consumption,3.97693192373484,0.7198315538881889,72
Angola,2012,national,consumption,4.079297731684728,0.7198123810458011,72
Angola,2013,national,consumption,4.08297658166348,0.7197932082034134,72
Angola,2014,national,consumption,4.083160544432729,0.7197740353610257,72
Angola,2015,national,consumption,3.933959632760669,0.7197548625186381,72
Angola,2016,national,consumption,3.774041927835838,0.7197356896762503,72
Angola,2017,national,consumption,3.5658464238574643,0.7197165168338626,72
Angola,2018,national,consumption,3.275902369458886,0.7196973439914749,72
Angola,2019,national,consumption,3.137897395459896,0.719694084608269,72
Albania,1981,national,consumption,8.651104028020107,0.7196064113786529,72
Albania,1982,national,consumption,8.719952980499171,0.7196064113786529,72
Albania,1983,national,consumption,8.631288309160649,0.7196064113786529,72
Albania,1984,national,consumption,8.345808689756907,0.7196064113786529,72
Albania,1985,national,consumption,8.321556157967423,0.7196064113786529,72
Albania,1986,national,consumption,8.622351748961993,0.7196064113786529,72
Albania,1987,national,consumption,8.385280499790188,0.7196064113786529,72
Albania,1988,national,consumption,8.111708850745954,0.7196064113786529,72
Albania,1989,national,consumption,8.673332526741936,0.7196064113786529,72
Albania,1990,national,consumption,7.702968297424208,0.7196064113786529,72
Albania,1991,national,consumption,5.579504827731961,0.7196064113786529,72
Albania,1992,national,consumption,5.2099992630427385,0.7196064113786529,72
Albania,1993,national,consumption,5.742979549444244,0.7196064113786529,72
Albania,1994,national,consumption,6.258111126789645,0.7196064113786529,72
Albania,1995,national,consumption,7.13577966695194,0.7196064113786529,72
Albania,1996,national,consumption,7.8336717546831345,0.7196064113786529,72
Albania,1997,national,consumption,6.455494101260879,0.7196405005854111,72
Albania,1998,national,consumption,6.138322583386002,0.7196745897921696,72
Albania,1999,national,consumption,6.3521392753445705,0.7197086789989279,72
Albania,2000,national,consumption,6.777543550025907,0.7197427682056862,72
Albania,2001,national,consumption,7.103105726446166,0.7197768574124442,72
Albania,2002,national,consumption,7.622354898658027,0.7198109466192026,72
Albania,2003,national,consumption,8.128707210999096,0.7198113952630106,72
Albania,2004,national,consumption,8.372586041953227,0.7198118439068185,72
Albania,2005,national,consumption,8.767345360919249,0.7198122925506265,72
Albania,2006,national,consumption,8.898865720742698,0.7193755784110402,72
Albania,2007,national,consumption,9.191598387760536,0.7189388642714537,72
Albania,2008,national,consumption,9.452985283387063,0.7185021501318675,72
Albania,2009,national,consumption,9.390516908447124,0.7188262560822566,72
Albania,2010,national,consumption,9.396235463209134,0.7191503620326456,72
Albania,2011,national,consumption,9.385692165608656,0.7194744679830347,72
Albania,2012,national,consumption,9.209996493801256,0.7197985739334238,72
Albania,2013,national,consumption,9.583380808332915,0.7198314281266607,72
Albania,2014,national,consumption,10.093155043570748,0.7198642823198975,72
Albania,2015,national,consumption,11.78565309080938,0.719911546244483,72
Albania,2016,national,consumption,12.38200988265042,0.7199717804919928,72
Albania,2017,national,consumption,12.23242921258552,0.7198579760781739,72
Albania,2018,national,consumption,13.169220185122247,0.7199374701293428,72
Albania,2019,national,consumption,15.22166763845275,0.7197146700714881,72
United Arab Emirates,1981,national,income,300.38695151719463,0.72,72
United Arab Emirates,1982,national,income,263.7937433106917,0.7200000000000001,72
United Arab Emirates,1983,national,income,238.2571257921785,0.72,72
United Arab Emirates,1984,national,income,235.2804112978968,0.72,72
United Arab Emirates,1985,national,income,214.83683247676976,0.72,72
United Arab Emirates,1986,national,income,172.5680747116275,0.72,72
United Arab Emirates,1987,national,income,168.26677555877666,0.72,72
United Arab Emirates,1988,national,income,154.4395238435008,0.72,72
United Arab Emirates,1989,national,income,163.58036238849584,0.72,72
United Arab Emirates,1990,national,income,182.682899100436,0.72,72
United Arab Emirates,1991,national,income,173.9129589157424,0.72,72
United Arab Emirates,1992,national,income,169.59785232914732,0.72,72
United Arab Emirates,1993,national,income,162.23433578147916,0.72,72
United Arab Emirates,1994,national,income,164.25808642010762,0.72,72
United Arab Emirates,1995,national,income,166.48369761502624,0.72,72
United Arab Emirates,1996,national,income,167.53377339498107,0.72,72
United Arab Emirates,1997,national,income,172.2827944181579,0.72,72
United Arab Emirates,1998,national,income,164.07332759667997,0.72,72
United Arab Emirates,1999,national,income,160.1364072638719,0.72,72
United Arab Emirates,2000,national,income,167.9977592391465,0.72,72
United Arab Emirates,2001,national,income,270.7988804606891,0.7200000000000001,72
United Arab Emirates,2002,national,income,273.04613505470394,0.72,72
United Arab Emirates,2003,national,income,261.00163626317857,0.72,72
United Arab Emirates,2004,national,income,265.3206773653924,0.72,72
United Arab Emirates,2005,national,income,241.549082188438,0.72,72
United Arab Emirates,2006,national,income,240.98161991085664,0.72,72
United Arab Emirates,2007,national,income,232.51674368556093,0.72,72
United Arab Emirates,2008,national,income,226.4222342635757,0.72,72
United Arab Emirates,2009,national,income,145.9521281247004,0.72,72
United Arab Emirates,2010,national,income,98.3253148034948,0.72,72
United Arab Emirates,2011,national,income,104.20956558990162,0.72,72
United Arab Emirates,2012,national,income,90.96280435781892,0.72,72
United Arab Emirates,2013,national,income,95.11498144417465,0.72,72
United Arab Emirates,2014,national,income,107.18699092569486,0.7199907186050082,72
United Arab Emirates,2015,national,income,87.0345732396579,0.7199747161998499,72
United Arab Emirates,2016,national,income,88.28603856148328,0.7199587137946918,72
United Arab Emirates,2017,national,income,96.0975326841168,0.7199427113895334,72
United Arab Emirates,2018,national,income,101.29022668679389,0.7199267089843752,72
United Arab Emirates,2019,national,income,113.20826965891584,0.7199267089843752,72
Argentina,1981,urban,income,25.4703644657388,0.719625832042312,72
Argentina,1982,urban,income,25.447947480213667,0.7192516640846242,72
Argentina,1983,urban,income,26.710999644493047,0.7188774961269363,72
Argentina,1984,urban,income,27.27739274517221,0.7185033281692484,72
Argentina,1985,urban,income,25.993237134367472,0.7181291602115607,72
Argentina,1986,urban,income,27.724546014206894,0.7177549922538728,72
Argentina,1987,urban,income,25.240301636585286,0.7192804150864599,72
Argentina,1988,urban,income,22.508846658114848,0.7193045116946504,72
Argentina,1989,urban,income,19.440947823425823,0.7193286083028407,72
Argentina,1990,urban,income,17.22539230901867,0.7193527049110312,72
Argentina,1991,urban,income,16.96324165283958,0.7193768015192217,72
Argentina,1992,urban,income,17.998966267519727,0.7192622113747876,72
Argentina,1993,urban,income,18.6518298071574,0.7196684220346276,72
Argentina,1994,urban,income,17.987507481429315,0.7179719445029595,72
Argentina,1995,urban,income,16.241181528570834,0.7199142267618608,72
Argentina,1996,urban,income,16.28707097649605,0.7198771934276318,72
Argentina,1997,urban,income,17.295219218720533,0.7193973359844624,72
Argentina,1998,urban,income,16.501242650805175,0.7198786435491641,72
Argentina,1999,urban,income,15.87305709358339,0.7082502957785166,72
Argentina,2000,urban,income,15.984736628496767,0.7177454030879218,72
Argentina,2001,urban,income,14.371204123321148,0.7183565944254344,72
Argentina,2002,urban,income,9.728669071640129,0.7122973483496204,72
Argentina,2003,urban,income,14.602289365742324,0.7199582299869236,72
Argentina,2004,urban,income,16.09728572757713,0.7199844563842055,72
Argentina,2005,urban,income,17.583294432143166,0.7199922546548267,72
Argentina,2006,urban,income,19.888773207022297,0.7199980634681111,72
Argentina,2007,urban,income,20.398429692456418,0.7199721954920535,72
Argentina,2008,urban,income,21.230933459725406,0.7199611538909345,72
Argentina,2009,urban,income,22.158544200746597,0.719944288088937,72
Argentina,2010,urban,income,22.386071491784413,0.7199879262829173,72
Argentina,2011,urban,income,23.96943585444389,0.7198920051831814,72
Argentina,2012,urban,income,24.21720207128489,0.7199512436055128,72
Argentina,2013,urban,income,24.414769783496368,0.7199912616504509,72
Argentina,2014,urban,income,22.75805480458989,0.7199982028634451,72
Argentina,2015,urban,income,23.65211502072741,0.7199525933360973,72
Argentina,2016,urban,income,23.52995079399388,0.7199069838087494,72
Argentina,2017,urban,income,24.68278104745681,0.7199768605266974,72
Argentina,2018,urban,income,22.478771263398848,0.7199837546521177,72
Argentina,2019,urban,income,21.79862812167638,0.7197527121520404,72
Armenia,1981,national,income,9.953430030693356,0.72,72
Armenia,1982,national,income,10.22551269072802,0.72,72
Armenia,1983,national,income,10.28389057947109,0.72,72
Armenia,1984,national,income,10.613308665949836,0.72,72
Armenia,1985,national,income,10.930217204840789,0.72,72
Armenia,1986,national,income,10.835353135633298,0.72,72
Armenia,1987,national,income,10.20466344474835,0.72,72
Armenia,1988,national,income,9.69594184284446,0.72,72
Armenia,1989,national,income,10.97191569680012,0.72,72
Armenia,1990,national,income,10.07956796887034,0.72,72
Armenia,1991,national,income,8.98383390589806,0.72,72
Armenia,1992,national,income,5.32340165258947,0.72,72
Armenia,1993,national,income,4.970009225119655,0.72,72
Armenia,1994,national,income,5.319614910196157,0.72,72
Armenia,1995,national,income,5.953285210673426,0.72,72
Armenia,1996,national,income,6.292980582200902,0.72,72
Armenia,1997,national,income,6.873340511929679,0.72,72
Armenia,1998,national,consumption,4.805142381562097,0.7196625212293869,72
Armenia,1999,national,consumption,4.871837671150527,0.7196625212293869,72
Armenia,2000,national,consumption,4.745418305796753,0.7197157252957107,72
Armenia,2001,national,consumption,4.5149210681525975,0.7197689293620344,72
Armenia,2002,national,consumption,4.730964512651402,0.7196827384679607,72
