Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of an energy sufficient diet,CoCA,0.725,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of a nutrient adequate diet,CoNA,2.471,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of a healthy diet,CoHD,3.952,4.051,4.117,4.197
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of a healthy diet relative to the cost of sufficient energy from starchy staples,CoHD_CoCA,5.45,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of fruits,CoHD_f,0.911,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of vegetables,CoHD_v,0.707,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of starchy staples,CoHD_ss,0.599,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of animal-source foods,CoHD_asf,1.204,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,"Cost of legumes, nuts and seeds",CoHD_lns,0.441,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of oils and fats,CoHD_of,0.089,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost share for fruits in a least-cost healthy diet,CoHD_f_prop,0.231,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost share for vegetables in a least-cost healthy diet,CoHD_v_prop,0.179,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost share for starchy staples in a least-cost healthy diet,CoHD_ss_prop,0.152,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost share for animal-sourced foods in a least-cost healthy diet,CoHD_asf_prop,0.305,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,"Cost share for legumes, nuts and seeds in a least-cost healthy diet",CoHD_lns_prop,0.112,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost share for oils and fats in a least-cost healthy diet,CoHD_of_prop,0.023,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of fruits relative to the starchy staples in a least-cost healthy diet,CoHD_f_ss,1.52,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of vegetables relative to the starchy staples in a least-cost healthy diet,CoHD_v_ss,1.18,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet,CoHD_asf_ss,2.01,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet",CoHD_lns_ss,0.74,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Cost of oils and fats relative to the starchy staples in a least-cost healthy diet,CoHD_of_ss,0.15,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of an energy sufficient diet: ratio of cost to the $0.99 food poverty line,CoCA_pov,0.732,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of a nutrient adequate diet: ratio of cost to the $0.99 food poverty line,CoNA_pov,2.496,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of a healthy diet: ratio of cost to the $0.99 food poverty line,CoHD_pov,3.992,4.092,4.159,4.239
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of an energy sufficient diet: ratio of cost to food expenditures,CoCA_fexp,0.078,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of a nutrient adequate diet: ratio of cost to food expenditures,CoNA_fexp,0.266,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Affordability of a healthy diet: ratio of cost to food expenditures,CoHD_fexp,0.425,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Percent of the population who cannot afford sufficient calories at 52% of income,CoCA_headcount,0,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Percent of the population who cannot afford nutrient adequacy at 52% of income,CoNA_headcount,13,..,..,..
Albania,ALB,Food Prices for Nutrition Data,FPN,Percent cannot afford healthy diet,CoHD_headcount,37.8,27.9,19.8,20.1
