Location,Country
Afghanistan,Afghanistan
Andorra,Andorra
Angola,Angola
Antigua and Barbuda,Antigua and Barbuda
Azerbaijan,Azerbaijan
Bahrain,Bahrain
Barbados,Barbados
Belize,Belize
Benin,Benin
Bhutan,Bhutan
Bosnia and Herzegovina,Bosnia and Herzegovina
Burkina Faso,Burkina Faso
Burundi,Burundi
Cambodia,Cambodia
Central African Republic,Central African Republic
Chad,Chad
Comoros,Comoros
Congo,Congo
Côte d’Ivoire,Cote d'Ivoire
Democratic Republic of the Congo,Democratic Republic of Congo
Djibouti,Djibouti
El Salvador,El Salvador
Eswatini,Eswatini
Fiji,Fiji
Gabon,Gabon
Gambia,Gambia
Ghana,Ghana
Guatemala,Guatemala
Guinea,Guinea
Guinea-Bissau,Guinea-Bissau
Haiti,Haiti
Honduras,Honduras
Japan,Japan
Lesotho,Lesotho
Liberia,Liberia
Madagascar,Madagascar
Malaysia,Malaysia
Maldives,Maldives
Mali,Mali
Mauritius,Mauritius
Mongolia,Mongolia
Mozambique,Mozambique
Myanmar,Myanmar
Nicaragua,Nicaragua
Niger,Niger
Nigeria,Nigeria
Palau,Palau
Republic of Moldova,Moldova
Rwanda,Rwanda
Saint Kitts and Nevis,Saint Kitts and Nevis
Saint Lucia,Saint Lucia
Samoa,Samoa
Sao Tome and Principe,Sao Tome and Principe
Senegal,Senegal
Sierra Leone,Sierra Leone
Singapore,Singapore
Solomon Islands,Solomon Islands
Sudan,Sudan
Suriname,Suriname
Syrian Arab Republic,Syria
Tajikistan,Tajikistan
Timor-Leste,Timor
Togo,Togo
Tunisia,Tunisia
Türkiye,Turkey
Tuvalu,Tuvalu
Uganda,Uganda
Vanuatu,Vanuatu
Yemen,Yemen
Zambia,Zambia
Zimbabwe,Zimbabwe
Bahamas,Bahamas
Bolivia (Plurinational State of),Bolivia
Botswana,Botswana
Brunei Darussalam,Brunei
Cabo Verde,Cape Verde
Cook Islands,Cook Islands
Democratic People's Republic of Korea,North Korea
Dominican Republic,Dominican Republic
Equatorial Guinea,Equatorial Guinea
Eritrea,Eritrea
Grenada,Grenada
Indonesia,Indonesia
Iran (Islamic Republic of),Iran
Kiribati,Kiribati
Libya,Libya
Marshall Islands,Marshall Islands
Mauritania,Mauritania
Micronesia (Federated States of),Micronesia (Federated States of)
Namibia,Namibia
Nauru,Nauru
Niue,Niue
Papua New Guinea,Papua New Guinea
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
San Marino,San Marino
Seychelles,Seychelles
Somalia,Somalia
South Sudan,South Sudan
Tonga,Tonga
Turkmenistan,Turkmenistan
Uzbekistan,Uzbekistan
Venezuela (Bolivarian Republic of),Venezuela
Albania,Albania
Jamaica,Jamaica
Egypt,Egypt
Paraguay,Paraguay
Republic of Korea,South Korea
Georgia,Georgia
Lao People's Democratic Republic,Laos
Morocco,Morocco
Peru,Peru
Ukraine,Ukraine
China,China
Colombia,Colombia
Malawi,Malawi
Saudi Arabia,Saudi Arabia
Viet Nam,Vietnam
Israel,Israel
Lebanon,Lebanon
Bangladesh,Bangladesh
Ethiopia,Ethiopia
Jordan,Jordan
Kuwait,Kuwait
Cameroon,Cameroon
Kenya,Kenya
Pakistan,Pakistan
Canada,Canada
India,India
Thailand,Thailand
United Republic of Tanzania,Tanzania
Serbia,Serbia
Armenia,Armenia
The former Yugoslav Republic of Macedonia,North Macedonia
United Arab Emirates,United Arab Emirates
Ecuador,Ecuador
Kyrgyzstan,Kyrgyzstan
Mexico,Mexico
Philippines,Philippines
Montenegro,Montenegro
Trinidad and Tobago,Trinidad and Tobago
Iraq,Iraq
Uruguay,Uruguay
Belarus,Belarus
New Zealand,New Zealand
Russian Federation,Russia
Argentina,Argentina
South Africa,South Africa
Australia,Australia
Austria,Austria
Belgium,Belgium
Brazil,Brazil
Bulgaria,Bulgaria
Croatia,Croatia
Cyprus,Cyprus
Czechia,Czechia
Denmark,Denmark
Estonia,Estonia
Finland,Finland
France,France
Germany,Germany
Greece,Greece
Hungary,Hungary
Iceland,Iceland
Ireland,Ireland
Italy,Italy
Latvia,Latvia
Liechtenstein,Liechtenstein
Lithuania,Lithuania
Luxembourg,Luxembourg
Malta,Malta
Monaco,Monaco
Netherlands,Netherlands
Norway,Norway
Oman,Oman
Poland,Poland
Portugal,Portugal
Romania,Romania
Slovakia,Slovakia
Slovenia,Slovenia
Spain,Spain
Sweden,Sweden
United Kingdom of Great Britain and Northern Ireland,United Kingdom
Dominica,Dominica
Kazakhstan,Kazakhstan
Switzerland,Switzerland
Qatar,Qatar
Guyana,Guyana
Sri Lanka,Sri Lanka
Algeria,Algeria
Chile,Chile
Nepal,Nepal
Panama,Panama
Costa Rica,Costa Rica
Cuba,Cuba
United States of America,United States
