country_name,year,regime_lied,electdem_age_lied,electdem_age_group_lied,polyarchy_age_lied,polyarchy_age_group_lied,regime_redux_lied,exelec_lied,legelec_lied,opposition_lied,competition_lied,male_suffrage_lied,female_suffrage_lied,suffrage_lied,poliberties_lied,electdem_exp_lied,polyarchy_exp_lied
Afghanistan,1789,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1790,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1791,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1792,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1793,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1794,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1795,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1796,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1797,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1798,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1799,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1800,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1801,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1802,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1803,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1804,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1805,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1806,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1807,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1808,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1809,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1810,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1811,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1812,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1813,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1814,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1815,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1816,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1817,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1818,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1819,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,1820,0,non-electoral autocracy,0,non-electoral autocracy,0,0,0,0,0,0,0,0,0,0,0,0
