key,country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_2018
wid_not_extrapolated,Australia,gini_pip_disposable_perCapita,gini,1981,31.32578659057617,2018,34.333763122558594,income,income,national,national,W. Eur and Offshoots,14706329,24979228
wid_not_extrapolated,Bangladesh,gini_pip_disposable_perCapita,gini,1983,25.876489639282227,2016,32.38527297973633,consumption,consumption,national,national,S & SE Asia,83929768,163683952
wid_not_extrapolated,Belgium,gini_pip_disposable_perCapita,gini,1985,25.2038516998291,2018,27.214414596557617,income,income,national,national,W. Eur and Offshoots,9828989,11448598
wid_not_extrapolated,Botswana,gini_pip_disposable_perCapita,gini,1985,54.21210479736328,2015,53.32502746582031,consumption,consumption,national,national,SS Africa,938582,2451411
wid_not_extrapolated,Canada,gini_pip_disposable_perCapita,gini,1979,33.47417068481445,2018,32.50926971435547,income,income,national,national,W. Eur and Offshoots,24511512,37035260
wid_not_extrapolated,China,gini_pip_disposable_perCapita,gini,1981,28.16409683227539,2018,38.49764251708984,income,consumption,national,national,East Asia,982372480,1417069440
wid_not_extrapolated,Cote d'Ivoire,gini_pip_disposable_perCapita,gini,1985,45.52626800537109,2018,37.16887664794922,consumption,consumption,national,national,SS Africa,8303818,25493990
wid_not_extrapolated,Ethiopia,gini_pip_disposable_perCapita,gini,1981,32.424957275390625,2015,34.993125915527344,consumption,consumption,rural,national,SS Africa,34945472,111129440
wid_not_extrapolated,France,gini_pip_disposable_perCapita,gini,1979,34.04261779785156,2018,32.38068771362305,income,income,national,national,W. Eur and Offshoots,53713836,64277812
wid_not_extrapolated,India,gini_pip_disposable_perCapita,gini,1977,33.21363067626953,2018,34.54484176635742,consumption,consumption,national,national,S & SE Asia,696828352,1369003264
wid_not_extrapolated,Indonesia,gini_pip_disposable_perCapita,gini,1984,33.45597839355469,2018,38.410377502441406,consumption,consumption,national,national,S & SE Asia,148177104,267066848
wid_not_extrapolated,Israel,gini_pip_disposable_perCapita,gini,1979,36.32997512817383,2018,38.57717514038086,income,income,national,national,MENA,3744612,8456487
wid_not_extrapolated,Italy,gini_pip_disposable_perCapita,gini,1980,32.89926528930664,2018,35.22257232666016,income,income,national,national,W. Eur and Offshoots,56329480,59877432
wid_not_extrapolated,Luxembourg,gini_pip_disposable_perCapita,gini,1985,26.294357299804688,2018,35.36809539794922,income,income,national,national,W. Eur and Offshoots,363745,607920
wid_not_extrapolated,Malaysia,gini_pip_disposable_perCapita,gini,1984,48.624813079833984,2018,41.17677688598633,income,income,national,national,S & SE Asia,13215709,32399270
wid_not_extrapolated,Morocco,gini_pip_disposable_perCapita,gini,1984,39.1866340637207,2013,39.54850769042969,consumption,consumption,national,national,MENA,19678446,35927516
wid_not_extrapolated,Netherlands,gini_pip_disposable_perCapita,gini,1983,28.36605262756348,2018,28.12108039855957,income,income,national,national,W. Eur and Offshoots,14130383,17286042
wid_not_extrapolated,Nigeria,gini_pip_disposable_perCapita,gini,1985,38.67784881591797,2018,35.127742767333984,consumption,consumption,national,national,SS Africa,72951440,198387616
wid_not_extrapolated,Norway,gini_pip_disposable_perCapita,gini,1979,26.894760131835938,2018,27.560863494873047,income,income,national,national,W. Eur and Offshoots,4085778,5312321
wid_not_extrapolated,Philippines,gini_pip_disposable_perCapita,gini,1985,41.03743362426758,2018,37.81170654296875,consumption,consumption,national,national,S & SE Asia,48419544,108568832
wid_not_extrapolated,Poland,gini_pip_disposable_perCapita,gini,1985,25.16496467590332,2020,28.462860107421875,income,income,national,national,EE & CA,35521432,38521464
wid_not_extrapolated,Rwanda,gini_pip_disposable_perCapita,gini,1984,28.89859390258789,2016,43.71004867553711,consumption,consumption,rural,national,SS Africa,5247537,12531810
wid_not_extrapolated,Spain,gini_pip_disposable_perCapita,gini,1980,34.48354721069336,2018,34.71894836425781,income,income,national,national,W. Eur and Offshoots,37491664,46792044
wid_not_extrapolated,Sri Lanka,gini_pip_disposable_perCapita,gini,1985,32.46785354614258,2019,37.66377639770508,consumption,consumption,national,national,S & SE Asia,14943644,21580712
wid_not_extrapolated,Sweden,gini_pip_disposable_perCapita,gini,1981,22.92357444763184,2018,29.97418975830078,income,income,national,national,W. Eur and Offshoots,8311761,10162300
wid_not_extrapolated,Switzerland,gini_pip_disposable_perCapita,gini,1982,36.00737380981445,2018,33.141048431396484,income,income,national,national,W. Eur and Offshoots,6319116,8514431
wid_not_extrapolated,Thailand,gini_pip_disposable_perCapita,gini,1981,45.21682357788086,2018,36.41217422485352,consumption,consumption,national,national,S & SE Asia,45737756,71127808
wid_not_extrapolated,Tunisia,gini_pip_disposable_perCapita,gini,1985,43.43376922607422,2021,33.716426849365234,consumption,consumption,national,national,MENA,6578159,11933040
