key,country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_2018
wid_not_extrapolated,Albania,gini_pip_disposable_perCapita,gini,1996,27.01034164428711,2018,30.148283004760746,consumption,consumption,national,national,EE & CA,3300715,2877019
wid_not_extrapolated,Armenia,gini_pip_disposable_perCapita,gini,1996,44.41862487792969,2018,34.43349838256836,income,consumption,national,national,EE & CA,3457344,2836563
wid_not_extrapolated,Australia,gini_pip_disposable_perCapita,gini,1995,32.58198928833008,2018,34.333763122558594,income,income,national,national,W. Eur and Offshoots,17631514,24979228
wid_not_extrapolated,Bangladesh,gini_pip_disposable_perCapita,gini,1991,27.570804595947266,2016,32.38527297973633,consumption,consumption,national,national,S & SE Asia,113418760,163683952
wid_not_extrapolated,Belarus,gini_pip_disposable_perCapita,gini,1998,32.018348693847656,2018,25.24052619934082,consumption,consumption,national,national,EE & CA,10480485,9695573
wid_not_extrapolated,Belgium,gini_pip_disposable_perCapita,gini,1992,24.95187759399414,2018,27.214414596557617,income,income,national,national,W. Eur and Offshoots,10043738,11448598
wid_not_extrapolated,Botswana,gini_pip_disposable_perCapita,gini,1993,60.790653228759766,2015,53.32502746582031,consumption,consumption,national,national,SS Africa,1462267,2451411
wid_not_extrapolated,Bulgaria,gini_pip_disposable_perCapita,gini,1992,30.71430969238281,2018,41.28409957885742,income,income,national,national,EE & CA,8611541,7117424
wid_not_extrapolated,Burkina Faso,gini_pip_disposable_perCapita,gini,1994,48.07249450683594,2018,43.01673126220703,consumption,consumption,national,national,SS Africa,9840080,20392730
wid_not_extrapolated,Burundi,gini_pip_disposable_perCapita,gini,1992,33.33381271362305,2020,37.45650863647461,consumption,consumption,national,national,SS Africa,5555227,11493476
wid_not_extrapolated,Cameroon,gini_pip_disposable_perCapita,gini,1996,44.44675827026367,2021,42.17607498168945,consumption,consumption,national,national,SS Africa,12486776,25076752
wid_not_extrapolated,Canada,gini_pip_disposable_perCapita,gini,1993,31.682762145996094,2018,32.50926971435547,income,income,national,national,W. Eur and Offshoots,28668168,37035260
wid_not_extrapolated,Central African Republic,gini_pip_disposable_perCapita,gini,1992,61.33074951171875,2021,43.046424865722656,consumption,consumption,national,national,SS Africa,3089148,5094795
wid_not_extrapolated,China,gini_pip_disposable_perCapita,gini,1993,33.87779998779297,2018,38.49764251708984,consumption,consumption,national,national,East Asia,1195855616,1417069440
wid_not_extrapolated,Cote d'Ivoire,gini_pip_disposable_perCapita,gini,1992,39.3857650756836,2018,37.16887664794922,consumption,consumption,national,national,SS Africa,13316449,25493990
wid_not_extrapolated,Croatia,gini_pip_disposable_perCapita,gini,1998,28.74835968017578,2018,29.729473114013672,consumption,income,national,national,EE & CA,4792409,4160488
wid_not_extrapolated,Czechia,gini_pip_disposable_perCapita,gini,1993,26.60479164123535,2018,24.99034118652344,income,income,national,national,EE & CA,10318915,10534598
wid_not_extrapolated,Denmark,gini_pip_disposable_perCapita,gini,1992,24.693811416625977,2018,28.166336059570312,income,income,national,national,W. Eur and Offshoots,5193776,5766689
wid_not_extrapolated,Egypt,gini_pip_disposable_perCapita,gini,1995,30.1269588470459,2019,31.893556594848636,consumption,consumption,national,national,MENA,61382204,103740768
wid_not_extrapolated,Estonia,gini_pip_disposable_perCapita,gini,1993,39.503448486328125,2018,30.32145118713379,income,income,national,national,EE & CA,1504446,1322146
wid_not_extrapolated,Eswatini,gini_pip_disposable_perCapita,gini,1994,60.45472717285156,2016,54.57979583740234,consumption,consumption,national,national,SS Africa,953454,1160430
wid_not_extrapolated,Ethiopia,gini_pip_disposable_perCapita,gini,1995,44.56451416015625,2015,34.993125915527344,consumption,consumption,national,national,SS Africa,53791672,111129440
wid_not_extrapolated,Finland,gini_pip_disposable_perCapita,gini,1991,22.8797607421875,2018,27.32977294921875,income,income,national,national,W. Eur and Offshoots,5066609,5515465
wid_not_extrapolated,France,gini_pip_disposable_perCapita,gini,1990,32.11906433105469,2018,32.38068771362305,income,income,national,national,W. Eur and Offshoots,57053728,64277812
wid_not_extrapolated,Gambia,gini_pip_disposable_perCapita,gini,1998,48.51946640014648,2020,38.757205963134766,consumption,consumption,national,national,SS Africa,1168317,2444916
wid_not_extrapolated,Georgia,gini_pip_disposable_perCapita,gini,1996,37.13270568847656,2018,36.41136169433594,consumption,consumption,national,national,EE & CA,5127512,3772323
wid_not_extrapolated,Germany,gini_pip_disposable_perCapita,gini,1993,28.541542053222656,2018,31.79068946838379,income,income,national,national,W. Eur and Offshoots,80573496,82896696
wid_not_extrapolated,Ghana,gini_pip_disposable_perCapita,gini,1991,38.43722915649414,2016,43.52088165283203,consumption,consumption,national,national,SS Africa,16643639,30870648
wid_not_extrapolated,Greece,gini_pip_disposable_perCapita,gini,1995,36.97557067871094,2018,32.891204833984375,income,income,national,national,W. Eur and Offshoots,10563442,10633275
