Entity,Year,reporting_level,welfare_type,headcount_ratio,poverty_gap_index,poverty_severity,watts,headcount,total_shortfall,avg_shortfall,income_gap_ratio,poverty line,ent_type
Angola,2000,national,consumption,7.8573646692006,2.96203756685044,0.0161971571017112,0.0464469578532525,1288252.0,485640.1880043235,0.37697607921767134,37.69760792176714,_100,country
Angola,2008,national,consumption,1.98209007121899,0.3093421328139,0.0007838146467048533,0.0036177559892309,430027.0,67113.74312994031,0.15606867273436392,15.606867273436393,_100,country
Angola,2018,national,consumption,8.80786613967893,2.7539444493988396,0.0126776712778328,0.0392405293116742,2713685.0,848484.4189581054,0.3126687212989368,31.26687212989368,_100,country
Albania,1996,national,consumption,0.05741581265349356,0.002253269216365813,8.842898718621327e-07,2.298675654767537e-05,1819.0,71.38431235331035,0.03924371212386495,3.9243712123864953,_100,country
Albania,2002,national,consumption,0.04637062332571041,0.02034755933422169,8.92856600075322e-05,0.0002678751705490914,1415.0,620.8060700430372,0.4387322049774114,43.87322049774114,_100,country
Albania,2005,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2008,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2012,national,consumption,0.02410075743530042,0.0040689517621352485,6.869646519214125e-06,4.456759659187869e-05,699.0,118.01591759848837,0.168835361371228,16.8835361371228,_100,country
Albania,2014,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2015,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2016,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2016,national,income,1.74443066246462,0.47188622824222,0.001795845652306,0.0060712603205624,50172.0,13571.924529336771,0.27050794326191446,27.050794326191447,_100,country
Albania,2017,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2017,national,income,1.17222917534172,0.30391389164638,0.0011216862283547,0.0038685064015539,33684.0,8732.834993485321,0.25925765922946564,25.925765922946564,_100,country
Albania,2018,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Albania,2018,national,income,0.74432759801226,0.15927799870796,0.0004491118104837581,0.0018844878072814,21335.0,4565.506328245276,0.2139913910590708,21.399139105907082,_100,country
Albania,2019,national,consumption,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
United Arab Emirates,2013,national,income,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
United Arab Emirates,2018,national,income,0.0,0.0,0.0,0.0,0.0,0.0,,,_100,country
Argentina,1980,urban,income,0.12594360351562,0.12494360351562,0.0012394360351562,0.0,29121.0,28890.20716763068,0.9920746941255685,99.20746941255685,_100,country
