Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,7.35806519110927,,
Albania,2017,,,,,7.64915345252187,,
Albania,2018,,,,,7.72960167148603,,
Argentina - urban,1980,6.96890334315033,,,,,,
Argentina - urban,1986,6.66602410525076,,,,,,
Argentina - urban,1987,6.34263314332321,,,,,,
Argentina - urban,1991,,6.05857170080022,,,,,
Argentina - urban,1992,,6.21135638039371,,,,,
Argentina - urban,1993,,6.421462578048411,,,,,
Argentina - urban,1994,,6.316428110555091,,,,,
Argentina - urban,1995,,5.91179482001325,,,,,
Argentina - urban,1996,,5.83434046685718,,,,,
Argentina - urban,1997,,5.93835340170333,,,,,
Argentina - urban,1998,,5.63556035358343,,,,,
Argentina - urban,1999,,5.7955893824539295,,,,,
Argentina - urban,2000,,5.59869043760997,,,,,
Argentina - urban,2001,,5.345154604852429,,,,,
Argentina - urban,2002,,5.32623918935253,,,,,
Argentina - urban,2003,,,5.58235313107913,,,,
Argentina - urban,2004,,,6.01360535322201,,,,
Argentina - urban,2005,,,6.09860210590596,,,,
Argentina - urban,2006,,,6.30545625297437,,,,
Argentina - urban,2007,,,6.3066107722209095,,,,
Argentina - urban,2008,,,6.47396309256421,,,,
Argentina - urban,2009,,,6.709596035695931,,,,
Argentina - urban,2010,,,6.65904929904741,,,,
Argentina - urban,2011,,,6.73343318426918,,,,
Argentina - urban,2012,,,6.89332354167787,,,,
Argentina - urban,2013,,,6.995541139306869,,,,
Argentina - urban,2014,,,6.82258836269328,,,,
Argentina - urban,2016,,,6.814426766649049,,,,
Argentina - urban,2017,,,6.934219306884961,,,,
Argentina - urban,2018,,,6.91030703788285,,,,
Argentina - urban,2019,,,6.72354340599737,,,,
Argentina - urban,2020,,,6.7384623038324,,,,
Armenia,1996,6.290591856706191,,,,,,
Australia,1981,7.83609262305551,,,,,,
Australia,1985,,7.68470655646519,,,,,
Australia,1989,,,7.65389300652152,,,,
Australia,1995,,,7.70920061020729,,,,
Australia,2001,,,7.55391366518447,,,,
Australia,2003,,,7.595551078417221,,,,
Australia,2004,,,,7.6047340385123,,,
Australia,2008,,,7.35235840179654,,,,
Australia,2010,,,,7.409924504236259,,,
Australia,2014,,,7.466581782808871,,,,
Australia,2016,,,7.58551705650964,,,,
Australia,2018,,,7.554367511340019,,,,
Austria,1987,8.77684440399611,,,,,,
Austria,1994,,7.90573950613543,,,,,
Austria,1995,8.31837048879393,,,,,,
