country_name,year,regime_dich_ert,regime_ert,regime_trich_ert,regime_trep_outcome_ert
Afghanistan,1900,autocracy,stable autocracy,stable regime,
Afghanistan,1901,autocracy,stable autocracy,stable regime,
Afghanistan,1902,autocracy,stable autocracy,stable regime,
Afghanistan,1903,autocracy,stable autocracy,stable regime,
Afghanistan,1904,autocracy,stable autocracy,stable regime,
Afghanistan,1905,autocracy,stable autocracy,stable regime,
Afghanistan,1906,autocracy,stable autocracy,stable regime,
Afghanistan,1907,autocracy,stable autocracy,stable regime,
Afghanistan,1908,autocracy,stable autocracy,stable regime,
Afghanistan,1909,autocracy,stable autocracy,stable regime,
Afghanistan,1910,autocracy,stable autocracy,stable regime,
Afghanistan,1911,autocracy,stable autocracy,stable regime,
Afghanistan,1912,autocracy,stable autocracy,stable regime,
Afghanistan,1913,autocracy,stable autocracy,stable regime,
Afghanistan,1914,autocracy,stable autocracy,stable regime,
Afghanistan,1915,autocracy,stable autocracy,stable regime,
Afghanistan,1916,autocracy,stable autocracy,stable regime,
Afghanistan,1917,autocracy,stable autocracy,stable regime,
Afghanistan,1918,autocracy,stable autocracy,stable regime,
Afghanistan,1919,autocracy,stable autocracy,stable regime,
Afghanistan,1920,autocracy,stable autocracy,stable regime,
Afghanistan,1921,autocracy,stable autocracy,stable regime,
Afghanistan,1922,autocracy,stable autocracy,stable regime,
Afghanistan,1923,autocracy,stable autocracy,stable regime,
Afghanistan,1924,autocracy,stable autocracy,stable regime,
Afghanistan,1925,autocracy,stable autocracy,stable regime,
Afghanistan,1926,autocracy,stable autocracy,stable regime,
Afghanistan,1927,autocracy,stable autocracy,stable regime,
Afghanistan,1928,autocracy,stable autocracy,stable regime,
Afghanistan,1929,autocracy,stable autocracy,stable regime,
Afghanistan,1930,autocracy,stable autocracy,stable regime,
Afghanistan,1931,autocracy,stable autocracy,stable regime,
Afghanistan,1932,autocracy,stable autocracy,stable regime,
Afghanistan,1933,autocracy,stable autocracy,stable regime,
Afghanistan,1934,autocracy,stable autocracy,stable regime,
Afghanistan,1935,autocracy,stable autocracy,stable regime,
Afghanistan,1936,autocracy,stable autocracy,stable regime,
Afghanistan,1937,autocracy,stable autocracy,stable regime,
Afghanistan,1938,autocracy,stable autocracy,stable regime,
Afghanistan,1939,autocracy,stable autocracy,stable regime,
Afghanistan,1940,autocracy,stable autocracy,stable regime,
Afghanistan,1941,autocracy,stable autocracy,stable regime,
Afghanistan,1942,autocracy,stable autocracy,stable regime,
Afghanistan,1943,autocracy,stable autocracy,stable regime,
Afghanistan,1944,autocracy,stable autocracy,stable regime,
Afghanistan,1945,autocracy,stable autocracy,stable regime,
Afghanistan,1946,autocracy,stable autocracy,stable regime,
Afghanistan,1947,autocracy,stable autocracy,stable regime,
Afghanistan,1948,autocracy,stable autocracy,stable regime,
Afghanistan,1949,autocracy,stable autocracy,stable regime,
Afghanistan,1950,autocracy,stable autocracy,stable regime,
Afghanistan,1951,autocracy,stable autocracy,stable regime,
Afghanistan,1952,autocracy,stable autocracy,stable regime,
Afghanistan,1953,autocracy,stable autocracy,stable regime,
Afghanistan,1954,autocracy,stable autocracy,stable regime,
Afghanistan,1955,autocracy,stable autocracy,stable regime,
Afghanistan,1956,autocracy,stable autocracy,stable regime,
Afghanistan,1957,autocracy,stable autocracy,stable regime,
Afghanistan,1958,autocracy,stable autocracy,stable regime,
Afghanistan,1959,autocracy,stable autocracy,stable regime,
Afghanistan,1960,autocracy,stable autocracy,stable regime,
Afghanistan,1961,autocracy,stable autocracy,stable regime,
Afghanistan,1962,autocracy,stable autocracy,stable regime,
Afghanistan,1963,autocracy,stable autocracy,stable regime,
Afghanistan,1964,autocracy,stable autocracy,stable regime,
Afghanistan,1965,autocracy,stable autocracy,stable regime,
Afghanistan,1966,autocracy,stable autocracy,stable regime,
Afghanistan,1967,autocracy,stable autocracy,stable regime,
Afghanistan,1968,autocracy,stable autocracy,stable regime,
Afghanistan,1969,autocracy,stable autocracy,stable regime,
Afghanistan,1970,autocracy,stable autocracy,stable regime,
Afghanistan,1971,autocracy,stable autocracy,stable regime,
Afghanistan,1972,autocracy,stable autocracy,stable regime,
Afghanistan,1973,autocracy,stable autocracy,stable regime,
Afghanistan,1974,autocracy,stable autocracy,stable regime,
Afghanistan,1975,autocracy,stable autocracy,stable regime,
Afghanistan,1976,autocracy,stable autocracy,stable regime,
Afghanistan,1977,autocracy,stable autocracy,stable regime,
Afghanistan,1978,autocracy,stable autocracy,stable regime,
Afghanistan,1979,autocracy,stable autocracy,stable regime,
Afghanistan,1980,autocracy,stable autocracy,stable regime,
Afghanistan,1981,autocracy,stable autocracy,stable regime,
Afghanistan,1982,autocracy,stable autocracy,stable regime,
Afghanistan,1983,autocracy,stable autocracy,stable regime,
Afghanistan,1984,autocracy,stable autocracy,stable regime,
Afghanistan,1985,autocracy,stable autocracy,stable regime,
Afghanistan,1986,autocracy,stable autocracy,stable regime,
Afghanistan,1987,autocracy,stable autocracy,stable regime,
Afghanistan,1988,autocracy,stable autocracy,stable regime,
Afghanistan,1989,autocracy,stable autocracy,stable regime,
Afghanistan,1990,autocracy,stable autocracy,stable regime,
Afghanistan,1991,autocracy,stable autocracy,stable regime,
Afghanistan,1992,autocracy,stable autocracy,stable regime,
Afghanistan,1993,autocracy,stable autocracy,stable regime,
Afghanistan,1994,autocracy,stable autocracy,stable regime,
Afghanistan,1995,autocracy,stable autocracy,stable regime,
Afghanistan,1996,autocracy,stable autocracy,stable regime,
Afghanistan,1997,autocracy,stable autocracy,stable regime,
Afghanistan,1998,autocracy,stable autocracy,stable regime,
Afghanistan,1999,autocracy,stable autocracy,stable regime,
Afghanistan,2000,autocracy,stable autocracy,stable regime,
Afghanistan,2001,autocracy,stable autocracy,stable regime,
Afghanistan,2002,autocracy,liberalizing autocracy,democratizing regime,
Afghanistan,2003,autocracy,liberalizing autocracy,democratizing regime,
Afghanistan,2004,autocracy,liberalizing autocracy,democratizing regime,
Afghanistan,2005,autocracy,liberalizing autocracy,democratizing regime,
Afghanistan,2006,autocracy,liberalizing autocracy,democratizing regime,liberalized autocracy
Afghanistan,2007,autocracy,stable autocracy,stable regime,
Afghanistan,2008,autocracy,stable autocracy,stable regime,
Afghanistan,2009,autocracy,stable autocracy,stable regime,
Afghanistan,2010,autocracy,stable autocracy,stable regime,
Afghanistan,2011,autocracy,stable autocracy,stable regime,
Afghanistan,2012,autocracy,stable autocracy,stable regime,
Afghanistan,2013,autocracy,stable autocracy,stable regime,
Afghanistan,2014,autocracy,stable autocracy,stable regime,
Afghanistan,2015,autocracy,stable autocracy,stable regime,
Afghanistan,2016,autocracy,hardening autocracy,autocratizing regime,
Afghanistan,2017,autocracy,hardening autocracy,autocratizing regime,
Afghanistan,2018,autocracy,hardening autocracy,autocratizing regime,
Afghanistan,2019,autocracy,hardening autocracy,autocratizing regime,
Afghanistan,2020,autocracy,hardening autocracy,autocratizing regime,
Afghanistan,2021,autocracy,hardening autocracy,autocratizing regime,hardened autocracy
Albania,1912,,,,
Albania,1913,,,,
Albania,1914,autocracy,stable autocracy,stable regime,
Albania,1915,autocracy,stable autocracy,stable regime,
Albania,1916,autocracy,liberalizing autocracy,democratizing regime,
Albania,1917,autocracy,liberalizing autocracy,democratizing regime,
Albania,1918,autocracy,liberalizing autocracy,democratizing regime,
Albania,1919,autocracy,liberalizing autocracy,democratizing regime,
Albania,1920,autocracy,liberalizing autocracy,democratizing regime,
Albania,1921,autocracy,liberalizing autocracy,democratizing regime,
Albania,1922,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Albania,1923,autocracy,stable autocracy,stable regime,
Albania,1924,autocracy,stable autocracy,stable regime,
Albania,1925,autocracy,stable autocracy,stable regime,
Albania,1926,autocracy,stable autocracy,stable regime,
Albania,1927,autocracy,stable autocracy,stable regime,
Albania,1928,autocracy,stable autocracy,stable regime,
Albania,1929,autocracy,stable autocracy,stable regime,
Albania,1930,autocracy,stable autocracy,stable regime,
Albania,1931,autocracy,stable autocracy,stable regime,
Albania,1932,autocracy,stable autocracy,stable regime,
Albania,1933,autocracy,stable autocracy,stable regime,
Albania,1934,autocracy,stable autocracy,stable regime,
Albania,1935,autocracy,stable autocracy,stable regime,
Albania,1936,autocracy,stable autocracy,stable regime,
Albania,1937,autocracy,hardening autocracy,autocratizing regime,
Albania,1938,autocracy,hardening autocracy,autocratizing regime,
Albania,1939,autocracy,hardening autocracy,autocratizing regime,
Albania,1940,autocracy,hardening autocracy,autocratizing regime,hardened autocracy
Albania,1941,autocracy,stable autocracy,stable regime,
Albania,1942,autocracy,stable autocracy,stable regime,
Albania,1943,autocracy,stable autocracy,stable regime,
Albania,1944,autocracy,stable autocracy,stable regime,
Albania,1945,autocracy,stable autocracy,stable regime,
Albania,1946,autocracy,liberalizing autocracy,democratizing regime,
Albania,1947,autocracy,liberalizing autocracy,democratizing regime,reverted autocratic liberalization
Albania,1948,autocracy,stable autocracy,stable regime,
Albania,1949,autocracy,stable autocracy,stable regime,
Albania,1950,autocracy,stable autocracy,stable regime,
Albania,1951,autocracy,stable autocracy,stable regime,
Albania,1952,autocracy,stable autocracy,stable regime,
Albania,1953,autocracy,stable autocracy,stable regime,
Albania,1954,autocracy,stable autocracy,stable regime,
Albania,1955,autocracy,stable autocracy,stable regime,
Albania,1956,autocracy,stable autocracy,stable regime,
Albania,1957,autocracy,stable autocracy,stable regime,
Albania,1958,autocracy,stable autocracy,stable regime,
Albania,1959,autocracy,stable autocracy,stable regime,
Albania,1960,autocracy,stable autocracy,stable regime,
Albania,1961,autocracy,stable autocracy,stable regime,
Albania,1962,autocracy,stable autocracy,stable regime,
Albania,1963,autocracy,stable autocracy,stable regime,
Albania,1964,autocracy,stable autocracy,stable regime,
Albania,1965,autocracy,stable autocracy,stable regime,
Albania,1966,autocracy,stable autocracy,stable regime,
Albania,1967,autocracy,stable autocracy,stable regime,
Albania,1968,autocracy,stable autocracy,stable regime,
Albania,1969,autocracy,stable autocracy,stable regime,
Albania,1970,autocracy,stable autocracy,stable regime,
Albania,1971,autocracy,stable autocracy,stable regime,
Albania,1972,autocracy,stable autocracy,stable regime,
