Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,3165260.0,,,,,
Albania,2002,,3039977.0,,,,
Albania,2005,,2994456.0,,,,
Albania,2008,,2918308.0,,,,
Albania,2012,,2889330.0,,,,
Albania,2014,,,2863867.0,,,
Albania,2015,,,2833380.0,,,
Albania,2016,,,2815216.0,,,
Albania,2017,,,2823891.0,,,
Albania,2018,,,,2818996.0,,
Albania,2019,,,,2734523.0,,
Algeria,1988,24206244.0,,,,,
Algeria,1995,,28659297.0,,,,
Algeria,2011,,,36437393.0,,,
Angola,2000,16244253.0,,,,,
Angola,2008,,21632855.0,,,,
Angola,2018,,,30701741.0,,,
Armenia,1999,,3077681.0,,,,
Armenia,2001,,3042466.0,,,,
Armenia,2002,,3023527.0,,,,
Armenia,2003,,3005384.0,,,,
Armenia,2004,,2971769.0,,,,
Armenia,2005,,2944572.0,,,,
Armenia,2006,,2948722.0,,,,
Armenia,2007,,2915953.0,,,,
Armenia,2008,,2897122.0,,,,
Armenia,2009,,2883095.0,,,,
Armenia,2010,,2867589.0,,,,
Armenia,2011,,2864748.0,,,,
Armenia,2012,,2864575.0,,,,
Armenia,2013,,2886092.0,,,,
Armenia,2014,,2882171.0,,,,
Armenia,2015,,2884434.0,,,,
Armenia,2016,,2921297.0,,,,
Armenia,2017,,2909353.0,,,,
Armenia,2018,,2900557.0,,,,
Armenia,2019,,,2943888.0,,,
Armenia,2020,,,2957205.0,,,
Azerbaijan,1995,7659384.0,,,,,
Azerbaijan,2001,,8013026.0,,,,
Azerbaijan,2002,,8092306.0,,,,
Azerbaijan,2003,,8140143.0,,,,
Azerbaijan,2004,,8184600.0,,,,
Azerbaijan,2005,,8245921.0,,,,
Bangladesh,1983,86141629.0,,,,,
Bangladesh,1985,90763272.0,,,,,
Bangladesh,1988,98185368.0,,,,,
Bangladesh,1991,,105586375.0,,,,
Bangladesh,1995,,115069725.0,,,,
Bangladesh,2000,,,127613363.0,,,
Bangladesh,2005,,,138924276.0,,,
Bangladesh,2010,,,147392976.0,,,
Bangladesh,2016,,,157701526.0,,,
Belarus,1998,,10059429.0,,,,
Belarus,1999,,10020408.0,,,,
Belarus,2000,,9964950.0,,,,
Belarus,2001,,9900230.0,,,,
Belarus,2002,,9828010.0,,,,
Belarus,2003,,9774375.0,,,,
Belarus,2004,,9700942.0,,,,
Belarus,2005,,9566159.0,,,,
Belarus,2006,,9442767.0,,,,
Belarus,2007,,9224373.0,,,,
Belarus,2008,,9197418.0,,,,
Belarus,2009,,9144065.0,,,,
Belarus,2010,,8824272.0,,,,
Belarus,2011,,8892779.0,,,,
Belarus,2012,,8628822.0,,,,
Belarus,2013,,8289910.0,,,,
Belarus,2014,,8115827.0,,,,
Belarus,2015,,8495330.0,,,,
Belarus,2016,,8666153.0,,,,
Belarus,2017,,8528594.0,,,,
Belarus,2018,,8269664.0,,,,
Belarus,2019,,8030752.0,,,,
Belarus,2020,,7999168.0,,,,
Belize,1995,,186579.0,,,,
Benin,2003,7510707.0,,,,,
Benin,2011,,9452841.0,,,,
Benin,2015,,10562859.0,,,,
Benin,2018,,,11452347.0,,,
Bhutan,2003,623234.0,,,,,
Bhutan,2007,,661373.0,,,,
Bhutan,2012,,688541.0,,,,
Bhutan,2017,,736654.0,,,,
Bosnia and Herzegovina,2001,3663979.0,,,,,
Bosnia and Herzegovina,2004,3255593.0,,,,,
Bosnia and Herzegovina,2007,,3111310.0,,,,
Bosnia and Herzegovina,2011,,3103472.0,,,,
Botswana,1985,1058818.0,,,,,
Botswana,1993,1382046.0,,,,,
Botswana,2002,,1607538.0,,,,
Botswana,2009,,1844161.0,,,,
Botswana,2015,,2051225.0,,,,
Bulgaria,1989,7317683.0,,,,,
Bulgaria,1994,8230180.0,,,,,
Bulgaria,1995,,,,8124705.0,,
Bulgaria,1997,,,8287155.0,,,
Bulgaria,2001,,,,7875996.0,,
Bulgaria,2003,,,,,7700125.0,
Bulgaria,2007,,,,,7390872.0,
Burkina Faso,1994,9810378.0,,,,,
Burkina Faso,1998,,10953583.0,,,,
Burkina Faso,2003,,12644307.0,,,,
Burkina Faso,2009,,,15125434.0,,,
Burkina Faso,2014,,,,17572498.0,,
Burkina Faso,2018,,,,,19654938.0,
Burundi,1992,5685512.0,,,,,
Burundi,1998,,6184754.0,,,,
Burundi,2006,,7607850.0,,,,
Burundi,2013,,9538498.0,,,,
Cameroon,1996,13938452.0,,,,,
Cameroon,2001,,15847708.0,,,,
Cameroon,2007,,18675394.0,,,,
Cameroon,2014,,22516158.0,,,,
Cape Verde,2001,423448.0,,,,,
Cape Verde,2007,,460848.0,,,,
Cape Verde,2015,,,508966.0,,,
Central African Republic,1992,2959206.0,,,,,
Central African Republic,2008,,4255149.0,,,,
Chad,2003,9371002.0,,,,,
Chad,2011,12347754.0,,,,,
Chad,2018,,15465474.0,,,,
China,1990,,1134943827.0,,,,
China,1993,,1178302039.0,,,,
China,1996,,1217537824.0,,,,
China,1999,,1252571345.0,,,,
China,2002,,1277338246.0,,,,
China,2005,,1298251427.0,,,,
China,2008,,1310836860.0,,,,
China,2010,,1315893474.0,,,,
China,2011,,1320244609.0,,,,
China,2012,,1323240839.0,,,,
China,2013,,,1323742888.0,,,
China,2014,,,1324986439.0,,,
China,2015,,,1325145182.0,,,
China,2016,,,1322280320.0,,,
China,2017,,,1318614201.0,,,
China,2018,,,1312682369.0,,,
China,2019,,,1306165958.0,,,
China - rural,1990,,834781210.0,,,,
China - rural,1993,,835344076.0,,,,
China - rural,1996,,828948452.0,,,,
China - rural,1999,,815809654.0,,,,
China - rural,2002,,787405280.0,,,,
China - rural,2005,,748573640.0,,,,
China - rural,2008,,705650104.0,,,,
China - rural,2010,,675515669.0,,,,
China - rural,2011,,662046515.0,,,,
China - rural,2012,,648431176.0,,,,
China - rural,2013,,,636515596.0,,,
China - rural,2014,,,622487132.0,,,
China - rural,2015,,,608090428.0,,,
China - rural,2016,,,593404747.0,,,
China - rural,2017,,,577594843.0,,,
China - rural,2018,,,562314534.0,,,
China - rural,2019,,,546804239.0,,,
China - urban,1990,,300162616.0,,,,
China - urban,1993,,342957963.0,,,,
China - urban,1996,,388589372.0,,,,
China - urban,1999,,436761690.0,,,,
China - urban,2002,,489932966.0,,,,
China - urban,2005,,549677786.0,,,,
China - urban,2008,,605186756.0,,,,
China - urban,2010,,640377805.0,,,,
China - urban,2011,,658198094.0,,,,
China - urban,2012,,674809663.0,,,,
China - urban,2013,,,687227291.0,,,
China - urban,2014,,,702499307.0,,,
China - urban,2015,,,717054753.0,,,
China - urban,2016,,,728875572.0,,,
China - urban,2017,,,741019358.0,,,
China - urban,2018,,,750367835.0,,,
China - urban,2019,,,759361719.0,,,
Comoros,2004,575446.0,,,,,
Comoros,2014,,750703.0,,,,
Congo,2005,3615386.0,,,,,
Congo,2011,4371728.0,,,,,
Cote d'Ivoire,1985,9663008.0,,,,,
Cote d'Ivoire,1986,10187606.0,,,,,
Cote d'Ivoire,1987,10534712.0,,,,,
Cote d'Ivoire,1988,11031980.0,,,,,
Cote d'Ivoire,1992,,12793947.0,,,,
Cote d'Ivoire,1995,,14117461.0,,,,
Cote d'Ivoire,1998,,15558912.0,,,,
Cote d'Ivoire,2002,,,17177753.0,,,
Cote d'Ivoire,2008,,,19561813.0,,,
Cote d'Ivoire,2015,,,23177253.0,,,
Cote d'Ivoire,2018,,,,24971410.0,,
Croatia,1998,,2370495.0,,,,
Croatia,1999,,,4206483.0,,,
Croatia,2000,,,3909654.0,,,
Croatia,2001,,,3824952.0,,,
Croatia,2004,,2880683.0,,,,
Croatia,2008,,3088137.0,,,,
Croatia,2009,,3094495.0,,,,
Croatia,2010,,3440053.0,,,,
Democratic Republic of Congo,2004,53068869.0,,,,,
Democratic Republic of Congo,2012,69007801.0,,,,,
Djibouti,2002,743772.0,,,,,
Djibouti,2012,,859606.0,,,,
Djibouti,2013,,,875001.0,,,
Djibouti,2017,,,,936628.0,,
Egypt,1990,55984194.0,,,,,
Egypt,1995,62169909.0,,,,,
Egypt,1999,,67231231.0,,,,
Egypt,2004,,,73921013.0,,,
Egypt,2008,,,79357163.0,,,
Egypt,2010,,,,82455338.0,,
Egypt,2012,,,,86204617.0,,
Egypt,2015,,,,91865578.0,,
Egypt,2017,,,,96095658.0,,
Estonia,1995,,1431419.0,,,,
Estonia,1998,,1314522.0,,,,
Estonia,2000,,,1347845.0,,,
Estonia,2001,,,1343092.0,,,
Estonia,2002,,,1331560.0,,,
Estonia,2003,,,1323554.0,,,
Estonia,2004,,,1298662.0,,,
Eswatini,1994,907613.0,,,,,
Eswatini,2000,,997772.0,,,,
Eswatini,2009,,1051112.0,,,,
Eswatini,2016,,1090795.0,,,,
Ethiopia,1995,,56887940.0,,,,
Ethiopia,1999,,64316770.0,,,,
Ethiopia,2004,,74195546.0,,,,
Ethiopia,2010,,87578815.0,,,,
Ethiopia,2015,,100743570.0,,,,
Ethiopia - rural,1981,32162208.0,,,,,
Fiji,2002,801348.0,,,,,
Fiji,2008,824737.0,,,,,
Fiji,2013,847157.0,,,,,
Fiji,2019,,887284.0,,,,
Gabon,2005,1369306.0,,,,,
Gabon,2017,,2017909.0,,,,
Gambia,1998,1237510.0,,,,,
Gambia,2003,,1445366.0,,,,
Gambia,2010,,,1783198.0,,,
Gambia,2015,,,,2077168.0,,
Georgia,1996,4426372.0,,,,,
Georgia,1997,,4328467.0,,,,
Georgia,1998,,,4225063.0,,,
Georgia,1999,,,4141276.0,,,
Georgia,2000,,,4062922.0,,,
Georgia,2001,,,4001288.0,,,
Georgia,2002,,,3961062.0,,,
Georgia,2003,,,3939461.0,,,
Georgia,2004,,,3916174.0,,,
Georgia,2005,,,3884964.0,,,
Georgia,2006,,,3866675.0,,,
Georgia,2007,,,3841727.0,,,
Georgia,2008,,,3823720.0,,,
Georgia,2009,,,3793728.0,,,
Georgia,2010,,,3761153.0,,,
Georgia,2011,,,3732196.0,,,
Georgia,2012,,,3699178.0,,,
Georgia,2013,,,3676970.0,,,
Georgia,2014,,,3683648.0,,,
Georgia,2015,,,3683250.0,,,
Georgia,2016,,,3684029.0,,,
Georgia,2017,,,3670348.0,,,
Georgia,2018,,,3684487.0,,,
Georgia,2019,,,3683246.0,,,
Georgia,2020,,,3689727.0,,,
Ghana,1987,13551885.0,,,,,
Ghana,1988,13946908.0,,,,,
Ghana,1991,,15200596.0,,,,
Ghana,1998,,18346041.0,,,,
Ghana,2005,,21702027.0,,,,
Ghana,2012,,25741601.0,,,,
Ghana,2016,,28130233.0,,,,
Guinea,1991,6534871.0,,,,,
Guinea,1994,,7067121.0,,,,
Guinea,2002,,,8580530.0,,,
Guinea,2007,,,,9516465.0,,
Guinea,2012,,,,10644192.0,,
Guinea,2018,,,,,12414292.0,
Guinea-Bissau,1993,,1039662.0,,,,
Guinea-Bissau,2002,,,1254242.0,,,
Guinea-Bissau,2010,,,,1522603.0,,
Guinea-Bissau,2018,,,,,1871859.0,
Haiti,2012,,10209394.0,,,,
Hungary,1998,,,,10038256.0,,
Hungary,1999,,,,10004973.0,,
Hungary,2000,,,,9966515.0,,
Hungary,2001,,,,9760569.0,,
Hungary,2002,,,,9706982.0,,
Hungary,2003,,,,9315240.0,,
Hungary,2004,,,,9212463.0,,
Hungary,2005,,,,9112109.0,,
Hungary,2006,,,,9179682.0,,
Hungary,2007,,,,9038799.0,,
India,1977,652241921.0,,,,,
India,1983,,749421464.0,,,,
India,1987,,,819253626.0,,,
India,1993,,,,926920737.0,,
India,2004,,,,1128183077.0,,
India,2009,,,,1215930384.0,,
India,2011,,,,1246993792.0,,
India - rural,1977,508704124.0,,,,,
India - rural,1983,,570467112.0,,,,
India - rural,1987,,,616031906.0,,,
India - rural,1993,,,,684215890.0,,
India - rural,2004,,,,802545065.0,,
India - rural,2009,,,,844588984.0,,
India - rural,2011,,,,858049739.0,,
India - urban,1977,143537797.0,,,,,
India - urban,1983,,178954351.0,,,,
India - urban,1987,,,203221721.0,,,
India - urban,1993,,,,242704846.0,,
India - urban,2004,,,,325638012.0,,
India - urban,2009,,,,371341399.0,,
India - urban,2011,,,,388944053.0,,
Indonesia,1984,161521738.0,,,,,
Indonesia,1987,171682326.0,,,,,
Indonesia,1990,181411584.0,,,,,
Indonesia,1993,,190794176.0,,,,
Indonesia,1996,,199695730.0,,,,
Indonesia,1998,,205665625.0,,,,
Indonesia,1999,,208495259.0,,,,
Indonesia,2000,,,211457741.0,,,
Indonesia,2001,,,214354307.0,,,
Indonesia,2002,,,217234796.0,,,
Indonesia,2003,,,220174138.0,,,
Indonesia,2004,,,223007667.0,,,
Indonesia,2005,,,,225961086.0,,
Indonesia,2006,,,,229061109.0,,
Indonesia,2007,,,,231876865.0,,
Indonesia,2008,,,,234991384.0,,
Indonesia,2009,,,,238106677.0,,
Indonesia,2010,,,,241167766.0,,
Indonesia,2011,,,,,243669163.0,
Indonesia,2012,,,,,246804946.0,
Indonesia,2013,,,,,249867871.0,
Indonesia,2014,,,,,252884415.0,
Indonesia,2015,,,,,,255336223.0
Indonesia,2016,,,,,,258600087.0
Indonesia,2017,,,,,,262094838.0
Indonesia,2018,,,,,,264821288.0
Indonesia,2019,,,,,,267990421.0
Indonesia,2020,,,,,,270601813.0
Indonesia,2021,,,,,,273078265.0
Indonesia - rural,1984,120747191.0,,,,,
Indonesia - rural,1987,123889342.0,,,,,
Indonesia - rural,1990,125928665.0,,,,,
Indonesia - rural,1993,,126325236.0,,,,
Indonesia - rural,1996,,125444133.0,,,,
Indonesia - rural,1998,,124264917.0,,,,
Indonesia - rural,1999,,123510989.0,,,,
Indonesia - rural,2000,,,122668600.0,,,
Indonesia - rural,2001,,,122675408.0,,,
Indonesia - rural,2002,,,122647779.0,,,
Indonesia - rural,2003,,,122589003.0,,,
Indonesia - rural,2004,,,122458278.0,,,
Indonesia - rural,2005,,,,122278040.0,,
Indonesia - rural,2006,,,,122117105.0,,
Indonesia - rural,2007,,,,121839892.0,,
Indonesia - rural,2008,,,,121590363.0,,
Indonesia - rural,2009,,,,121279425.0,,
Indonesia - rural,2010,,,,121002700.0,,
Indonesia - rural,2011,,,,,120859851.0,
Indonesia - rural,2012,,,,,120824609.0,
Indonesia - rural,2013,,,,,120769563.0,
Indonesia - rural,2014,,,,,120557737.0,
Indonesia - rural,2015,,,,,,120168242.0
Indonesia - rural,2016,,,,,,120054290.0
Indonesia - rural,2017,,,,,,119703980.0
Indonesia - rural,2018,,,,,,119181081.0
Indonesia - rural,2019,,,,,,118716958.0
Indonesia - rural,2020,,,,,,118214290.0
Indonesia - rural,2021,,,,,,117657186.0
Indonesia - urban,1984,40774547.0,,,,,
Indonesia - urban,1987,47792984.0,,,,,
Indonesia - urban,1990,55482919.0,,,,,
Indonesia - urban,1993,,64468941.0,,,,
Indonesia - urban,1996,,74251597.0,,,,
Indonesia - urban,1998,,81400708.0,,,,
Indonesia - urban,1999,,84984270.0,,,,
Indonesia - urban,2000,,,88789141.0,,,
Indonesia - urban,2001,,,91678899.0,,,
Indonesia - urban,2002,,,94587017.0,,,
Indonesia - urban,2003,,,97585135.0,,,
Indonesia - urban,2004,,,100549389.0,,,
Indonesia - urban,2005,,,,103683047.0,,
Indonesia - urban,2006,,,,106944003.0,,
Indonesia - urban,2007,,,,110036972.0,,
Indonesia - urban,2008,,,,113401021.0,,
Indonesia - urban,2009,,,,116827252.0,,
Indonesia - urban,2010,,,,120165066.0,,
Indonesia - urban,2011,,,,,122809312.0,
Indonesia - urban,2012,,,,,125980336.0,
Indonesia - urban,2013,,,,,129098308.0,
Indonesia - urban,2014,,,,,132326678.0,
Indonesia - urban,2015,,,,,,135167980.0
Indonesia - urban,2016,,,,,,138545796.0
Indonesia - urban,2017,,,,,,142390857.0
Indonesia - urban,2018,,,,,,145640207.0
Indonesia - urban,2019,,,,,,149273464.0
Indonesia - urban,2020,,,,,,152387523.0
Indonesia - urban,2021,,,,,,155421078.0
Iran,1986,47315359.0,,,,,
Iran,1990,54805183.0,,,,,
Iran,1994,58306497.0,,,,,
Iran,1998,60923117.0,,,,,
Iran,2005,,61423672.0,,,,
Iran,2006,,61390111.0,,,,
Iran,2009,,64348756.0,,,,
Iran,2013,,69814203.0,,,,
Iran,2014,,70767172.0,,,,
Iran,2015,,71584360.0,,,,
Iran,2016,,72283000.0,,,,
Iran,2017,,72081219.0,,,,
Iran,2018,,73264792.0,,,,
Iran,2019,,76393279.0,,,,
Iraq,2006,27389219.0,,,,,
Iraq,2012,31820766.0,,,,,
Jamaica,1988,2334078.0,,,,,
Jamaica,1990,,2371644.0,,,,
Jamaica,1993,2476568.0,,,,,
Jamaica,1996,,2498256.0,,,,
Jamaica,1999,,2492398.0,,,,
Jamaica,2002,,2503157.0,,,,
Jamaica,2004,,2552756.0,,,,
Jordan,1986,2894423.0,,,,,
Jordan,1992,3873731.0,,,,,
Jordan,1997,4778531.0,,,,,
Jordan,2002,,5200191.0,,,,
Jordan,2006,,,5847683.0,,,
Jordan,2008,,,,6407984.0,,
Jordan,2010,,,,7005905.0,,
Kazakhstan,1996,,15533067.0,,,,
Kazakhstan,2001,,,14814253.0,,,
Kazakhstan,2002,,,14803032.0,,,
Kazakhstan,2003,,,14854456.0,,,
Kazakhstan,2004,,,14952801.0,,,
Kazakhstan,2005,,,,14962845.0,,
Kazakhstan,2006,,,,15177115.0,,
Kazakhstan,2007,,,,15282639.0,,
Kazakhstan,2008,,,,15591568.0,,
Kazakhstan,2009,,,,15942622.0,,
Kazakhstan,2010,,,,16126194.0,,
Kazakhstan,2011,,,,16197149.0,,
Kazakhstan,2012,,,,16383482.0,,
Kazakhstan,2013,,,,16575927.0,,
Kazakhstan,2014,,,,16883222.0,,
Kazakhstan,2015,,,,17214446.0,,
Kazakhstan,2016,,,,17510208.0,,
Kazakhstan,2017,,,,17635623.0,,
Kazakhstan,2018,,,,17711055.0,,
Kenya,1992,25162957.0,,,,,
Kenya,1994,,26870213.0,,,,
Kenya,1997,,,29253190.0,,,
Kenya,2005,,,,36488832.0,,
Kenya,2015,,,,47798631.0,,
Kiribati,2006,93975.0,,,,,
Kiribati,2019,,117313.0,,,,
