country_name,reporting_year,reporting_level,welfare_type,survey_year,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,requested_p
Angola,2000,national,consumption,2000.21,HBS,0,2000,0.6182670585238507,0.0899106797746716,9
Angola,2008,national,consumption,2008.5,IBEP-MICS,1,2008,0.9741779586532168,0.0899573923838551,9
Angola,2018,national,consumption,2018.17,IDREA,2,2018,0.5627767746515195,0.0898362231302523,9
Albania,1996,national,consumption,1996.0,EWS,0,1996,3.0239086598309344,0.0891844172516776,9
Albania,2002,national,consumption,2002.0,LSMS,1,2002 - 2012,2.819092284229046,0.089515232990528,9
Albania,2005,national,consumption,2005.0,LSMS,1,2002 - 2012,3.2355476411831963,0.0899153251423932,9
Albania,2008,national,consumption,2008.0,LSMS,1,2002 - 2012,3.6616199940883782,0.0897771685634572,9
Albania,2012,national,consumption,2012.0,LSMS,1,2002 - 2012,3.5387625431019725,0.0897814586426055,9
Albania,2014,national,consumption,2014.0,HBS,2,2014 - 2017,2.945617705175093,0.0895936893652305,9
Albania,2015,national,consumption,2015.0,HBS,2,2014 - 2017,3.856643790632536,0.0895841159958381,9
Albania,2016,national,consumption,2016.0,HBS,2,2014 - 2017,3.791587743310041,0.089972266398275,9
Albania,2016,national,income,2016.0,SILC-C,4,2016 - 2018,2.265071916503048,0.0898827773014346,9
Albania,2017,national,consumption,2017.0,HBS,2,2014 - 2017,3.944288056364085,0.0897898792082962,9
Albania,2017,national,income,2017.0,SILC-C,4,2016 - 2018,2.365929422279444,0.0899083170627017,9
Albania,2018,national,consumption,2018.0,HBS,3,2018 - 2019,4.379369440110248,0.0899208395347125,9
Albania,2018,national,income,2018.0,SILC-C,4,2016 - 2018,2.7052295232668846,0.0898651238901063,9
Albania,2019,national,consumption,2019.0,HBS,3,2018 - 2019,5.359411802368115,0.0899319381320212,9
United Arab Emirates,2013,national,income,2013.42,HIES,0,2013 - 2018,22.686440901469133,0.09,9
United Arab Emirates,2018,national,income,2018.0,HIES,0,2013 - 2018,37.84052130486109,0.08992578125,9
Argentina,1980,urban,income,1980.0,EPH,0,1980 - 1987,5.938602801738345,0.08992578125,9
Argentina,1986,urban,income,1986.0,EPH,0,1980 - 1987,6.522524359296791,0.0894611428585465,9
Argentina,1987,urban,income,1987.0,EPH,0,1980 - 1987,5.205433910662672,0.0898020486666378,9
Argentina,1991,urban,income,1991.0,EPH,1,1991 - 2002,3.811719547029617,0.0894205218465161,9
Argentina,1992,urban,income,1992.0,EPH,1,1991 - 2002,3.8988530852234815,0.0898649297073353,9
Argentina,1993,urban,income,1993.0,EPH,1,1991 - 2002,3.73036619428958,0.0867287328223346,9
Argentina,1994,urban,income,1994.0,EPH,1,1991 - 2002,3.62319787566121,0.0899926984657661,9
