country_name,reporting_year,reporting_level,welfare_type,survey_year,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,requested_p
Angola,2000,national,consumption,2000.21,HBS,0,2000,20.109998544072624,0.97994048808435,98
Angola,2008,national,consumption,2008.5,IBEP-MICS,1,2008,13.443637950299223,0.9799437609146926,98
Angola,2018,national,consumption,2018.17,IDREA,2,2018,12.0439285311036,0.979992254686296,98
Albania,1996,national,consumption,1996.0,EWS,0,1996,15.074782548863071,0.9797335083762978,98
Albania,2002,national,consumption,2002.0,LSMS,1,2002 - 2012,19.77857499550458,0.9798174882440944,98
Albania,2005,national,consumption,2005.0,LSMS,1,2002 - 2012,21.20418880381624,0.9798100605471888,98
Albania,2008,national,consumption,2008.0,LSMS,1,2002 - 2012,21.37092900724467,0.9792929652641806,98
Albania,2012,national,consumption,2012.0,LSMS,1,2002 - 2012,20.535493232951183,0.9798812580094484,98
Albania,2014,national,consumption,2014.0,HBS,2,2014 - 2017,24.53735968235391,0.979831799405844,98
Albania,2015,national,consumption,2015.0,HBS,2,2014 - 2017,28.820945167249995,0.9797862204632454,98
Albania,2016,national,consumption,2016.0,HBS,2,2014 - 2017,30.383381493383716,0.9799486748322738,98
Albania,2016,national,income,2016.0,SILC-C,4,2016 - 2018,25.705312367272175,0.9797866782105796,98
Albania,2017,national,consumption,2017.0,HBS,2,2014 - 2017,29.08193681947521,0.9799210090110384,98
Albania,2017,national,income,2017.0,SILC-C,4,2016 - 2018,25.91107970612499,0.9799434656855336,98
Albania,2018,national,consumption,2018.0,HBS,3,2018 - 2019,28.70066887346745,0.9798348718259252,98
Albania,2018,national,income,2018.0,SILC-C,4,2016 - 2018,27.03010959013977,0.9796086236416214,98
Albania,2019,national,consumption,2019.0,HBS,3,2018 - 2019,35.21507212382426,0.979934149376961,98
United Arab Emirates,2013,national,income,2013.42,HIES,0,2013 - 2018,177.58790165198528,0.98,98
United Arab Emirates,2018,national,income,2018.0,HIES,0,2013 - 2018,181.1941898712879,0.9800065185546872,98
Argentina,1980,urban,income,1980.0,EPH,0,1980 - 1987,85.5384388639009,0.98,98
Argentina,1986,urban,income,1986.0,EPH,0,1980 - 1987,92.49916218408404,0.9799093270662728,98
Argentina,1987,urban,income,1987.0,EPH,0,1980 - 1987,95.58628909319044,0.9798960721652222,98
Argentina,1991,urban,income,1991.0,EPH,1,1991 - 2002,65.40910976306789,0.979740838510351,98
Argentina,1992,urban,income,1992.0,EPH,1,1991 - 2002,65.79314438711826,0.9796485851900718,98
Argentina,1993,urban,income,1993.0,EPH,1,1991 - 2002,65.28140820601922,0.9795472597601884,98
Argentina,1994,urban,income,1994.0,EPH,1,1991 - 2002,67.45315492672987,0.9795586932084522,98
Argentina,1995,urban,income,1995.0,EPH,1,1991 - 2002,67.22144609016753,0.979574216840716,98
Argentina,1996,urban,income,1996.0,EPH,1,1991 - 2002,63.25076220955224,0.9787523509877204,98
Argentina,1997,urban,income,1997.0,EPH,1,1991 - 2002,69.87967167230259,0.9797840319786114,98
Argentina,1998,urban,income,1998.0,EPH,1,1991 - 2002,70.68595343720837,0.9797454705595744,98
Argentina,1999,urban,income,1999.0,EPH,1,1991 - 2002,66.13773788993079,0.9799619827131286,98
Argentina,2000,urban,income,2000.0,EPH,1,1991 - 2002,66.6030692854032,0.9798283049141056,98
Argentina,2001,urban,income,2001.0,EPH,1,1991 - 2002,64.67041631223553,0.9794005851872886,98
Argentina,2002,urban,income,2002.0,EPH,1,1991 - 2002,44.75187772954458,0.9797812644881772,98
Argentina,2003,urban,income,2003.0,EPHC-S2,2,2003 - 2020,55.84349467140462,0.9799267787881916,98
Argentina,2004,urban,income,2004.0,EPHC-S2,2,2003 - 2020,56.674971885576376,0.9799704254021628,98
Argentina,2005,urban,income,2005.0,EPHC-S2,2,2003 - 2020,62.75362402616267,0.9799924113525614,98
Argentina,2006,urban,income,2006.0,EPHC-S2,2,2003 - 2020,66.70513331885282,0.9799517303050992,98
Argentina,2007,urban,income,2007.0,EPHC-S2,2,2003 - 2020,66.9415622073459,0.9799271876253276,98
Argentina,2008,urban,income,2008.0,EPHC-S2,2,2003 - 2020,66.49654886458853,0.979988335631403,98
Argentina,2009,urban,income,2009.0,EPHC-S2,2,2003 - 2020,68.7155427419248,0.9799781703891934,98
Argentina,2010,urban,income,2010.0,EPHC-S2,2,2003 - 2020,71.93308269181344,0.9799453279976632,98
Argentina,2011,urban,income,2011.0,EPHC-S2,2,2003 - 2020,73.98287663617329,0.9799621293075153,98
Argentina,2012,urban,income,2012.0,EPHC-S2,2,2003 - 2020,69.04711498468596,0.9799889231754292,98
Argentina,2013,urban,income,2013.0,EPHC-S2,2,2003 - 2020,69.32582602790143,0.979988602898118,98
Argentina,2014,urban,income,2014.0,EPHC-S2,2,2003 - 2020,65.43380245011602,0.979874862107304,98
Argentina,2016,urban,income,2016.0,EPHC-S2,2,2003 - 2020,70.69804166566345,0.9799415293351126,98
Argentina,2017,urban,income,2017.0,EPHC-S2,2,2003 - 2020,73.19565155616303,0.9799300508915748,98
Argentina,2018,urban,income,2018.0,EPHC-S2,2,2003 - 2020,65.79807451482183,0.9799719300515574,98
Argentina,2019,urban,income,2019.0,EPHC-S2,2,2003 - 2020,66.82624841042677,0.979951061315516,98
Argentina,2020,urban,income,2020.0,EPHC-S2,2,2003 - 2020,57.18929986476476,0.9798427877806208,98
Armenia,1996,national,income,1996.0,ILCS,0,1996,24.13233145277161,0.9799999999999998,98
Armenia,1999,national,consumption,1999.0,ILCS,1,1999 - 2018,15.990906251096046,0.9789623623513944,98
Armenia,2001,national,consumption,2001.0,ILCS,1,1999 - 2018,14.89039747618592,0.979769909654808,98
Armenia,2002,national,consumption,2002.0,ILCS,1,1999 - 2018,15.156627914911644,0.9798580672093508,98
Armenia,2003,national,consumption,2003.0,ILCS,1,1999 - 2018,14.946813919840409,0.9797732945091514,98
Armenia,2004,national,consumption,2004.0,ILCS,1,1999 - 2018,21.1796338498598,0.9799705345867826,98
Armenia,2005,national,consumption,2005.0,ILCS,1,1999 - 2018,23.35882783522568,0.9799653307793272,98
Armenia,2006,national,consumption,2006.0,ILCS,1,1999 - 2018,17.259102971585865,0.9798545172427872,98
Armenia,2007,national,consumption,2007.0,ILCS,1,1999 - 2018,19.75492503654376,0.9799402499765926,98
Armenia,2008,national,consumption,2008.0,ILCS,1,1999 - 2018,18.04503007082664,0.9799748310179516,98
Armenia,2009,national,consumption,2009.0,ILCS,1,1999 - 2018,15.74796383313111,0.9798538987476788,98
Armenia,2010,national,consumption,2010.0,ILCS,1,1999 - 2018,16.87570380657743,0.9797702550697078,98
