country_name,reporting_year,reporting_level,welfare_type,survey_year,survey_acronym,survey_comparability,comparable_spell,poverty_line,headcount,requested_p
Angola,2000,national,consumption,2000.21,HBS,0,2000,1.7601037652996936,0.3299863418641002,33
Angola,2008,national,consumption,2008.5,IBEP-MICS,1,2008,1.8287506696783165,0.3299283046103866,33
Angola,2018,national,consumption,2018.17,IDREA,2,2018,1.2660746731180803,0.3298242394700234,33
Albania,1996,national,consumption,1996.0,EWS,0,1996,4.68287012716582,0.3288276973235119,33
Albania,2002,national,consumption,2002.0,LSMS,1,2002 - 2012,4.392325006139195,0.329466410097208,33
Albania,2005,national,consumption,2005.0,LSMS,1,2002 - 2012,5.091578149460106,0.3294549591098898,33
Albania,2008,national,consumption,2008.0,LSMS,1,2002 - 2012,5.6356933599641605,0.3296171419240198,33
Albania,2012,national,consumption,2012.0,LSMS,1,2002 - 2012,5.394106624401715,0.3297783099140022,33
Albania,2014,national,consumption,2014.0,HBS,2,2014 - 2017,5.088987006612523,0.3299683515608984,33
Albania,2015,national,consumption,2015.0,HBS,2,2014 - 2017,6.367868183317699,0.3281966139018923,33
Albania,2016,national,consumption,2016.0,HBS,2,2014 - 2017,6.486233926264569,0.3298481628755162,33
Albania,2016,national,income,2016.0,SILC-C,4,2016 - 2018,4.8083912460993625,0.3297111461995451,33
Albania,2017,national,consumption,2017.0,HBS,2,2014 - 2017,6.489669308244116,0.329550156472857,33
Albania,2017,national,income,2017.0,SILC-C,4,2016 - 2018,5.304699304848876,0.3299652520527589,33
Albania,2018,national,consumption,2018.0,HBS,3,2018 - 2019,7.600873729988953,0.3299202462888735,33
Albania,2018,national,income,2018.0,SILC-C,4,2016 - 2018,5.542960084408065,0.3299562007940924,33
Albania,2019,national,consumption,2019.0,HBS,3,2018 - 2019,8.570022043191829,0.3298808962730464,33
United Arab Emirates,2013,national,income,2013.42,HIES,0,2013 - 2018,49.20213150117106,0.33,33
United Arab Emirates,2018,national,income,2018.0,HIES,0,2013 - 2018,59.72656696124355,0.3299900634765625,33
Argentina,1980,urban,income,1980.0,EPH,0,1980 - 1987,12.508233023741576,0.33,33
Argentina,1986,urban,income,1986.0,EPH,0,1980 - 1987,13.127152468847962,0.3294939916608413,33
Argentina,1987,urban,income,1987.0,EPH,0,1980 - 1987,11.185629674775596,0.3298103595607307,33
Argentina,1991,urban,income,1991.0,EPH,1,1991 - 2002,7.786798509051913,0.3297184213457899,33
Argentina,1992,urban,income,1992.0,EPH,1,1991 - 2002,8.122610699847291,0.3297315186547094,33
Argentina,1993,urban,income,1993.0,EPH,1,1991 - 2002,8.138980505288657,0.3278937488338797,33
Argentina,1994,urban,income,1994.0,EPH,1,1991 - 2002,7.849094391474019,0.3293183986781167,33
Argentina,1995,urban,income,1995.0,EPH,1,1991 - 2002,6.971824119391965,0.3295624769595205,33
Argentina,1996,urban,income,1996.0,EPH,1,1991 - 2002,6.588621063495024,0.3244908369703593,33
Argentina,1997,urban,income,1997.0,EPH,1,1991 - 2002,6.987967603435386,0.3270866510907402,33
Argentina,1998,urban,income,1998.0,EPH,1,1991 - 2002,6.395395479009696,0.3299008168328197,33
Argentina,1999,urban,income,1999.0,EPH,1,1991 - 2002,6.313147707675212,0.3298011227030893,33
Argentina,2000,urban,income,2000.0,EPH,1,1991 - 2002,5.812631501271551,0.3278025415541264,33
Argentina,2001,urban,income,2001.0,EPH,1,1991 - 2002,4.965763949495967,0.3299921163439713,33
