Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017]
Afghanistan,AFG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,17.2055580487587
Afghanistan,AFG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,17.3601853467702
Albania,ALB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,41.2310447692871
Albania,ALB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,50.3573722839355
Algeria,DZA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,38.8557510375977
Algeria,DZA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,38.2097434997559
American Samoa,ASM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
American Samoa,ASM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,..
Angola,AGO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,92.9517211914063
Angola,AGO,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,107.269989013672
Anguilla,AIA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,2.29451608657837
Anguilla,AIA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,2.59459590911865
Antigua and Barbuda,ATG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,2.09350109100342
Antigua and Barbuda,ATG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,2.46811723709106
Argentina,ARG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,10.2568216323853
Argentina,ARG,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,10.8079395294189
Armenia,ARM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,155.970703125
Armenia,ARM,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,167.312210083008
Aruba,ABW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.35068964958191
Aruba,ABW,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.48048067092896
Australia,AUS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.46582388877869
Australia,AUS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.52933526039124
Austria,AUT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.770370244979858
Austria,AUT,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.830946147441864
Azerbaijan,AZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.505471646785736
Azerbaijan,AZE,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.486966043710709
"Bahamas, The",BHS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.901406764984131
"Bahamas, The",BHS,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.10285294055939
Bahrain,BHR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.187117710709572
Bahrain,BHR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.204112082719803
Bangladesh,BGD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,29.7381744384766
Bangladesh,BGD,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,29.5140819549561
Barbados,BRB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,2.20300507545471
Barbados,BRB,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,2.37052273750305
Belarus,BLR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.609042823314667
Belarus,BLR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.616520941257477
Belgium,BEL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.772879004478455
Belgium,BEL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.845323443412781
Belize,BLZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.37506508827209
Belize,BLZ,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.4770028591156
Benin,BEN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,216.77360534668
Benin,BEN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,219.476272583008
Bermuda,BMU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,1.36641585826874
Bermuda,BMU,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,1.57566356658936
Bhutan,BTN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,19.2083396911621
Bhutan,BTN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,20.4737873077393
Bolivia,BOL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,2.748943567276
Bolivia,BOL,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,2.6119339466095
Bonaire,BON,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,..
Bonaire,BON,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.811898231506348
Bosnia and Herzegovina,BIH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.67629486322403
Bosnia and Herzegovina,BIH,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.781866908073425
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,4.73384952545166
Botswana,BWA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,5.00866317749023
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,2.18155694007874
Brazil,BRA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,2.32737708091736
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.646853625774384
Brunei Darussalam,BRN,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.696616053581238
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,0.674149572849274
Bulgaria,BGR,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,0.735404968261719
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,208.757202148438
Burkina Faso,BFA,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,199.74137878418
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,1000000:GROSS DOMESTIC PRODUCT,1000000,654.895874023438
Burundi,BDI,Purchasing power parity (PPP) (US$ = 1),PPPGlob,9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE,9100000,654.421569824219
