country,Our World In Data Name,variable,percentile,year,value,age,pop
AE,United Arab Emirates,sptinc992j,p90p100,1980,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1981,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1982,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1983,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1984,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1985,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1986,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1987,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1988,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1989,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1990,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1991,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1992,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1993,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1994,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1995,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1996,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1997,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1998,0.557,992,j
AE,United Arab Emirates,sptinc992j,p90p100,1999,0.5578,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2000,0.5586,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2001,0.5595,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2002,0.5606,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2003,0.5618,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2004,0.5631,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2005,0.5647,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2006,0.5665,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2007,0.5686,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2008,0.5711,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2009,0.5742,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2010,0.5538,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2011,0.534,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2012,0.5146,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2013,0.4958,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2014,0.4992,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2015,0.4972,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2016,0.4952,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2017,0.4933,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2018,0.4915,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2019,0.4915,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2020,0.4915,992,j
AE,United Arab Emirates,sptinc992j,p90p100,2021,0.4915,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1980,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1981,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1982,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1983,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1984,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1985,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1986,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1987,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1988,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1989,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1990,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1991,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1992,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1993,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1994,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1995,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1996,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1997,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1998,0.1961,992,j
AE,United Arab Emirates,sptinc992j,p99p100,1999,0.1953,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2000,0.1943,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2001,0.1933,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2002,0.1921,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2003,0.1908,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2004,0.1892,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2005,0.1875,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2006,0.1855,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2007,0.1831,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2008,0.1802,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2009,0.1767,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2010,0.1735,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2011,0.1703,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2012,0.1672,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2013,0.1642,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2014,0.1681,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2015,0.1655,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2016,0.163,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2017,0.1606,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2018,0.1583,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2019,0.1583,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2020,0.1583,992,j
AE,United Arab Emirates,sptinc992j,p99p100,2021,0.1583,992,j
AF,Afghanistan,sptinc992j,p90p100,1980,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1981,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1982,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1983,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1984,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1985,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1986,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1987,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1988,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1989,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1990,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1991,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1992,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1993,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1994,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1995,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1996,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1997,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1998,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,1999,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2000,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2001,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2002,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2003,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2004,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2005,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2006,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2007,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2008,0.4256,992,j
AF,Afghanistan,sptinc992j,p90p100,2009,0.4141,992,j
AF,Afghanistan,sptinc992j,p90p100,2010,0.4118,992,j
AF,Afghanistan,sptinc992j,p90p100,2011,0.4008,992,j
AF,Afghanistan,sptinc992j,p90p100,2012,0.394,992,j
AF,Afghanistan,sptinc992j,p90p100,2013,0.3984,992,j
AF,Afghanistan,sptinc992j,p90p100,2014,0.4017,992,j
AF,Afghanistan,sptinc992j,p90p100,2015,0.4033,992,j
AF,Afghanistan,sptinc992j,p90p100,2016,0.4086,992,j
AF,Afghanistan,sptinc992j,p90p100,2017,0.4146,992,j
AF,Afghanistan,sptinc992j,p90p100,2018,0.4146,992,j
AF,Afghanistan,sptinc992j,p90p100,2019,0.4146,992,j
AF,Afghanistan,sptinc992j,p90p100,2020,0.4146,992,j
AF,Afghanistan,sptinc992j,p90p100,2021,0.4146,992,j
AF,Afghanistan,sptinc992j,p99p100,1980,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1981,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1982,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1983,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1984,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1985,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1986,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1987,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1988,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1989,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1990,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1991,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1992,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1993,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1994,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1995,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1996,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1997,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1998,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,1999,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2000,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2001,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2002,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2003,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2004,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2005,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2006,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2007,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2008,0.1646,992,j
AF,Afghanistan,sptinc992j,p99p100,2009,0.1559,992,j
AF,Afghanistan,sptinc992j,p99p100,2010,0.1539,992,j
AF,Afghanistan,sptinc992j,p99p100,2011,0.1457,992,j
AF,Afghanistan,sptinc992j,p99p100,2012,0.1406,992,j
AF,Afghanistan,sptinc992j,p99p100,2013,0.1433,992,j
AF,Afghanistan,sptinc992j,p99p100,2014,0.145,992,j
AF,Afghanistan,sptinc992j,p99p100,2015,0.1456,992,j
AF,Afghanistan,sptinc992j,p99p100,2016,0.1488,992,j
AF,Afghanistan,sptinc992j,p99p100,2017,0.1525,992,j
AF,Afghanistan,sptinc992j,p99p100,2018,0.1525,992,j
AF,Afghanistan,sptinc992j,p99p100,2019,0.1525,992,j
AF,Afghanistan,sptinc992j,p99p100,2020,0.1525,992,j
AF,Afghanistan,sptinc992j,p99p100,2021,0.1525,992,j
AL,Albania,sptinc992j,p90p100,1980,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1981,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1982,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1983,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1984,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1985,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1986,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1987,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1988,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1989,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1990,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1991,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1992,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1993,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1994,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1995,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1996,0.3144,992,j
AL,Albania,sptinc992j,p90p100,1997,0.3175,992,j
AL,Albania,sptinc992j,p90p100,1998,0.3183,992,j
AL,Albania,sptinc992j,p90p100,1999,0.3212,992,j
AL,Albania,sptinc992j,p90p100,2000,0.3202,992,j
AL,Albania,sptinc992j,p90p100,2001,0.3231,992,j
AL,Albania,sptinc992j,p90p100,2002,0.3261,992,j
AL,Albania,sptinc992j,p90p100,2003,0.3256,992,j
AL,Albania,sptinc992j,p90p100,2004,0.3216,992,j
AL,Albania,sptinc992j,p90p100,2005,0.3191,992,j
AL,Albania,sptinc992j,p90p100,2006,0.3183,992,j
AL,Albania,sptinc992j,p90p100,2007,0.3096,992,j
AL,Albania,sptinc992j,p90p100,2008,0.319,992,j
AL,Albania,sptinc992j,p90p100,2009,0.3175,992,j
AL,Albania,sptinc992j,p90p100,2010,0.3182,992,j
AL,Albania,sptinc992j,p90p100,2011,0.3225,992,j
AL,Albania,sptinc992j,p90p100,2012,0.3188,992,j
AL,Albania,sptinc992j,p90p100,2013,0.3335,992,j
AL,Albania,sptinc992j,p90p100,2014,0.3459,992,j
AL,Albania,sptinc992j,p90p100,2015,0.3411,992,j
AL,Albania,sptinc992j,p90p100,2016,0.3396,992,j
AL,Albania,sptinc992j,p90p100,2017,0.343,992,j
AL,Albania,sptinc992j,p90p100,2018,0.3423,992,j
AL,Albania,sptinc992j,p90p100,2019,0.3411,992,j
AL,Albania,sptinc992j,p90p100,2020,0.34,992,j
AL,Albania,sptinc992j,p90p100,2021,0.34,992,j
AL,Albania,sptinc992j,p99p100,1980,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1981,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1982,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1983,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1984,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1985,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1986,0.0765,992,j
AL,Albania,sptinc992j,p99p100,1987,0.0765,992,j
