"Entity","Year","coveragetype","datatype","IsSurveyYear","ISO3DataYearCovType","ISO3Year","headcount_ratio_1_00","poverty_gap_index_1_00","headcount_1_00","income_gap_ratio_1_00","headcount_ratio_1_90","poverty_gap_index_1_90","headcount_1_90","income_gap_ratio_1_90","headcount_ratio_3_20","poverty_gap_index_3_20","headcount_3_20","income_gap_ratio_3_20","headcount_ratio_5_50","poverty_gap_index_5_50","headcount_5_50","income_gap_ratio_5_50","headcount_ratio_10_00","poverty_gap_index_10_00","headcount_10_00","income_gap_ratio_10_00","poverty_gap_index_15_00","headcount_15_00","income_gap_ratio_15_00","headcount_ratio_20_00","poverty_gap_index_20_00","headcount_20_00","income_gap_ratio_20_00","headcount_ratio_30_00","poverty_gap_index_30_00","headcount_30_00","income_gap_ratio_30_00","headcount_ratio_40_00","poverty_gap_index_40_00","headcount_40_00","income_gap_ratio_40_00"
"Angola",1981,"N","consumption",FALSE,"AGO:1981:N:c","AGO1981",0.1187801,0.04738838,1026313,0.399150187315007,0.2585482,0.114941,2233972,0.444355963089394,0.4657267,0.216366,4024086,0.46467650043363,0.7023886,0.3764192,6068951,0.535026067539007,0.8878983,0.5735924,7671837,0.646338490640728,0.6891591,8164113,0.72973031311208,0.9693411,0.7562257,8375539,0.780128252572623,0.9831424,0.8299579,8494789,0.844015205614268,0.9907765,0.8694315,8560751,0.877933116674245
"Angola",1982,"N","consumption",FALSE,"AGO:1982:N:c","AGO1982",0.1235782,0.04995479,1106389,0.403400451582207,0.2710339,0.1201659,2426553,0.44209851408201,0.4798022,0.2253153,4295645,0.469598911945489,0.7174637,0.3880822,6423417,0.540738596864775,0.8934677,0.5846666,7999172,0.654299090378248,0.6981113,8471266,0.737569613941683,0.9708219,0.7636845,8691720,0.786930136130426,0.9846804,0.8353292,8815794,0.848522525551465,0.9914289,0.8736795,8876213,0.881217248157722
"Angola",1983,"N","consumption",FALSE,"AGO:1983:N:c","AGO1983",0.1231752,0.0495529,1142831,0.401923859414756,0.2695464,0.1193422,2500877,0.443174836852992,0.4769361,0.2239285,4425059,0.470187881989785,0.7158767,0.38628,6641973,0.539320475484791,0.8931681,0.5829742,8286899,0.652691179411396,0.696751,8778705,0.736407761589245,0.9705047,0.76255,9004436,0.786001079175961,0.9845545,0.8345103,9134791,0.847091674946443,0.9914273,0.8730338,9198558,0.880828965711539
"Angola",1984,"N","consumption",FALSE,"AGO:1984:N:c","AGO1984",0.1194225,0.04791959,1148218,0.399859117853543,0.2613909,0.1160157,2513209,0.443158927403837,0.4682631,0.2182218,4502235,0.465513687508315,0.7060805,0.3788504,6788790,0.536110583668031,0.8884971,0.5759218,8542681,0.64742250970532,0.6910553,9089761,0.730879343816338,0.9693725,0.7578042,9320278,0.78164623229919,0.9831506,0.8310924,9452751,0.845036766677755,0.9909054,0.8703307,9527312,0.878730762896047
"Angola",1985,"N","consumption",FALSE,"AGO:1985:N:c","AGO1985",0.1195897,0.04799672,1191352,0.403406744903095,0.2614846,0.1161723,2604909,0.445127182271053,0.4689974,0.2184914,4672151,0.465859747872351,0.7062295,0.3792028,7035456,0.537099268693374,0.8891128,0.5762585,8857339,0.648190508403179,0.6913292,9418154,0.731540441801345,0.9695888,0.7580321,9659041,0.781463496332826,0.9831506,0.8312562,9794143,0.844760719394065,0.990909,0.8704605,9871432,0.878347954397394
"Angola",1986,"N","consumption",FALSE,"AGO:1986:N:c","AGO1986",0.1203826,0.0484792,1242362,0.403857897758553,0.2635782,0.1171534,2720156,0.445329763578011,0.4722492,0.2201825,4873664,0.466434169680309,0.7094684,0.381409,7321793,0.537177786693216,0.8907207,0.5783627,9192336,0.649098391824908,0.6930334,9756961,0.732573772007629,0.9698227,0.7594524,10008678,0.782930021143967,0.9831642,0.8322749,10146364,0.845797190894877,0.990909,0.8712684,10226291,0.879151712139222
"Angola",1987,"N","consumption",FALSE,"AGO:1987:N:c","AGO1987",0.1198468,0.04812972,1281072,0.40008664410374,0.2623726,0.1164421,2804566,0.44393529620245,0.4696293,0.2189574,5019985,0.46559514584599,0.7070305,0.3798103,7557626,0.536305658112121,0.8894235,0.5768396,9507270,0.648734022765758,0.6918007,10105846,0.731934321428938,0.9697953,0.758425,10366384,0.781754600330385,0.9831506,0.831538,10509143,0.845770476820642,0.990909,0.870684,10592074,0.87844048389564
"Angola",1988,"N","consumption",FALSE,"AGO:1988:N:c","AGO1988",0.1160047,0.04638763,1283946,0.399873504694137,0.2548231,0.1129048,2820395,0.442776714735193,0.457999,0.212835,5069156,0.46474221132677,0.6971828,0.3717539,7716454,0.532624356598076,0.8848501,0.5690852,9793565,0.643065018001487,0.6854866,10445053,0.726166559395209,0.9676703,0.7531665,10710223,0.778070010834595,0.982627,0.8277565,10875765,0.842950179170314,0.9901599,0.8676932,10959139,0.876461327965143
"Angola",1989,"N","consumption",FALSE,"AGO:1989:N:c","AGO1989",0.1206189,0.04879517,1381663,0.400506852759046,0.2643075,0.1177973,3027583,0.444883829560579,0.4739516,0.2212929,5429010,0.466116906436696,0.7110823,0.3828512,8145289,0.537947860633372,0.8913489,0.5797338,10210203,0.650218544052731,0.6941411,10832897,0.734113845294695,0.9698326,0.7603752,11109216,0.784276825479196,0.9838377,0.8329391,11269641,0.846081251309063,0.991224,0.8717934,11354250,0.879294181230337
"Angola",1990,"N","consumption",FALSE,"AGO:1990:N:c","AGO1990",0.1336052,0.05400358,1583006,0.403700910374379,0.2883105,0.1283794,3416014,0.444576034492641,0.505573,0.239074,5990224,0.472720970720751,0.7402971,0.4056514,8771326,0.547698922599902,0.9026482,0.6008644,10694924,0.665750113063094,0.7110306,11257526,0.748074502418186,0.9733375,0.774445,11532478,0.795551549132995,0.9871879,0.8431175,11696583,0.853848418283061,0.992,0.8797722,11753599,0.887376821901824
"Angola",1991,"N","consumption",FALSE,"AGO:1991:N:c","AGO1991",0.1381025,0.05590113,1691604,0.402493377310529,0.2963377,0.1321604,3629811,0.445233460126913,0.5172448,0.2453711,6335680,0.473889107488611,0.7495717,0.4134942,9181430,0.551561400229413,0.9053272,0.6078673,11089263,0.671262428148423,0.7165897,11665795,0.752313976804093,0.9748319,0.779061,11940619,0.799458058707743,0.9877263,0.8464518,12098562,0.857217487204338,0.992146,0.8823677,12152698,0.889095718271944
"Angola",1992,"N","consumption",FALSE,"AGO:1992:N:c","AGO1992",0.1539838,0.06390439,1949029,0.412788992384701,0.3266512,0.147984,4134544,0.452833950297164,0.5591732,0.2713846,7077660,0.484836199869773,0.7831122,0.4448589,9912138,0.567675908564819,0.9197429,0.6349262,11641523,0.690465640062634,0.7380636,12197631,0.766013206964336,0.9774493,0.7965607,12371934,0.81490846038719,0.9891343,0.8590557,12519835,0.868180773360891,0.9942273,0.8922117,12584299,0.897162270321625
"Angola",1993,"N","consumption",FALSE,"AGO:1993:N:c","AGO1993",0.2267166,0.09709085,2964331,0.428004315213721,0.4607425,0.2139541,6024231,0.464314994324719,0.6905744,0.3666352,9029294,0.53081271075647,0.8668025,0.5461715,11333485,0.630257347455042,0.9518957,0.7152145,12446083,0.750877095028003,0.7999722,12786204,0.817579772821436,0.9874254,0.8456278,12910635,0.856373192600739,0.9943046,0.8941326,13000581,0.899169667055595,0.996574,0.9195392,13030254,0.922835022024409
