Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,27348.0,,,,,
Albania,2002,,46512.0,,,,
Albania,2005,,25083.0,,,,
Albania,2008,,9244.0,,,,
Albania,2012,,21417.0,,,,
Albania,2014,,,45674.0,,,
Albania,2015,,,7061.0,,,
Albania,2016,,,11802.0,,,
Albania,2017,,,12312.0,,,
Albania,2018,,,,3462.0,,
Albania,2019,,,,0.0,,
Algeria,1988,1527940.0,,,,,
Algeria,1995,,1514466.0,,,,
Algeria,2011,,,127520.0,,,
Angola,2000,3209859.0,,,,,
Angola,2008,,5411021.0,,,,
Angola,2018,,,7781028.0,,,
Armenia,1999,,336098.0,,,,
Armenia,2001,,410066.0,,,,
Armenia,2002,,291144.0,,,,
Armenia,2003,,230676.0,,,,
Armenia,2004,,145257.0,,,,
Armenia,2005,,69930.0,,,,
Armenia,2006,,61801.0,,,,
Armenia,2007,,44172.0,,,,
Armenia,2008,,23471.0,,,,
Armenia,2009,,37669.0,,,,
Armenia,2010,,26268.0,,,,
Armenia,2011,,33353.0,,,,
Armenia,2012,,23470.0,,,,
Armenia,2013,,45826.0,,,,
Armenia,2014,,43271.0,,,,
Armenia,2015,,32503.0,,,,
Armenia,2016,,33144.0,,,,
Armenia,2017,,25230.0,,,,
Armenia,2018,,41098.0,,,,
Armenia,2019,,,31914.0,,,
Armenia,2020,,,10662.0,,,
Azerbaijan,1995,425640.0,,,,,
Azerbaijan,2001,,196326.0,,,,
Azerbaijan,2002,,3501.0,,,,
Azerbaijan,2003,,0.0,,,,
Azerbaijan,2004,,0.0,,,,
Azerbaijan,2005,,0.0,,,,
Bangladesh,1983,29770781.0,,,,,
Bangladesh,1985,29620957.0,,,,,
Bangladesh,1988,37949037.0,,,,,
Bangladesh,1991,,40717197.0,,,,
Bangladesh,1995,,36926393.0,,,,
Bangladesh,2000,,,40558976.0,,,
Bangladesh,2005,,,33761433.0,,,
Bangladesh,2010,,,27577846.0,,,
Bangladesh,2016,,,21748656.0,,,
Belarus,1998,,1074815.0,,,,
Belarus,1999,,909551.0,,,,
Belarus,2000,,645228.0,,,,
Belarus,2001,,289269.0,,,,
Belarus,2002,,191247.0,,,,
Belarus,2003,,120683.0,,,,
Belarus,2004,,28893.0,,,,
Belarus,2005,,35955.0,,,,
Belarus,2006,,7709.0,,,,
Belarus,2007,,8008.0,,,,
Belarus,2008,,0.0,,,,
Belarus,2009,,1875.0,,,,
Belarus,2010,,0.0,,,,
Belarus,2011,,0.0,,,,
Belarus,2012,,0.0,,,,
Belarus,2013,,0.0,,,,
Belarus,2014,,0.0,,,,
Belarus,2015,,0.0,,,,
Belarus,2016,,0.0,,,,
Belarus,2017,,0.0,,,,
Belarus,2018,,0.0,,,,
Belarus,2019,,0.0,,,,
Belarus,2020,,0.0,,,,
Belize,1995,,18043.0,,,,
