Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,99.63207914995569,,,,,
Albania,2002,,98.08006084701104,,,,
Albania,2005,,97.57659760661808,,,,
Albania,2008,,97.09978489047155,,,,
Albania,2012,,97.77262570432718,,,,
Albania,2014,,,95.18214124180972,,,
Albania,2015,,,92.29149173544076,,,
Albania,2016,,,91.28642726132716,,,
Albania,2017,,,91.73751546570544,,,
Albania,2018,,,,91.02180628672384,,
Albania,2019,,,,85.64406841111867,,
Algeria,1988,97.46062090562984,,,,,
Algeria,1995,,97.74488965984511,,,,
Algeria,2011,,,97.11074817831224,,,
Angola,2000,97.99208425587548,,,,,
Angola,2008,,99.22883032775378,,,,
Angola,2018,,,99.30713501278568,,,
Armenia,1999,,98.81663288226592,,,,
Armenia,2001,,99.17667837454223,,,,
Armenia,2002,,99.01899394698393,,,,
Armenia,2003,,98.7676788685524,,,,
Armenia,2004,,97.73396941209484,,,,
Armenia,2005,,97.39679690672918,,,,
Armenia,2006,,98.78022189839096,,,,
Armenia,2007,,98.05371101868477,,,,
Armenia,2008,,98.68475118659302,,,,
Armenia,2009,,99.15667024912112,,,,
Armenia,2010,,98.8123694612252,,,,
Armenia,2011,,98.8022576865006,,,,
Armenia,2012,,98.48912318047093,,,,
Armenia,2013,,98.59127344043095,,,,
Armenia,2014,,97.83757856477072,,,,
Armenia,2015,,97.02628233258557,,,,
Armenia,2016,,98.02138687192397,,,,
Armenia,2017,,97.09042231772568,,,,
Armenia,2018,,96.5553458880118,,,,
Armenia,2019,,,97.96625289292834,,,
Armenia,2020,,,99.20218543304104,,,
Azerbaijan,1995,98.64158483761808,,,,,
Azerbaijan,2001,,96.4367451316967,,,,
Azerbaijan,2002,,96.79760953594794,,,,
Azerbaijan,2003,,96.14815797450972,,,,
Azerbaijan,2004,,95.86901178452524,,,,
Azerbaijan,2005,,94.1960566508476,,,,
Bangladesh,1983,99.999,,,,,
Bangladesh,1985,99.97673409929916,,,,,
Bangladesh,1988,99.938564442423,,,,,
Bangladesh,1991,,99.94205640466042,,,,
Bangladesh,1995,,99.68180061409826,,,,
Bangladesh,2000,,,99.78012442737572,,,
Bangladesh,2005,,,99.65955394417878,,,
Bangladesh,2010,,,99.66116149705816,,,
Bangladesh,2016,,,99.50756342360454,,,
Belarus,1998,,99.61199997950496,,,,
Belarus,1999,,99.60310295875648,,,,
Belarus,2000,,99.1831418057018,,,,
Belarus,2001,,98.82730307156538,,,,
Belarus,2002,,98.29687438119228,,,,
Belarus,2003,,98.65185335400771,,,,
Belarus,2004,,98.15099824600534,,,,
Belarus,2005,,95.3000659718252,,,,
Belarus,2006,,91.34616976569968,,,,
Belarus,2007,,86.06946625899997,,,,
Belarus,2008,,85.25592262328612,,,,
Belarus,2009,,84.97298384280896,,,,
Belarus,2010,,77.76610883368197,,,,
Belarus,2011,,76.05337531214703,,,,
Belarus,2012,,68.80779627058544,,,,
Belarus,2013,,60.05299860247819,,,,
Belarus,2014,,56.94821180236151,,,,
Belarus,2015,,65.58235966665701,,,,
Belarus,2016,,70.06707855770779,,,,
Belarus,2017,,66.68882986938607,,,,
